lemma_slp1	layer	sense_id	sense_gloss	count_all	sense_rank	lemma_share	n_texts	dispersion_dp	largest_text_share	count_adj	sense_rank_adj	count_bal_uniform	sense_rank_bal	count_nonsastra	sense_rank_nonsastra	top_genre	top_genre_share	periods	provenance	confidence
AtreyI	mw	AtreyI#3	a woman who has bathed after her courses, ŚBr. i ; Mn. xi, 87 ; Yājñ. iii, 251	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
AtreyI	semdom	person	person	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
AtreyI	wn	131419	menstruating woman — ...	1	1	1.0	1	0.9962	1.0	0.0	1	1.0	1	0	1	kosa	1.0		attested	
Atreya	mw	Atreya#2	N. of a physician, Bhpr.	10	1	0.9091	2	0.9828	0.7	0.17	1	5.5	1	0	2	ayurveda	1.0		attested	
Atreya	mw	Atreya#3	a priest who is closely related to the Sadasya (perhaps because this office was generally held by a 	1	2	0.0909	1	0.9998	1.0	0.0	2	5.5	1	1	1	veda	1.0		attested	
Atreya	semdom	person	person	1	1	1.0	1	0.9998	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
Atreya	wn	103382	Ātreya — name of a physician	10	1	0.9091	2	0.9828	0.7	0.17	1	5.5	1	0	2	ayurveda	1.0		attested	
Atreya	wn	103383	Ātreya — a priest who is closely related to the Sadasya	1	2	0.0909	1	0.9998	1.0	0.0	2	5.5	1	1	1	veda	1.0		attested	
Atuc	mw	Atuc#1	A-tu/c ( loc. ˚ci ) f. growing dusk, evening, RV. viii, 27, 21.	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
Atuc	semdom	time	time	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
Atuc	wn	65957	evening — the latter part of the day (the period of decreasing daylight from late afternoon until ni	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
Atud	wn	90848	sting — of insects, scorpions, or other animals; 'A bee stung my arm yesterday.'	1	1	1.0	1	0.988	1.0	0.01	1	1.0	1	1	1	veda	1.0		attested	
Atura	mw	Atura#1	A/-tura mf( A )n. suffering, sick (in body or mind), RV. viii ; AV. xi, 101, 2 , &c.;	49	1	0.98	10	0.6021	0.5918	19.5	1	46.67	1	11	1	ayurveda	0.6939		attested	
Atura	mw	Atura#3	desirous of ( Inf. ) ( cf. an-Atura/ .)	1	2	0.02	1	0.9296	1.0	0.07	2	3.33	2	0	2	rasasastra	1.0		attested	
Atura	wn	81029	ill — not in good physical or mental health; 'ill from the monotony of his suffering'	42	1	0.7925	9	0.7245	0.6905	11.57	1	38.56	1	5	1	ayurveda	0.8095		attested	
Atura	wn	73067	miserable — very unhappy; full of misery; 'he felt depressed and miserable'; 'a message of hope for 	5	2	0.0943	1	0.8032	1.0	0.98	2	4.42	2	5	1	epic	1.0		attested	
Atura	wn	73063	unhappy — experiencing or marked by or causing sadness or sorrow or discontent; 'unhappy over her de	2	3	0.0377	1	0.8032	1.0	0.39	3	1.77	5	2	3	epic	1.0		attested	
Atura	wn	71546	desirous — having or expressing desire for something; 'desirous of high office'; 'desirous of findin	1	4	0.0189	1	0.9296	1.0	0.07	5	3.53	3	0	5	rasasastra	1.0		attested	
Atura	wn	78391	brainsick — affected with madness or insanity; 'a man who had gone mad'	1	4	0.0189	1	0.9855	1.0	0.01	7	0.3	7	0	5	ayurveda	1.0		attested	
Atura	wn	78391,80524	ātura — suffering	1	4	0.0189	1	0.9498	1.0	0.05	6	3.53	3	0	5	rasasastra	1.0		attested	
Atura	wn	80524	suffering — troubled by pain or loss; 'suffering refugees'	1	4	0.0189	1	0.8998	1.0	0.1	4	0.88	6	1	4	epic	1.0		attested	
AturopakramaRIya	wn	128793	Āturopakramaṇīya — name of Suśrutasaṃhitā, Sū. 35	1	1	1.0	1	0.9186	1.0	0.08	1	1.0	1	0	1	ayurveda	1.0		attested	
Atvat	wn	132449	ātvant — containing a long ā	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Atyayika	mw	Atyayika#1	Atyayika mfn. ( fr. aty-aya ; g. vinayA di , q.v. ), ‘having a rapid course’, not suffering delay, u	10	1	1.0	6	0.6033	0.3	3.97	1	10.0	1	4	1	epic	0.4		attested	
Atyayika	wn	70604	pressing — compelling immediate action; 'too pressing to permit of longer delay'; 'the urgent words 	7	1	0.6364	5	0.6031	0.4286	2.78	1	8.8	1	4	1	epic	0.5714		attested	
Atyayika	wn	66855	acute — (medicine) having or experiencing a rapid onset and short but severe course; 'acute appendic	3	2	0.2727	2	0.9186	0.6667	0.24	2	1.65	2	0	2	ayurveda	1.0		attested	
Atyayika	wn	70220	critical — being in or verging on a state of crisis or emergency; 'a critical shortage of food'; 'a 	1	3	0.0909	1	0.9878	1.0	0.01	3	0.55	3	0	2	ayurveda	1.0		attested	
Av	wn	132781	āv — [gramm.] the syllable āv	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AvA	mw	AvA#1	A-√ vA P. -vAti , to blow towards or upon, RV. ; TBr. ; BhP. ; Kir. ; Bhaṭṭ.	1	1	1.0	1	0.988	1.0	0.01	1	1.0	1	1	1	veda	1.0		attested	
AvA	wn	93776	blow — cause to move by means of an air current; 'The wind blew the leaves around in the yard'	1	1	1.0	1	0.988	1.0	0.01	1	1.0	1	1	1	veda	1.0		attested	
AvAha	mw	AvAha#2	marrying, L.	1	1	1.0	1	0.9977	1.0	0.0	1	1.0	1	0	1	arthasastra	1.0		attested	
AvAha	semdom	act	act	1	1	1.0	1	0.9977	1.0	0.0	1	1.0	1	0	1	arthasastra	1.0		attested	
AvAha	wn	4789	marriage — the act of marrying; the nuptial ceremony; 'their marriage was conducted in the chapel'	1	1	1.0	1	0.9977	1.0	0.0	1	1.0	1	0	1	arthasastra	1.0		attested	
AvAhana	semdom	communication	communication	1	1	1.0	1	0.9944	1.0	0.01	1	1.0	1	1	1	purana	1.0		attested	
AvAhana	wn	131741	āvāhana — [Tantrism] the act of invoking a deity	1	1	1.0	1	0.9944	1.0	0.01	1	1.0	1	1	1	purana	1.0		attested	
AvAhay	wn	91673	raise — evoke or call forth: 'raise the specter of unemployment'; 'he conjured wild birds in the air	4	1	0.6667	3	0.9891	0.5	0.04	2	3.5	1	4	1	purana	0.75		attested	
AvAhay	wn	88996	invite — request the participation or presence of; 'The organizers invite submissions of papers for 	1	2	0.1667	1	0.8032	1.0	0.2	1	2.0	2	1	2	epic	1.0		attested	
AvAhay	wn	88996,94941	āvāhay — to invite	1	2	0.1667	1	0.9917	1.0	0.01	3	0.5	3	1	2	purana	1.0		attested	
AvApa	mw	AvApa#1	A-vApa m. scattering, throwing	16	1	0.8	6	0.8096	0.5	3.05	1	10.0	1	0	1	rasasastra	1.0		attested	
AvApa	mw	AvApa#6	mixing, inserting	4	2	0.2	1	0.9186	1.0	0.33	2	10.0	1	0	1	ayurveda	1.0		attested	
AvApa	semdom	process	process	16	1	0.8	6	0.8096	0.5	3.05	1	10.0	1	0	1	rasasastra	1.0		attested	
AvApa	semdom	act	act	4	2	0.2	1	0.9186	1.0	0.33	2	10.0	1	0	1	ayurveda	1.0		attested	
AvApa	wn	127532	āvāpa — throwing (pulverised) substances into molten metals; = pratīvāpa, = ācchādana	16	1	0.8	6	0.8096	0.5	3.05	1	10.0	1	0	1	rasasastra	1.0		attested	
AvApa	wn	129411	pratīvāpa — [medic., alchemy] mixing two liquid/molten substances	4	2	0.2	1	0.9186	1.0	0.33	2	10.0	1	0	1	ayurveda	1.0		attested	
AvApay	wn	90919	mix — to bring or combine together or with something else: 'resourcefully he mingled music and dance	14	1	0.9333	4	0.8673	0.7857	1.86	1	13.12	1	0	1	ayurveda	0.7857		attested	
AvApay	wn	91442	submerge — put under water; 'submerge yur head completely'	1	2	0.0667	1	0.9498	1.0	0.05	2	1.88	2	0	1	rasasastra	1.0		attested	
AvAray	wn	89300	repel — force or drive back; 'repel the attacker'	1	1	1.0	1	0.8032	1.0	0.2	1	1.0	1	1	1	epic	1.0		attested	
AvAri	mw	AvAri#1	A-vAri f. a shop, stall, L.	4	1	1.0	1	0.9976	1.0	0.01	1	4.0	1	4	1	katha	1.0		attested	
AvAri	semdom	artifact	artifact	2	1	1.0	1	0.9976	1.0	0.0	1	2.0	1	2	1	katha	1.0		attested	
AvAri	wn	14328,20971	āvāri — a shop	2	1	0.5	1	0.9976	1.0	0.0	1	2.0	1	2	1	katha	1.0		attested	
AvAri	wn	20971	shop — a mercantile establishment for the retail sale of goods or services; 'he bought it at a shop 	2	1	0.5	1	0.9976	1.0	0.0	1	2.0	1	2	1	katha	1.0		attested	
AvAsa	mw	AvAsa#1	A-vAsa m. abode, residence, dwelling, house, MBh. ; R. ; Pañcat. ; Ragh. &c.	15	1	1.0	4	0.6988	0.5333	4.52	1	15.0	1	15	1	epic	0.8667		attested	
AvAsa	semdom	artifact	artifact	3	1	0.75	2	0.7997	0.6667	0.6	1	3.33	1	3	1	epic	0.6667		attested	
AvAsa	semdom	Tops	Tops	1	2	0.25	1	0.8032	1.0	0.2	2	0.67	2	1	2	epic	1.0		attested	
AvAsa	wn	16326	dwelling — a physical structure (e.g., a house) that someone is living in; 'he built a modest dwelli	10	1	0.5882	3	0.7022	0.6	2.98	1	6.48	1	10	1	epic	0.9		attested	
AvAsa	wn	17768	house — a dwelling that serves as living quarters for one or more families; 'he has a house on Cape 	3	2	0.1765	2	0.7997	0.6667	0.6	2	3.64	3	3	2	epic	0.6667		attested	
AvAsa	wn	16326,4881	vasati — staying (esp. 'overnight')	1	3	0.0588	1	0.9976	1.0	0.0	6	5.67	2	1	3	katha	1.0		attested	
AvAsa	wn	39802,16326	āvāsa — abode	1	3	0.0588	1	0.8998	1.0	0.1	4	0.4	4	1	3	epic	1.0		attested	
AvAsa	wn	588	location — a point or extent in space	1	3	0.0588	1	0.8032	1.0	0.2	3	0.4	4	1	3	epic	1.0		attested	
AvAsa	wn	588,16326	āvāsa — abode	1	3	0.0588	1	0.8998	1.0	0.1	4	0.4	4	1	3	epic	1.0		attested	
AvAsay	wn	86301	settle — become settled or established and stable in one's residence or life style; 'He finally sett	2	1	0.5	2	0.9941	0.5	0.01	2	2.67	1	2	1	purana	0.5		attested	
AvAsay	wn	96079	dwell — make one's home or live in; 'There are only 250,000 people in Island'	2	1	0.5	2	0.703	0.5	0.59	1	1.33	2	2	1	epic	1.0		attested	
AvAsin	mw	AvAsin#1	AvAsin mfn. ifc. abiding or dwelling in.	2	1	1.0	1	0.8998	1.0	0.2	1	2.0	1	2	1	epic	1.0		attested	
AvAsin	wn	130605	dwelling — dt. wohnend, bleibend	2	1	1.0	1	0.8998	1.0	0.2	1	2.0	1	2	1	epic	1.0		attested	
Ava	wn	135224	āva- — [gramm.] substitute for asm	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AvaSyaka	mw	AvaSyaka#2	AvaSyaka n. necessity, inevitable act or conclusion, Pāṇ.	3	1	0.75	1	0.9711	1.0	0.09	1	2.0	1	0	1	vyakarana	1.0		attested	
AvaSyaka	mw	AvaSyaka#1	AvaSyaka mfn. ( fr. avaSya ), necessary, inevitable Comm. on Kum. & Ragh.	1	2	0.25	1	0.9896	1.0	0.01	2	2.0	1	0	1	rasasastra	1.0		attested	
AvaSyaka	semdom	state	state	3	1	1.0	1	0.9711	1.0	0.09	1	3.0	1	0	1	vyakarana	1.0		attested	
AvaSyaka	wn	62828	necessity — the condition of being essential or indispensable	3	1	0.75	1	0.9711	1.0	0.09	1	2.0	1	0	1	vyakarana	1.0		attested	
AvaSyaka	wn	75602	necessary — absolutely essential	1	2	0.25	1	0.9896	1.0	0.01	2	2.0	1	0	1	rasasastra	1.0		attested	
Avah	mw	Avah#2	to bring;	6	1	0.75	4	0.7562	0.3333	1.46	1	6.0	1	5	1	veda	0.6667		attested	
Avah	mw	Avah#9	Caus. -vAhayati , to cause to drive or come near;	2	2	0.25	1	0.9186	1.0	0.16	2	2.0	2	0	2	ayurveda	1.0		attested	
Avah	wn	90794	bring — bring or fetch; 'Get me those books over there, please'; 'Could you bring over the wine?'; '	6	1	0.4286	4	0.7562	0.3333	1.46	1	6.53	1	5	1	veda	0.6667		attested	
Avah	wn	95395	marry — take in marriage	3	2	0.2143	2	0.8963	0.6667	0.31	2	4.67	2	3	2	epic	0.6667		attested	
Avah	wn	91730	cause — give rise to; cause to happen or occur, not always intentionally; 'cause a commotion'; 'make	2	3	0.1429	1	0.9186	1.0	0.16	3	1.12	3	0	3	ayurveda	1.0		attested	
Avah	wn	84818	exude — release through one's pores, as of sweat	1	4	0.0714	1	0.9186	1.0	0.08	4	0.56	4	0	3	ayurveda	1.0		attested	
Avah	wn	92041	perform — to act or perform an action; 'John did the painting, the weeding, and he cleaned out the g	1	4	0.0714	1	0.9186	1.0	0.08	4	0.56	4	0	3	ayurveda	1.0		attested	
Avah	wn	93601	run — move along, of liquids; 'Water flowed into the cave'	1	4	0.0714	1	0.9186	1.0	0.08	4	0.56	4	0	3	ayurveda	1.0		attested	
Avaha	mw	Avaha#1	A-vaha mf( A )n. bringing, bringing to pass, producing	9	1	1.0	6	0.6651	0.3333	3.01	1	9.0	1	5	1	epic	0.4444		attested	
Avaha	wn	104001	causing	42	1	0.8235	15	0.5686	0.5	18.12	1	26.68	1	22	1	epic	0.5238		attested	
Avaha	wn	104228	producing	7	2	0.1373	5	0.6622	0.2857	2.36	2	13.73	2	4	2	epic	0.4286		attested	
Avaha	wn	104014,104001	āvaha — bringing	1	3	0.0196	1	0.8998	1.0	0.1	3	0.39	4	1	3	epic	1.0		attested	
Avaha	wn	135468	āvaha — [gramm.] the imperative āvaha	1	3	0.0196	1	0.9711	1.0	0.03	4	10.2	3	0	4	vyakarana	1.0		attested	
Avali	mw	Avali#3	a series	2	1	1.0	2	0.9989	0.5	0.0	1	2.0	1	2	1	kavya	1.0		attested	
Avali	semdom	artifact	artifact	6	1	0.6667	6	0.7216	0.1667	1.67	1	6.0	1	6	1	katha	0.3333		attested	
Avali	semdom	Tops	Tops	2	2	0.2222	2	0.9989	0.5	0.0	2	1.2	3	2	2	kavya	1.0		attested	
Avali	semdom	communication	communication	1	3	0.1111	1	0.9997	1.0	0.0	3	1.8	2	0	3	alamkara	1.0		attested	
Avali	wn	19057	necklace — a cord or chain (often bearing gems) worn about the neck as an ornament (especially by wo	6	1	0.6667	6	0.7216	0.1667	1.67	1	6.0	1	6	1	katha	0.3333		attested	
Avali	wn	39473	series — similar things placed or happening one after another; 'they were investigating a series of 	2	2	0.2222	2	0.9989	0.5	0.0	2	1.2	3	2	2	kavya	1.0		attested	
Avali	wn	127269	āvali — a kind of yamaka	1	3	0.1111	1	0.9997	1.0	0.0	3	1.8	2	0	3	alamkara	1.0		attested	
Avap	mw	Avap#2	to mix with;	7	1	0.6364	4	0.8882	0.5714	0.78	1	6.11	1	1	1	ayurveda	0.8571		attested	
Avap	mw	Avap#3	to put together, AV. ; ŚBr. ; KātyŚr. ; ĀśvGṛ. ; MārkP. ;	4	2	0.3636	3	0.9422	0.5	0.23	2	4.89	2	0	2	ayurveda	0.75		attested	
Avap	wn	85260	mix — add as an additional element or part; 'mix water into the drink'	5	1	0.4167	3	0.8965	0.6	0.52	1	4.33	1	1	1	ayurveda	0.8		attested	
Avap	wn	91442	submerge — put under water; 'submerge yur head completely'	4	2	0.3333	3	0.9422	0.5	0.23	2	4.0	2	0	2	ayurveda	0.75		attested	
Avap	wn	90919	mix — to bring or combine together or with something else: 'resourcefully he mingled music and dance	2	3	0.1667	2	0.9103	0.5	0.18	3	0.67	4	0	2	ayurveda	1.0		attested	
Avap	wn	91088	sow — place (seeds) in the ground for future growth; 'She sowed sunflower seeds'	1	4	0.0833	1	0.9992	1.0	0.0	4	3.0	3	0	2	vyakarana	1.0		attested	
Avapana	mw	Avapana#4	a vessel, jar, ewer, MaitrS. ; BhP.	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Avapana	semdom	artifact	artifact	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Avapana	wn	22634	vessel — an object used as a container (especially for liquids)	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
AvaraRa	mw	AvaraRa#8	a shield	2	1	0.5	2	0.8989	0.5	0.2	1	2.0	1	1	1	epic	0.5		attested	
AvaraRa	mw	AvaraRa#2	A-varaRa n. the act of covering, concealing, hiding, Suśr. ; Ragh.	1	2	0.25	1	0.9999	1.0	0.0	3	1.0	2	0	2	tantra_yoga	1.0		attested	
AvaraRa	mw	AvaraRa#6	anything that protects, an outer bar or fence	1	2	0.25	1	0.9921	1.0	0.01	2	1.0	2	0	2	rasasastra	1.0		attested	
AvaraRa	semdom	artifact	artifact	2	1	0.6667	2	0.8989	0.5	0.2	1	2.0	1	1	1	epic	0.5		attested	
AvaraRa	semdom	Tops	Tops	1	2	0.3333	1	0.9921	1.0	0.01	2	1.0	2	0	2	rasasastra	1.0		attested	
AvaraRa	wn	20927	shield — a protective structure or device (usually metal)	2	1	0.5	2	0.8989	0.5	0.2	1	2.0	1	1	1	epic	0.5		attested	
AvaraRa	wn	100997	Māyā — the illusionary force that creates the image of the outer world	1	2	0.25	1	0.9921	1.0	0.01	2	1.0	2	0	2	rasasastra	1.0		attested	
AvaraRa	wn	4862,19173	āvaraṇa — the act of covering	1	2	0.25	1	0.9999	1.0	0.0	3	1.0	2	0	2	tantra_yoga	1.0		attested	
Avarjay	wn	92433	attract — be attractive to; 'The idea of a vacation appeals to me'; 'The beautiful garden attracted 	1	1	1.0	1	0.9968	1.0	0.0	1	1.0	1	1	1	katha	1.0		attested	
Avarta	mw	Avarta#3	whirl, gulf, whirlpool, ŚBr. ; Megh. ; MBh. ; Ragh. &c.	10	1	0.4762	5	0.6972	0.4	3.03	1	11.67	1	10	1	epic	0.7		attested	
Avarta	mw	Avarta#2	A-varta/ m. turning, winding, turning round, revolving, R. ; ŚBr. ; Sāh. ; Suśr.	5	2	0.2381	2	0.8184	0.6	0.91	2	2.51	3	2	2	ayurveda	0.6		attested	
Avarta	mw	Avarta#10	A-varta/ ( am ), n. a mineral substance, pyrites, marcasite, L.	3	3	0.1429	2	0.9696	0.6667	0.09	4	1.57	4	0	3	ayurveda	1.0		attested	
Avarta	mw	Avarta#6	the two depressions of the forehead above the eyebrows, Suśr.	2	4	0.0952	2	0.9064	0.5	0.19	3	1.05	5	0	3	ayurveda	1.0		attested	
Avarta	mw	Avarta#9	N. of a form of cloud personified	1	5	0.0476	1	0.9998	1.0	0.0	5	4.2	2	0	3	arthasastra	1.0		attested	
Avarta	semdom	event	event	9	1	0.3913	5	0.6972	0.3333	2.72	1	10.95	1	9	1	epic	0.6667		attested	
Avarta	semdom	shape	shape	4	2	0.1739	2	0.8184	0.75	0.73	2	1.83	4	1	2	ayurveda	0.75		attested	
Avarta	semdom	body	body	2	3	0.087	2	0.9064	0.5	0.19	3	0.85	6	0	3	ayurveda	1.0		attested	
Avarta	semdom	food	food	2	3	0.087	2	0.9815	0.5	0.04	6	0.85	6	0	3	ayurveda	1.0		attested	
Avarta	semdom	process	process	2	3	0.087	2	0.9849	0.5	0.03	7	2.56	3	0	3	rasasastra	1.0		attested	
Avarta	semdom	substance	substance	2	3	0.087	2	0.9696	0.5	0.06	4	0.85	6	0	3	ayurveda	1.0		attested	
Avarta	semdom	act	act	1	7	0.0435	1	0.9498	1.0	0.05	5	1.28	5	0	3	rasasastra	1.0		attested	
Avarta	semdom	object	object	1	7	0.0435	1	0.9998	1.0	0.0	8	3.83	2	0	3	arthasastra	1.0		attested	
Avarta	wn	34754	whirlpool — a powerful circular current of water (usually the resulting of conflicting tides)	6	1	0.2308	5	0.7274	0.3333	1.64	1	9.97	1	6	1	epic	0.5		attested	
Avarta	wn	60546	coil — a round shape formed by a series of concentric circles	4	2	0.1538	2	0.8184	0.75	0.73	3	1.88	3	1	3	ayurveda	0.75		attested	
Avarta	wn	34753	eddy — a miniature whirlpool or whirlwind resulting when the current of a fluid doubles back on itse	3	3	0.1154	2	0.703	0.6667	0.89	2	1.3	7	3	2	epic	1.0		attested	
Avarta	wn	129148	āvarta — [medic.] the two depressions of the forehead above the eyebrows; marmans	2	4	0.0769	2	0.9064	0.5	0.19	4	0.96	8	0	7	ayurveda	1.0		attested	
Avarta	wn	130084	rājāvarta — [min.] a mineral/gem; 'lapis lazuli'	2	4	0.0769	2	0.9696	0.5	0.06	8	0.96	8	0	7	ayurveda	1.0		attested	
Avarta	wn	100255	Āvarta — a kind of cloud	1	6	0.0385	1	0.9998	1.0	0.0	14	4.33	2	0	7	arthasastra	1.0		attested	
Avarta	wn	101392	mākṣika — a kind of mineral substance; pyrites?	1	6	0.0385	1	0.9841	1.0	0.02	10	0.48	10	0	7	ayurveda	1.0		attested	
Avarta	wn	128112	Āvarta — name of a mountain	1	6	0.0385	1	0.8998	1.0	0.1	5	0.43	12	1	3	epic	1.0		attested	
Avarta	wn	129925	svarṇamākṣika — [min.] a kind of pyrite	1	6	0.0385	1	0.9974	1.0	0.0	13	0.48	10	0	7	ayurveda	1.0		attested	
Avarta	wn	130316	āvarta — [alchemy] Flammenf￤rbung beim Austritt von sattvas	1	6	0.0385	1	0.9968	1.0	0.0	12	1.44	4	0	7	rasasastra	1.0		attested	
Avarta	wn	1929	rotation — the act of rotating as if on an axis; 'the rotation of the top kept time with the music'	1	6	0.0385	1	0.9498	1.0	0.05	9	1.44	4	0	7	rasasastra	1.0		attested	
Avarta	wn	34753,34754	āvarta — turning	1	6	0.0385	1	0.8998	1.0	0.1	5	0.43	12	1	3	epic	1.0		attested	
Avarta	wn	42486	bay — an indentation of a shoreline larger than a cove but smaller than an gulf	1	6	0.0385	1	0.8998	1.0	0.1	5	0.43	12	1	3	epic	1.0		attested	
Avarta	wn	58919	thaw — the process of heating to change something from a solid to a liquid; 'they welcomed the sprin	1	6	0.0385	1	0.9881	1.0	0.01	11	1.44	4	0	7	rasasastra	1.0		attested	
Avartaka	semdom	food	food	1	1	1.0	1	0.9498	1.0	0.05	1	1.0	1	0	1	rasasastra	1.0		attested	
Avartaka	wn	101392	mākṣika — a kind of mineral substance; pyrites?	1	1	1.0	1	0.9498	1.0	0.05	1	1.0	1	0	1	rasasastra	1.0		attested	
AvartamaRi	semdom	substance	substance	2	1	1.0	2	0.9696	0.5	0.06	1	2.0	1	0	1	ayurveda	1.0		attested	
AvartamaRi	wn	130084	rājāvarta — [min.] a mineral/gem; 'lapis lazuli'	2	1	1.0	2	0.9696	0.5	0.06	1	2.0	1	0	1	ayurveda	1.0		attested	
Avartana	semdom	event	event	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
Avartana	wn	34790	rotation — a complete turn; 'the plane made three rotations before it crashed'	1	1	1.0	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
Avartay	wn	130115	āvartay — mix metals by heating them	30	1	0.4412	9	0.7606	0.3	7.18	1	5.11	4	0	6	rasasastra	1.0		attested	
Avartay	wn	86438	melt — reduce from a solid to a liquid state, usually by heating; 'melt butter'; 'melt down gold'	25	2	0.3676	10	0.779	0.36	5.52	2	18.49	2	1	2	rasasastra	0.92		attested	
Avartay	wn	88471	recite — repeat aloud from memory; 'she recited a poem'	4	3	0.0588	3	0.8813	0.5	0.47	3	13.77	3	3	1	epic	0.5		attested	
Avartay	wn	92127	duplicate — make or do or perform again	3	4	0.0441	3	0.9937	0.3333	0.02	9	24.29	1	0	6	dharmasastra	0.3333		attested	
Avartay	wn	86119	heat — make hot or hotter; 'heat the soup'	2	5	0.0294	2	0.9272	0.5	0.15	5	0.34	8	0	6	rasasastra	1.0		attested	
Avartay	wn	85086	roll — shape by rolling; 'roll a cigarette'	1	6	0.0147	1	0.8998	1.0	0.1	6	1.94	5	1	2	epic	1.0		attested	
Avartay	wn	88524	repeat — to say or state again: 'Mrs. Molvar, who kept reiterating her request..', '``Just barely'' 	1	6	0.0147	1	0.8032	1.0	0.2	4	1.94	5	1	2	epic	1.0		attested	
Avartay	wn	90727	stir — agitate; 'toss the salad'; 'stir nuts into the dough'	1	6	0.0147	1	0.9498	1.0	0.05	8	0.17	9	0	6	rasasastra	1.0		attested	
Avartay	wn	93718	turn — cause to move around, 'turn a key'; 'turn a wheel'; 'he turned her around'; also used in an a	1	6	0.0147	1	0.8998	1.0	0.1	6	1.94	5	1	2	epic	1.0		attested	
Avarvft	wn	92710	move back and forth — move in one direction and then into the opposite direction	1	1	0.5	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
Avarvft	wn	93510	eddy — flow in a circular current, of liquids	1	1	0.5	1	0.9563	1.0	0.04	1	1.0	1	1	1	veda	1.0		attested	
Avas	mw	Avas#1	A- √ 5. vas P. -vasati , to abide, dwell;	4	1	1.0	2	0.7856	0.75	0.86	1	4.0	1	3	1	epic	0.75		attested	
Avas	wn	96079	dwell — make one's home or live in; 'There are only 250,000 people in Island'	4	1	1.0	2	0.7856	0.75	0.86	1	4.0	1	3	1	epic	0.75		attested	
AvasaTa	mw	AvasaTa#2	a dwelling for pupils and ascetics	6	1	1.0	3	0.8006	0.6667	1.2	1	6.0	1	6	1	epic	0.6667		attested	
AvasaTa	wn	16326	dwelling — a physical structure (e.g., a house) that someone is living in; 'he built a modest dwelli	6	1	0.75	3	0.8006	0.6667	1.2	1	6.0	1	6	1	epic	0.6667		attested	
AvasaTa	wn	134284	āvasatha [word] — the word āvasatha	2	2	0.25	1	0.9711	1.0	0.06	2	2.0	2	0	2	vyakarana	1.0		attested	
Avat	mw	Avat#1	A-va/t f. proximity, AV. v, 30, 1 (opposed to parA-vat ).	1	1	1.0	1	0.9963	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
Avat	wn	25182,40123	āvat — proximity	1	1	1.0	1	0.9963	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
Avawya	wn	133806	āvaṭya [word] — the word āvaṭya	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Avay	wn	89490	eat — take in solid food; 'She was eating a banana'; 'What did you eat for dinner last night?'	1	1	1.0	1	0.9963	1.0	0.0	1	1.0	1	1	1	veda	1.0		attested	
Avaya	wn	133599	āvaya [word] — the word āvaya	1	1	1.0	1	0.9711	1.0	0.03	1	1.0	1	0	1	vyakarana	1.0		attested	
Ave	mw	Ave#1	1. A-√ ve P. -vayati , to weave on to;	1	1	1.0	1	0.988	1.0	0.01	1	1.0	1	1	1	veda	1.0		attested	
Ave	wn	91174	weave — interlace as if weaving	1	1	1.0	1	0.988	1.0	0.01	1	1.0	1	1	1	veda	1.0		attested	
AveSa	mw	AveSa#2	entering, entrance, taking possession of MBh. ; Śak. ; Prab. &c.	9	1	1.0	9	0.7478	0.1111	2.27	1	9.0	1	2	1	rasasastra	0.4444		attested	
