lemma_slp1	varga	eid	mw_sense_units	pwg_sense_units
unduru	AK-2.5	1419	1	1
mUzaka	AK-2.5	1419	5	2
AKu	AK-2.5	1419	7	1
girikA	AK-2.5	1420	2	0
bAlamUzikA	AK-2.5	1420	1	1
sarawa	AK-2.5	1421	1	1
kfkalAsa	AK-2.5	1421	1	2
musalI	AK-2.5	1422	4	0
gfhagoDikA	AK-2.5	1422	1	1
lUtA	AK-2.5	1423	3	1
tantuvAya	AK-2.5	1423	3	2
UrRanABa	AK-2.5	1423	5	2
markawaka	AK-2.5	1423	5	1
nIlaNgu	AK-2.5	1424	4	1
kfmi	AK-2.5	1424	12	2
karRajalOkA	AK-2.5	1425	1	0
SatapadI	AK-2.5	1425	4	0
vfScika	AK-2.5	1426	8	1
SUkakIwa	AK-2.5	1426	1	1
ali	AK-2.5	1427	7	2
druRa	AK-2.5	1427	5	2
vfScika	AK-2.5	1427	8	1
pArAvata	AK-2.5	1428	11	2
kalarava	AK-2.5	1428	3	2
kapota	AK-2.5	1428	6	2
SaSAdana	AK-2.5	1429	1	1
patrin	AK-2.5	1429	0	0
Syena	AK-2.5	1429	10	1
ulUka	AK-2.5	1430	8	2
vAyasArAti	AK-2.5	1430	1	1
pecaka	AK-2.5	1430	5	2
divAnDa	AK-2.5	1430	2	2
kOSika	AK-2.5	1430	31	8
GUka	AK-2.5	1430	1	2
divABIta	AK-2.5	1430	3	1
niSAwana	AK-2.5	1430	2	2
vyAGrAwa	AK-2.5	1431	1	1
BaradvAja	AK-2.5	1431	7	1
KaYjarIwa	AK-2.5	1432	2	1
KaYjana	AK-2.5	1432	3	2
lohapfzWa	AK-2.5	1433	2	1
kaNka	AK-2.5	1433	9	2
cAza	AK-2.5	1434	3	3
kikIdivi	AK-2.5	1434	1	0
kaliNga	AK-2.5	1435	12	2
BfNga	AK-2.5	1435	11	2
DUmyAwa	AK-2.5	1435	1	1
Satapatraka	AK-2.5	1436	0	0
dArvAGAwa	AK-2.5	1436	1	1
SAraNga	AK-2.5	1437	1	0
stokaka	AK-2.5	1437	2	1
cAtaka	AK-2.5	1437	1	2
kfkavAku	AK-2.5	1438	4	2
tAmracUqa	AK-2.5	1438	5	2
kukkuwa	AK-2.5	1438	7	2
cAraRAyuDa	AK-2.5	1438	0	0
cawaka	AK-2.5	1439	3	2
kalaviNka	AK-2.5	1439	6	1
cawakA	AK-2.5	1440	5	0
cAwakEra	AK-2.5	1441	1	1
cawakA	AK-2.5	1442	5	0
karkarewu	AK-2.5	1443	1	2
karewu	AK-2.5	1443	1	1
kfkaRa	AK-2.5	1444	5	1
krakara	AK-2.5	1444	7	1
vanapriya	AK-2.5	1445	2	1
paraBfta	AK-2.5	1445	1	1
kokila	AK-2.5	1445	9	3
pika	AK-2.5	1445	1	2
kAka	AK-2.5	1446	12	2
karawa	AK-2.5	1446	12	2
arizwa	AK-2.5	1446	20	2
balipuzwa	AK-2.5	1446	1	1
sakftpraja	AK-2.5	1446	2	1
DvANkza	AK-2.5	1446	6	2
AtmaGoza	AK-2.5	1446	2	1
paraBft	AK-2.5	1446	2	1
baliBuj	AK-2.5	1446	5	2
vAyasa	AK-2.5	1446	10	2
ciraYjIvin	AK-2.5	1446	0	0
ekadfzwi	AK-2.5	1446	3	1
mOkali	AK-2.5	1446	1	1
droRakAka	AK-2.5	1447	1	1
kAkola	AK-2.5	1447	8	1
dAtyUha	AK-2.5	1448	3	1
kAlakaRWaka	AK-2.5	1448	2	1
AtAyin	AK-2.5	1449	1	2
cilla	AK-2.5	1449	3	1
dAkzAyya	AK-2.5	1450	2	1
gfDra	AK-2.5	1450	7	3
kIra	AK-2.5	1451	3	2
Suka	AK-2.5	1451	16	1
kruYc	AK-2.5	1452	3	3
krOYca	AK-2.5	1452	14	3
baka	AK-2.5	1453	11	2
kahva	AK-2.5	1453	1	1
puzkarAhva	AK-2.5	1454	1	1
sArasa	AK-2.5	1454	12	2
koka	AK-2.5	1455	10	3
cakra	AK-2.5	1455	35	2
cakravAka	AK-2.5	1455	1	1
raTANgAhvaya	AK-2.5	1455	1	1
kAdamba	AK-2.5	1456	4	2
kalahaMsa	AK-2.5	1456	4	1
utkroSa	AK-2.5	1457	3	2
kurara	AK-2.5	1457	4	2
haMsa	AK-2.5	1458	29	1
Svetagarut	AK-2.5	1458	1	1
cakrANga	AK-2.5	1458	4	1
mAnasOkas	AK-2.5	1458	2	1
rAjahaMsa	AK-2.5	1459	5	1
mallikAkza	AK-2.5	1460	4	2
DArtarAzwra	AK-2.5	1461	4	3
SarAri	AK-2.5	1462	1	2
Awi	AK-2.5	1462	1	1
Aqi	AK-2.5	1462	1	2
balAkA	AK-2.5	1463	4	0
bisakaRWikA	AK-2.5	1463	1	1
varawA	AK-2.5	1464	3	0
lakzmaRA	AK-2.5	1465	9	0
jatukA	AK-2.5	1466	4	0
ajinapatrA	AK-2.5	1466	0	1
parozRI	AK-2.5	1467	2	1
tElapAyikA	AK-2.5	1467	1	1
varvaRA	AK-2.5	1468	1	1
makzikA	AK-2.5	1468	1	0
nIlA	AK-2.5	1468	9	0
saraGA	AK-2.5	1469	3	1
maDumakzikA	AK-2.5	1469	1	1
pataNgikA	AK-2.5	1470	0	0
puttikA	AK-2.5	1470	4	2
daMSa	AK-2.5	1471	11	2
vanamakzikA	AK-2.5	1471	1	1
daMSI	AK-2.5	1472	1	0
ganDolI	AK-2.5	1473	6	1
varawA	AK-2.5	1473	3	0
BfNgArI	AK-2.5	1474	1	0
JIrukA	AK-2.5	1474	1	0
cIrI	AK-2.5	1474	5	2
JillikA	AK-2.5	1474	6	2
pataNga	AK-2.5	1475	0	0
SalaBa	AK-2.5	1475	3	1
Kadyota	AK-2.5	1476	4	2
jyotiriNgaRa	AK-2.5	1476	1	0
maDuvrata	AK-2.5	1477	3	1
maDukara	AK-2.5	1477	5	1
maDuliha	AK-2.5	1477	0	0
maDupa	AK-2.5	1477	3	2
alin	AK-2.5	1477	3	2
dvirePa	AK-2.5	1477	1	1
puzpalih	AK-2.5	1477	1	1
BfNga	AK-2.5	1477	11	2
zawpada	AK-2.5	1477	4	1
Bramara	AK-2.5	1477	7	3
ali	AK-2.5	1477	7	2
indindira	AK-2.5	1477	0	2
caYcarIka	AK-2.5	1477	1	0
rolamba	AK-2.5	1477	3	1
bamBara	AK-2.5	1477	1	1
mayUra	AK-2.5	1478	12	1
barhiRa	AK-2.5	1478	4	1
barhin	AK-2.5	1478	4	1
nIlakaRWa	AK-2.5	1478	11	2
BujaNgaBuj	AK-2.5	1478	0	0
SiKAvala	AK-2.5	1478	3	1
SiKin	AK-2.5	1478	25	1
kekin	AK-2.5	1478	1	1
meGanAdAnulAsin	AK-2.5	1478	1	0
kekA	AK-2.5	1479	1	2
candraka	AK-2.5	1480	9	2
mecaka	AK-2.5	1480	10	1
SiKA	AK-2.5	1481	18	2
cUqA	AK-2.5	1481	13	0
SiKaRqa	AK-2.5	1482	4	1
picCabarha	AK-2.5	1482	0	0
Kaga	AK-2.5	1483	11	2
vihaNga	AK-2.5	1483	0	0
vihaga	AK-2.5	1483	7	1
vihaNgama	AK-2.5	1483	0	0
vihAyas	AK-2.5	1483	3	2
Sakunti	AK-2.5	1483	1	1
pakzin	AK-2.5	1483	8	2
Sakuni	AK-2.5	1483	11	1
Sakunta	AK-2.5	1483	5	1
Sakuna	AK-2.5	1483	9	1
dvija	AK-2.5	1483	6	1
patatrin	AK-2.5	1483	6	2
patrin	AK-2.5	1483	0	0
pataga	AK-2.5	1483	3	3
patat	AK-2.5	1483	2	0
patraraTa	AK-2.5	1483	0	0
aRqaja	AK-2.5	1483	5	1
nagOkas	AK-2.5	1483	4	1
vAjin	AK-2.5	1483	14	1
vikira	AK-2.5	1483	6	2
vi	AK-2.5	1483	8	4
vizkira	AK-2.5	1483	4	1
patatri	AK-2.5	1483	4	1
nIqodBava	AK-2.5	1483	1	1
garutmat	AK-2.5	1483	4	0
pitsant	AK-2.5	1483	0	1
naBasaNgama	AK-2.5	1483	0	0
hArIta	AK-2.5	1484	5	1
madgu	AK-2.5	1485	8	1
kAraRqava	AK-2.5	1486	1	1
plava	AK-2.5	1487	26	2
tittiri	AK-2.5	1488	7	1
kukkuBa	AK-2.5	1489	2	1
lAva	AK-2.5	1490	4	2
jIvaYjIva	AK-2.5	1491	0	0
koraka	AK-2.5	1492	5	2
koyazwika	AK-2.5	1493	1	0
wiwwiBaka	AK-2.5	1494	1	1
vartaka	AK-2.5	1495	6	2
vartika	AK-2.5	1496	1	1
garut	AK-2.5	1497	1	2
pakza	AK-2.5	1497	35	3
Cada	AK-2.5	1497	11	2
patra	AK-2.5	1497	0	1
patatra	AK-2.5	1497	2	2
tanUruha	AK-2.5	1497	3	1
pakzati	AK-2.5	1498	3	2
pakzamUla	AK-2.5	1498	1	1
caYcu	AK-2.5	1499	11	2
trowi	AK-2.5	1499	5	1
praqIna	AK-2.5	1500	2	0
uqqIna	AK-2.5	1500	2	1
saRqIna	AK-2.5	1500	0	0
peSI	AK-2.5	1501	14	2
koSa	AK-2.5	1501	31	2
aRqa	AK-2.5	1501	8	2
kulAya	AK-2.5	1502	5	2
nIqa	AK-2.5	1502	3	2
pota	AK-2.5	1503	6	2
pAka	AK-2.5	1503	19	5
arBaka	AK-2.5	1503	7	1
qimBa	AK-2.5	1503	6	2
pfTuka	AK-2.5	1503	5	2
SAvaka	AK-2.5	1503	1	1
SiSu	AK-2.5	1503	10	1
strIpuMsO	AK-2.5	1504	0	0
miTuna	AK-2.5	1504	9	1
dvandva	AK-2.5	1504	0	0
yugma	AK-2.5	1505	7	1
yugala	AK-2.5	1505	2	1
yuga	AK-2.5	1505	12	2
samUha	AK-2.5	1506	4	1
nivaha	AK-2.5	1506	4	2
vyUha	AK-2.5	1506	13	2
sandoha	AK-2.5	1506	0	0
visara	AK-2.5	1506	6	1
vraja	AK-2.5	1506	7	1
stoma	AK-2.5	1506	13	1
oGa	AK-2.5	1506	7	2
nikara	AK-2.5	1506	4	2
vrAta	AK-2.5	1506	6	1
vAra	AK-2.5	1506	18	6
saNGAta	AK-2.5	1506	0	0
saYcaya	AK-2.5	1506	0	0
samudAya	AK-2.5	1506	5	1
samudaya	AK-2.5	1506	10	1
samavAya	AK-2.5	1506	5	1
caya	AK-2.5	1506	8	4
gaRa	AK-2.5	1506	16	2
saMhati	AK-2.5	1506	7	1
vfnda	AK-2.5	1506	9	1
nikuramba	AK-2.5	1506	1	1
kadambaka	AK-2.5	1506	4	2
varga	AK-2.5	1507	9	1
saNGa	AK-2.5	1508	0	0
sArTa	AK-2.5	1508	12	1
kula	AK-2.5	1509	15	2
yUTa	AK-2.5	1510	1	1
samaja	AK-2.5	1511	4	1
samAja	AK-2.5	1512	7	1
nikAya	AK-2.5	1513	8	1
puYja	AK-2.5	1514	1	2
rASi	AK-2.5	1514	7	1
utkara	AK-2.5	1514	4	2
kUwa	AK-2.5	1514	26	5
kApota	AK-2.5	1515	8	3
SOka	AK-2.5	1516	3	1
mAyUra	AK-2.5	1517	4	1
tEttira	AK-2.5	1518	4	1
Ceka	AK-2.5	1519	4	2
gfhyaka	AK-2.5	1519	1	1
manuzya	AK-2.6	1520	6	2
mAnuza	AK-2.6	1520	6	1
martya	AK-2.6	1520	4	1
manuja	AK-2.6	1520	1	1
mAnava	AK-2.6	1520	14	1
nara	AK-2.6	1520	17	2
puMs	AK-2.6	1520	6	2
paYcajana	AK-2.6	1520	7	2
puruza	AK-2.6	1520	24	2
pUruza	AK-2.6	1520	1	1
nf	AK-2.6	1520	6	0
strI	AK-2.6	1521	6	1
yozit	AK-2.6	1521	1	1
abalA	AK-2.6	1521	3	0
yozA	AK-2.6	1521	2	1
nArI	AK-2.6	1521	7	1
sImantinI	AK-2.6	1521	2	0
vaDU	AK-2.6	1521	6	1
pratIpadarSinI	AK-2.6	1521	1	1
vAmA	AK-2.6	1521	7	0
vanitA	AK-2.6	1521	3	0
mahilA	AK-2.6	1521	4	1
aNganA	AK-2.6	1522	3	1
BIru	AK-2.6	1523	14	1
kAminI	AK-2.6	1524	8	0
vAmalocanA	AK-2.6	1525	2	0
pramadA	AK-2.6	1526	4	0
mAninI	AK-2.6	1527	6	0
kAntA	AK-2.6	1528	9	0
lalanA	AK-2.6	1529	5	0
nitambinI	AK-2.6	1530	1	0
sundarI	AK-2.6	1531	12	0
ramaRI	AK-2.6	1532	5	0
rAmA	AK-2.6	1533	12	0
kopanA	AK-2.6	1534	1	0
BAminI	AK-2.6	1534	3	0
varArohA	AK-2.6	1535	3	0
mattakASinI	AK-2.6	1535	1	1
uttamA	AK-2.6	1535	3	0
varavarRinI	AK-2.6	1535	0	0
mahizI	AK-2.6	1536	8	0
BoginI	AK-2.6	1537	3	0
patnI	AK-2.6	1538	3	1
pARigfhItI	AK-2.6	1538	0	0
dvitIyA	AK-2.6	1538	6	0
sahaDarmiRI	AK-2.6	1538	1	1
BAryA	AK-2.6	1538	2	0
jAyA	AK-2.6	1538	3	1
dArAH	AK-2.6	1538	0	0
kuwumbinI	AK-2.6	1539	4	0
puranDrI	AK-2.6	1539	0	0
sucaritrA	AK-2.6	1540	2	0
satI	AK-2.6	1540	12	2
sADvI	AK-2.6	1540	4	0
pativratA	AK-2.6	1540	1	1
kftasapatnikA	AK-2.6	1541	1	0
aDyUQA	AK-2.6	1541	1	0
aDivinnA	AK-2.6	1541	2	1
svayaMvarA	AK-2.6	1542	0	0
patiMvarA	AK-2.6	1542	1	1
varyA	AK-2.6	1542	1	0
kulastrI	AK-2.6	1543	1	1
kulapAlikA	AK-2.6	1543	2	1
kanyA	AK-2.6	1544	9	2
kumArI	AK-2.6	1544	23	0
gOrI	AK-2.6	1545	18	0
nagnikA	AK-2.6	1545	2	0
anAgatArtavA	AK-2.6	1545	1	1
maDyamA	AK-2.6	1546	8	0
dfzwarajas	AK-2.6	1546	1	1
taruRI	AK-2.6	1547	7	0
yuvati	AK-2.6	1547	2	1
snuzA	AK-2.6	1548	3	1
janI	AK-2.6	1548	2	1
vaDU	AK-2.6	1548	6	1
ciriRwI	AK-2.6	1549	1	1
suvAsinI	AK-2.6	1549	2	1
icCAvatI	AK-2.6	1550	0	0
kAmukA	AK-2.6	1550	2	0
vfzasyantI	AK-2.6	1551	2	0
kAmukI	AK-2.6	1551	4	0
aBisArikA	AK-2.6	1552	1	2
puMScalI	AK-2.6	1553	1	1
DarziRI	AK-2.6	1553	1	0
banDakI	AK-2.6	1553	3	0
asatI	AK-2.6	1553	2	0
kulawA	AK-2.6	1553	2	1
itvarI	AK-2.6	1553	1	0
svEriRI	AK-2.6	1553	1	0
pAMsulA	AK-2.6	1553	3	0
aSiSvI	AK-2.6	1554	0	0
avIrA	AK-2.6	1555	2	0
viSvastA	AK-2.6	1556	1	0
viDavA	AK-2.6	1556	3	1
Ali	AK-2.6	1557	11	5
saKI	AK-2.6	1557	4	1
vayasyA	AK-2.6	1557	2	0
pativatnI	AK-2.6	1558	1	1
saBartfkA	AK-2.6	1558	1	1
vfdDA	AK-2.6	1559	1	0
paliknI	AK-2.6	1559	2	1
prAjYI	AK-2.6	1560	1	0
prajYA	AK-2.6	1560	9	1
prAjYA	AK-2.6	1561	1	0
DImatI	AK-2.6	1561	0	0
SUdrI	AK-2.6	1562	2	0
SUdrA	AK-2.6	1563	2	0
ABIrI	AK-2.6	1564	3	0
mahASUdrI	AK-2.6	1564	1	0
aryARI	AK-2.6	1565	2	1
aryA	AK-2.6	1565	1	0
kzatriyA	AK-2.6	1566	2	0
kzatriyARI	AK-2.6	1566	2	1
upADyAyA	AK-2.6	1567	0	0
upADyAyI	AK-2.6	1567	1	0
AcAryA	AK-2.6	1568	1	0
AcAryAnI	AK-2.6	1569	1	1
aryI	AK-2.6	1570	1	0
kzatriyI	AK-2.6	1571	1	0
upADyAyAnI	AK-2.6	1572	1	1
upADyAyI	AK-2.6	1572	1	0
powA	AK-2.6	1573	2	0
vIrapatnI	AK-2.6	1574	1	1
vIraBAryA	AK-2.6	1574	1	1
vIramAtf	AK-2.6	1575	1	0
vIrasU	AK-2.6	1575	2	1
jAtApatyA	AK-2.6	1576	1	0
prajAtA	AK-2.6	1576	1	0
prasUtA	AK-2.6	1576	1	0
prasUtikA	AK-2.6	1576	3	2
nagnikA	AK-2.6	1577	2	0
kowavI	AK-2.6	1577	3	2
dUtI	AK-2.6	1578	3	0
saYcArikA	AK-2.6	1578	0	0
kAtyAyanI	AK-2.6	1579	5	0
sEranDrI	AK-2.6	1580	0	0
asiknI	AK-2.6	1581	5	1
vArastrI	AK-2.6	1582	1	1
gaRikA	AK-2.6	1582	8	2
veSyA	AK-2.6	1582	4	0
rUpAjIvA	AK-2.6	1582	1	0
vAramuKyA	AK-2.6	1583	1	1
kuwwanI	AK-2.6	1584	2	1
SamBalI	AK-2.6	1584	1	0
vipraSnikA	AK-2.6	1585	1	0
IkzaRikA	AK-2.6	1585	0	0
dEvajYA	AK-2.6	1585	1	0
rajasvalA	AK-2.6	1586	1	0
strIDarmiRI	AK-2.6	1586	1	1
avi	AK-2.6	1586	11	2
AtreyI	AK-2.6	1586	4	0
malinI	AK-2.6	1586	1	0
puzpavatI	AK-2.6	1586	3	0
ftumatI	AK-2.6	1586	2	0
udakyA	AK-2.6	1586	1	0
rajas	AK-2.6	1587	16	1
puzpa	AK-2.6	1587	17	2
Artava	AK-2.6	1587	7	1
SradDAlu	AK-2.6	1588	3	1
dohadavatI	AK-2.6	1588	1	1
nizkalA	AK-2.6	1589	0	0
vigatArtavA	AK-2.6	1589	1	1
ApannasattvA	AK-2.6	1590	1	1
gurviRI	AK-2.6	1590	2	1
antarvatnI	AK-2.6	1590	0	0
garBiRI	AK-2.6	1590	1	0
gARikya	AK-2.6	1591	1	1
gArBiRa	AK-2.6	1592	2	1
yOvata	AK-2.6	1593	2	2
punarBU	AK-2.6	1594	3	1
diDizU	AK-2.6	1595	0	0
diDizu	AK-2.6	1596	5	1
agrediDizU	AK-2.6	1597	1	0
kAnIna	AK-2.6	1598	5	2
kanyakAjAta	AK-2.6	1598	1	0
suBagAsuta	AK-2.6	1599	1	0
sOBAgineya	AK-2.6	1599	1	1
pArastrEReya	AK-2.6	1600	1	1
pEtfzvaseya	AK-2.6	1601	2	1
pEtfzvasrIya	AK-2.6	1601	1	1
mAtfzvasf	AK-2.6	1602	1	0
vEmAtreya	AK-2.6	1603	2	1
vimAtfja	AK-2.6	1603	1	0
bAnDakineya	AK-2.6	1604	1	1
banDula	AK-2.6	1604	5	1
asatIsuta	AK-2.6	1604	1	0
kOlawera	AK-2.6	1604	2	1
kOlaweya	AK-2.6	1604	1	1
kOlawineya	AK-2.6	1605	1	1
kOlaweya	AK-2.6	1605	1	1
Atmaja	AK-2.6	1606	3	2
tanaya	AK-2.6	1606	6	2
sUnu	AK-2.6	1606	10	1
suta	AK-2.6	1606	9	3
putra	AK-2.6	1606	6	2
AtmajA	AK-2.6	1607	2	0
tanayA	AK-2.6	1607	2	0
sUnU	AK-2.6	1607	0	0
sutA	AK-2.6	1607	3	0
putrI	AK-2.6	1607	6	0
duhitf	AK-2.6	1607	2	0
apatya	AK-2.6	1608	2	4
toka	AK-2.6	1608	5	3
urasya	AK-2.6	1609	5	2
Orasa	AK-2.6	1609	5	3
tAta	AK-2.6	1610	3	3
janaka	AK-2.6	1610	9	2
pitf	AK-2.6	1610	6	0
janayitrI	AK-2.6	1611	1	0
prasU	AK-2.6	1611	8	1
mAtf	AK-2.6	1611	23	0
jananI	AK-2.6	1611	9	0
BaginI	AK-2.6	1612	3	0
svasf	AK-2.6	1612	2	0
nanAndf	AK-2.6	1613	1	0
naptrI	AK-2.6	1614	1	0
pOtrI	AK-2.6	1614	2	0
sutAtmajA	AK-2.6	1614	1	0
yAtaraH	AK-2.6	1615	0	0
prajAvatI	AK-2.6	1616	7	0
BrAtfjAyA	AK-2.6	1616	1	1
mAtulAnI	AK-2.6	1617	3	1
mAtulI	AK-2.6	1617	2	0
SvaSrU	AK-2.6	1618	3	1
SvaSura	AK-2.6	1619	3	1
pitfvya	AK-2.6	1620	3	2
mAtula	AK-2.6	1621	7	2
SyAla	AK-2.6	1622	1	0
devf	AK-2.6	1623	2	0
devara	AK-2.6	1623	2	1
svasrIya	AK-2.6	1624	1	1
BAgineya	AK-2.6	1624	1	1
jAmAtf	AK-2.6	1625	4	0
pitAmaha	AK-2.6	1626	4	2
pitfpitf	AK-2.6	1626	1	0
prapitAmaha	AK-2.6	1627	4	2
mAtAmaha	AK-2.6	1628	4	2
pramAtAmaha	AK-2.6	1629	1	1
sapiRqa	AK-2.6	1630	2	1
sanABi	AK-2.6	1630	5	1
samAnodarya	AK-2.6	1631	2	1
sodarya	AK-2.6	1631	1	1
sagarBya	AK-2.6	1631	1	1
sahaja	AK-2.6	1631	9	1
sagotra	AK-2.6	1632	4	1
bAnDava	AK-2.6	1632	2	2
jYAti	AK-2.6	1632	1	2
banDu	AK-2.6	1632	12	1
sva	AK-2.6	1632	10	1
svajana	AK-2.6	1632	2	1
jYAteya	AK-2.6	1633	1	1
banDutA	AK-2.6	1634	2	1
Dava	AK-2.6	1635	6	3
priya	AK-2.6	1635	10	3
pati	AK-2.6	1635	8	2
Bartf	AK-2.6	1635	3	0
jAra	AK-2.6	1636	5	4
upapati	AK-2.6	1636	1	1
kuRqa	AK-2.6	1637	13	3
golaka	AK-2.6	1638	12	2
BrAtrIya	AK-2.6	1639	2	2
BrAtfja	AK-2.6	1639	1	1
BrAtfBaginyO	AK-2.6	1640	0	0
BrAtarO	AK-2.6	1640	0	0
mAtApitarO	AK-2.6	1641	0	0
pitarO	AK-2.6	1641	0	0
mAtarapitarO	AK-2.6	1641	2	1
prasUjanayitArO	AK-2.6	1641	0	0
SvaSrUSvaSurO	AK-2.6	1642	0	0
SvaSurO	AK-2.6	1642	0	0
putrO	AK-2.6	1643	0	0
dampatI	AK-2.6	1644	0	0
jampatI	AK-2.6	1644	1	1
jAyApatI	AK-2.6	1644	1	0
BAryApatI	AK-2.6	1644	0	0
garBASaya	AK-2.6	1645	1	1
jarAyu	AK-2.6	1645	9	2
ulba	AK-2.6	1646	1	2
kalala	AK-2.6	1646	3	2
sUtimAsa	AK-2.6	1647	1	1
vEjanana	AK-2.6	1647	2	1
garBa	AK-2.6	1648	14	3
BrURa	AK-2.6	1648	4	1
tftIyAprakfti	AK-2.6	1649	0	1
SaRQa	AK-2.6	1649	1	1
klIba	AK-2.6	1649	5	2
zaRqa	AK-2.6	1649	6	2
napuMsaka	AK-2.6	1649	5	2
SiSutva	AK-2.6	1650	3	1
SESava	AK-2.6	1650	6	1
bAlya	AK-2.6	1650	3	1
tAruRya	AK-2.6	1651	1	1
yOvana	AK-2.6	1651	3	1
sTAvira	AK-2.6	1652	4	1
vfdDatva	AK-2.6	1652	1	1
vfdDasaNGa	AK-2.6	1653	0	0
vArDaka	AK-2.6	1653	0	0
palita	AK-2.6	1654	11	2
visrasA	AK-2.6	1655	1	1
jarA	AK-2.6	1655	8	2
uttAnaSayA	AK-2.6	1656	0	0
qimBA	AK-2.6	1656	1	0
stanapA	AK-2.6	1656	1	0
stananDayI	AK-2.6	1656	0	0
bAla	AK-2.6	1657	16	2
mARavaka	AK-2.6	1657	4	1
vayasTa	AK-2.6	1658	0	0
taruRa	AK-2.6	1658	13	2
yuvan	AK-2.6	1658	5	1
pravayas	AK-2.6	1659	2	2
sTavira	AK-2.6	1659	9	1
vfdDa	AK-2.6	1659	18	2
jIna	AK-2.6	1659	2	1
jIrRa	AK-2.6	1659	9	2
jarat	AK-2.6	1659	3	0
varzIyas	AK-2.6	1660	5	0
daSamin	AK-2.6	1660	1	2
jyAyas	AK-2.6	1660	4	0
pUrvaja	AK-2.6	1661	12	1
agriya	AK-2.6	1661	4	3
agraja	AK-2.6	1661	3	3
jaGanyaja	AK-2.6	1662	4	1
kanizWa	AK-2.6	1662	6	2
yavIya	AK-2.6	1662	0	0
avaraja	AK-2.6	1662	4	2
anuja	AK-2.6	1662	4	3
amAMsa	AK-2.6	1663	3	2
durbala	AK-2.6	1663	9	2
CAta	AK-2.6	1663	3	1
balavat	AK-2.6	1664	7	0
mAMsala	AK-2.6	1664	4	1
aMsala	AK-2.6	1664	1	2
tundila	AK-2.6	1665	3	2
tundika	AK-2.6	1665	1	1
tundin	AK-2.6	1665	1	1
bfhatkukzi	AK-2.6	1665	2	1
picaRqila	AK-2.6	1665	1	1
avawIwa	AK-2.6	1666	2	1
avanAwa	AK-2.6	1666	1	1
avaBrawa	AK-2.6	1666	1	1
natanAsika	AK-2.6	1666	1	1
keSava	AK-2.6	1667	11	2
keSika	AK-2.6	1667	2	1
keSin	AK-2.6	1667	10	1
valina	AK-2.6	1668	1	1
valiBa	AK-2.6	1668	1	1
vikalANga	AK-2.6	1669	1	1
apogaRqa	AK-2.6	1669	5	1
Karva	AK-2.6	1670	5	2
hrasva	AK-2.6	1670	10	1
vAmana	AK-2.6	1670	26	1
KaraRas	AK-2.6	1671	2	1
KaraRasa	AK-2.6	1671	1	0
vigra	AK-2.6	1672	2	1
gatanAsika	AK-2.6	1672	1	1
KuraRas	AK-2.6	1673	1	1
KuraRasa	AK-2.6	1673	1	0
prajYu	AK-2.6	1674	1	1
pragatajAnuka	AK-2.6	1674	1	0
UrDvajYu	AK-2.6	1675	2	2
UrDvajAnu	AK-2.6	1675	2	1
saMjYu	AK-2.6	1676	2	1
saMhatajAnuka	AK-2.6	1676	1	0
eqa	AK-2.6	1677	2	2
baDira	AK-2.6	1677	3	1
kubja	AK-2.6	1678	6	2
gaqula	AK-2.6	1678	1	1
kukara	AK-2.6	1679	2	1
kuRi	AK-2.6	1679	8	2
pfSni	AK-2.6	1680	12	2
alpatanu	AK-2.6	1680	1	0
SroRa	AK-2.6	1681	3	2
paNgu	AK-2.6	1681	4	1
muRqa	AK-2.6	1682	17	3
muRqita	AK-2.6	1682	2	1
valira	AK-2.6	1683	1	1
kekara	AK-2.6	1683	1	2
Koqa	AK-2.6	1684	1	1
KaYja	AK-2.6	1684	2	2
jaqula	AK-2.6	1685	1	1
kAlaka	AK-2.6	1685	15	3
piplu	AK-2.6	1685	1	1
tilaka	AK-2.6	1686	15	3
tilakAlaka	AK-2.6	1686	3	1
anAmaya	AK-2.6	1687	4	3
Arogya	AK-2.6	1687	4	2
cikitsA	AK-2.6	1688	1	2
rukpratikriyA	AK-2.6	1688	1	1
Bezaja	AK-2.6	1689	5	1
OzaDa	AK-2.6	1689	5	3
BEzajya	AK-2.6	1689	5	1
agada	AK-2.6	1689	5	4
jAyu	AK-2.6	1689	3	1
ruj	AK-2.6	1690	7	3
rujA	AK-2.6	1690	5	3
upatApa	AK-2.6	1690	6	2
roga	AK-2.6	1690	3	1
vyADi	AK-2.6	1690	5	1
gada	AK-2.6	1690	5	4
Amaya	AK-2.6	1690	3	2
kzaya	AK-2.6	1691	19	4
Soza	AK-2.6	1691	7	3
yakzman	AK-2.6	1691	1	1
pratiSyAya	AK-2.6	1692	1	1
pInasa	AK-2.6	1692	1	1
kzut	AK-2.6	1693	4	2
kzuta	AK-2.6	1693	5	1
kzava	AK-2.6	1693	4	1
kAsa	AK-2.6	1694	5	3
kzavaTu	AK-2.6	1694	2	1
SoPa	AK-2.6	1695	1	1
SvayaTu	AK-2.6	1695	1	1
SoTa	AK-2.6	1695	1	1
pAdasPowa	AK-2.6	1696	1	1
vipAdikA	AK-2.6	1696	2	1
kilAsa	AK-2.6	1697	3	2
siDma	AK-2.6	1697	5	2
kacCU	AK-2.6	1698	1	2
pAman	AK-2.6	1698	1	1
pAmA	AK-2.6	1698	1	1
vicarcikA	AK-2.6	1698	1	1
kaRqU	AK-2.6	1699	2	1
KarjU	AK-2.6	1699	2	1
