chain_id	step_index	source	sutra_code	step_result
ch0000415	21	Ashtadhyayi	6.1.97	yaj  antAm
ch0000415	22	Ashtadhyayi	8.3.24	yaj  aMtAm
ch0000415	23	Ashtadhyayi	8.4.58	yaj  antAm
ch0000415	24	Ashtadhyayi	8.4.68	yaj  antAm
ch0000416	0	Ashtadhyayi	1.3.1	ya\ja~^
ch0000416	1	Ashtadhyayi	1.3.2	ya\ja~^
ch0000416	2	Ashtadhyayi	1.3.9	yaj
ch0000416	3	Ashtadhyayi	3.3.161	yaj li~N
ch0000416	4	Ashtadhyayi	1.3.2	yaj li~N
ch0000416	5	Ashtadhyayi	1.3.3	yaj li~N
ch0000416	6	Ashtadhyayi	1.3.9	yaj l
ch0000416	7	Ashtadhyayi	1.3.72	yaj l
ch0000416	8	Ashtadhyayi	3.4.78	yaj TAs
ch0000416	9	Ashtadhyayi	1.3.4	yaj TAs
ch0000416	10	Ashtadhyayi	3.4.113	yaj TAs
ch0000416	11	Ashtadhyayi	3.1.68	yaj Sap TAs
ch0000416	12	Ashtadhyayi	1.3.3	yaj Sap TAs
ch0000416	13	Ashtadhyayi	1.3.8	yaj Sap TAs
ch0000416	14	Ashtadhyayi	1.3.9	yaj a TAs
ch0000416	15	Ashtadhyayi	3.4.113	yaj a TAs
ch0000416	16	Ashtadhyayi	3.4.102	yaj a sIyu~w TAs
ch0000416	17	Ashtadhyayi	1.3.2	yaj a sIyu~w TAs
ch0000416	18	Ashtadhyayi	1.3.3	yaj a sIyu~w TAs
ch0000416	19	Ashtadhyayi	1.3.9	yaj a sIy TAs
ch0000416	20	Ashtadhyayi	3.4.107	yaj a sIy sTAs
ch0000416	21	Ashtadhyayi	1.2.4	yaj a sIy sTAs
ch0000416	22	Ashtadhyayi	1.4.13	yaj a sIy sTAs
ch0000416	23	Ashtadhyayi	7.2.79	yaj a Iy TAs
ch0000416	24	Ashtadhyayi	6.1.66	yaj a I TAs
ch0000416	25	Ashtadhyayi	1.4.14	yaj a I TAs
ch0000416	26	Ashtadhyayi	6.1.87	yaj  e TAs
ch0000416	27	Ashtadhyayi	8.2.66	yaj  e TAru~
ch0000416	28	Ashtadhyayi	1.3.2	yaj  e TAr
ch0000416	29	Ashtadhyayi	8.3.15	yaj  e TAH
ch0000416	30	Ashtadhyayi	8.4.68	yaj  e TAH
ch0000417	0	Ashtadhyayi	1.2.45	yuj
ch0000417	1	Ashtadhyayi	4.1.2	yuj Bis
ch0000417	2	Ashtadhyayi	1.3.4	yuj Bis
ch0000417	3	Ashtadhyayi	1.4.13	yuj Bis
ch0000417	4	Ashtadhyayi	1.4.17	yuj Bis
ch0000417	5	Ashtadhyayi	1.4.14	yuj Bis
ch0000417	6	Ashtadhyayi	8.2.30	yug Bis
ch0000417	7	Ashtadhyayi	8.2.39	yug Bis
ch0000417	8	Ashtadhyayi	8.2.66	yug Biru~
ch0000417	9	Ashtadhyayi	1.3.2	yug Bir
ch0000417	10	Ashtadhyayi	8.3.15	yug BiH
ch0000418	0	Ashtadhyayi	1.2.45	DArA
ch0000418	1	Ashtadhyayi	4.1.2	DArA Byas
ch0000418	2	Ashtadhyayi	1.3.4	DArA Byas
ch0000418	3	Ashtadhyayi	1.1.73	DArA Byas
ch0000418	4	Ashtadhyayi	1.1.73	DArA Byas
ch0000418	5	Ashtadhyayi	1.4.13	DArA Byas
ch0000418	6	Ashtadhyayi	1.4.17	DArA Byas
ch0000418	7	Ashtadhyayi	1.4.14	DArA Byas
ch0000418	8	Ashtadhyayi	8.2.66	DArA Byaru~
ch0000418	9	Ashtadhyayi	1.3.2	DArA Byar
ch0000418	10	Ashtadhyayi	8.3.15	DArA ByaH
ch0000418	11	Ashtadhyayi	8.4.68	DArA ByaH
ch0000419	0	Ashtadhyayi	1.2.45	SrI
ch0000419	1	Ashtadhyayi	4.1.2	SrI Bis
ch0000419	2	Ashtadhyayi	1.3.4	SrI Bis
ch0000419	3	Ashtadhyayi	1.4.3	SrI Bis
ch0000419	4	Ashtadhyayi	1.4.3	SrI Bis
ch0000419	5	Ashtadhyayi	1.4.13	SrI Bis
ch0000419	6	Ashtadhyayi	1.4.17	SrI Bis
ch0000419	7	Ashtadhyayi	1.4.14	SrI Bis
ch0000419	8	Ashtadhyayi	8.2.66	SrI Biru~
ch0000419	9	Ashtadhyayi	1.3.2	SrI Bir
ch0000419	10	Ashtadhyayi	8.3.15	SrI BiH
ch0000420	0	Ashtadhyayi	1.2.45	SrI
ch0000420	1	Ashtadhyayi	4.1.2	SrI Am
ch0000420	2	Ashtadhyayi	1.3.4	SrI Am
ch0000420	3	Ashtadhyayi	1.4.3	SrI Am
ch0000420	4	Ashtadhyayi	1.4.3	SrI Am
ch0000420	5	Ashtadhyayi	7.1.54	SrI nu~w Am
ch0000420	6	Ashtadhyayi	1.3.2	SrI nu~w Am
ch0000420	7	Ashtadhyayi	1.3.3	SrI nu~w Am
ch0000420	8	Ashtadhyayi	1.3.9	SrI n Am
ch0000420	9	Ashtadhyayi	1.4.13	SrI n Am
ch0000420	10	Ashtadhyayi	1.4.17	SrI n Am
ch0000420	11	Ashtadhyayi	1.4.14	SrI n Am
ch0000420	12	Ashtadhyayi	6.4.3	SrI n Am
ch0000420	13	Ashtadhyayi	8.4.2	SrI R Am
ch0000421	0	Ashtadhyayi	1.2.45	SrI
ch0000421	1	Ashtadhyayi	4.1.2	SrI ByAm
ch0000421	2	Ashtadhyayi	1.3.4	SrI ByAm
ch0000421	3	Ashtadhyayi	1.4.3	SrI ByAm
ch0000421	4	Ashtadhyayi	1.4.3	SrI ByAm
ch0000421	5	Ashtadhyayi	1.4.13	SrI ByAm
ch0000421	6	Ashtadhyayi	1.4.17	SrI ByAm
ch0000421	7	Ashtadhyayi	1.4.14	SrI ByAm
ch0000422	0	Ashtadhyayi	1.2.45	SrI
ch0000422	1	Ashtadhyayi	4.1.2	SrI sup
ch0000422	2	Ashtadhyayi	1.3.3	SrI sup
ch0000422	3	Ashtadhyayi	1.3.9	SrI su
ch0000422	4	Ashtadhyayi	1.4.3	SrI su
ch0000422	5	Ashtadhyayi	1.4.3	SrI su
ch0000422	6	Ashtadhyayi	1.4.13	SrI su
ch0000422	7	Ashtadhyayi	1.4.17	SrI su
ch0000422	8	Ashtadhyayi	1.4.14	SrI su
ch0000422	9	Ashtadhyayi	8.3.59	SrI zu
ch0000423	0	Ashtadhyayi	1.2.45	aDarma
ch0000423	1	Ashtadhyayi	4.1.2	aDarma ByAm
ch0000423	2	Ashtadhyayi	1.3.4	aDarma ByAm
ch0000423	3	Ashtadhyayi	1.4.13	aDarma ByAm
ch0000423	4	Ashtadhyayi	1.4.17	aDarma ByAm
ch0000423	5	Ashtadhyayi	1.4.14	aDarma ByAm
ch0000423	6	Ashtadhyayi	7.3.102	aDarmA ByAm
ch0000423	7	Ashtadhyayi	8.4.68	aDarmA ByAm
ch0000424	0	Ashtadhyayi	1.2.45	ad
ch0000424	1	Ashtadhyayi	4.1.2	ad Ne
ch0000424	2	Ashtadhyayi	1.3.8	ad Ne
ch0000424	3	Ashtadhyayi	1.3.9	ad e
ch0000424	4	Ashtadhyayi	1.4.13	ad e
ch0000424	5	Ashtadhyayi	1.4.18	ad e
ch0000424	6	Ashtadhyayi	1.4.14	ad e
ch0000424	7	Ashtadhyayi	8.4.68	ad e
ch0000425	0	Ashtadhyayi	1.3.1	dA
ch0000425	1	Ashtadhyayi	1.1.20	dA
ch0000425	2	Ashtadhyayi	3.3.162	dA lo~w
ch0000425	3	Ashtadhyayi	1.3.2	dA lo~w
ch0000425	4	Ashtadhyayi	1.3.3	dA lo~w
ch0000425	5	Ashtadhyayi	1.3.9	dA l
ch0000425	6	Ashtadhyayi	1.3.13	dA l
ch0000425	7	Ashtadhyayi	3.4.78	dA ta
ch0000425	8	Ashtadhyayi	3.4.113	dA ta
ch0000425	9	Ashtadhyayi	3.1.67	dA yak ta
ch0000425	10	Ashtadhyayi	1.3.3	dA yak ta
ch0000425	11	Ashtadhyayi	1.3.9	dA ya ta
ch0000425	12	Ashtadhyayi	3.4.114	dA ya ta
ch0000425	13	Ashtadhyayi	3.4.79	dA ya te
ch0000425	14	Ashtadhyayi	3.4.90	dA ya tAm
ch0000425	15	Ashtadhyayi	1.2.4	dA ya tAm
ch0000425	16	Ashtadhyayi	1.4.13	dA ya tAm
ch0000425	17	Ashtadhyayi	7.4.25	dA ya tAm
ch0000425	18	Ashtadhyayi	6.4.66	dI ya tAm
ch0000425	19	Ashtadhyayi	1.4.14	dI ya tAm
ch0000425	20	Ashtadhyayi	8.4.68	dI ya tAm
ch0000426	0	Ashtadhyayi	1.3.1	dA
ch0000426	1	Ashtadhyayi	1.1.20	dA
ch0000426	2	Ashtadhyayi	3.3.162	dA lo~w
ch0000426	3	Ashtadhyayi	1.3.2	dA lo~w
ch0000426	4	Ashtadhyayi	1.3.3	dA lo~w
ch0000426	5	Ashtadhyayi	1.3.9	dA l
ch0000426	6	Ashtadhyayi	1.3.78	dA l
ch0000426	7	Ashtadhyayi	3.4.78	dA sip
ch0000426	8	Ashtadhyayi	1.3.3	dA sip
ch0000426	9	Ashtadhyayi	1.3.9	dA si
ch0000426	10	Ashtadhyayi	3.4.113	dA si
ch0000426	11	Ashtadhyayi	3.1.69	dA Syan si
ch0000426	12	Ashtadhyayi	1.3.3	dA Syan si
ch0000426	13	Ashtadhyayi	1.3.8	dA Syan si
ch0000426	14	Ashtadhyayi	1.3.9	dA ya si
ch0000426	15	Ashtadhyayi	3.4.113	dA ya si
ch0000426	16	Ashtadhyayi	3.4.87	dA ya hi
ch0000426	17	Ashtadhyayi	1.2.4	dA ya hi
ch0000426	18	Ashtadhyayi	1.2.4	dA ya hi
ch0000426	19	Ashtadhyayi	1.4.13	dA ya hi
ch0000426	20	Ashtadhyayi	1.4.14	dA ya hi
ch0000426	21	Ashtadhyayi	6.4.105	dA ya 
ch0000426	22	Ashtadhyayi	8.4.68	dA ya 
ch0000427	0	Ashtadhyayi	1.3.1	dA
ch0000427	1	Ashtadhyayi	1.1.20	dA
ch0000427	2	Ashtadhyayi	3.2.123	dA la~w
ch0000427	3	Ashtadhyayi	1.3.2	dA la~w
ch0000427	4	Ashtadhyayi	1.3.3	dA la~w
ch0000427	5	Ashtadhyayi	1.3.9	dA l
ch0000427	6	Ashtadhyayi	1.3.13	dA l
ch0000427	7	Ashtadhyayi	3.4.78	dA Ja
ch0000427	8	Ashtadhyayi	3.4.113	dA Ja
ch0000427	9	Ashtadhyayi	3.1.67	dA yak Ja
ch0000427	10	Ashtadhyayi	1.3.3	dA yak Ja
ch0000427	11	Ashtadhyayi	1.3.9	dA ya Ja
ch0000427	12	Ashtadhyayi	3.4.114	dA ya Ja
ch0000427	13	Ashtadhyayi	3.4.79	dA ya Je
ch0000427	14	Ashtadhyayi	1.2.4	dA ya Je
ch0000427	15	Ashtadhyayi	7.1.3	dA ya ante
ch0000427	16	Ashtadhyayi	1.4.13	dA ya ante
ch0000427	17	Ashtadhyayi	7.4.25	dA ya ante
ch0000427	18	Ashtadhyayi	6.4.66	dI ya ante
ch0000427	19	Ashtadhyayi	1.4.14	dI ya ante
ch0000427	20	Ashtadhyayi	6.1.97	dI y ante
ch0000427	21	Ashtadhyayi	8.3.24	dI y aMte
ch0000427	22	Ashtadhyayi	8.4.58	dI y ante
ch0000427	23	Ashtadhyayi	8.4.68	dI y ante
ch0000428	0	Ashtadhyayi	1.3.1	dA
ch0000428	1	Ashtadhyayi	1.1.20	dA
ch0000428	2	Ashtadhyayi	3.3.161	dA li~N
ch0000428	3	Ashtadhyayi	1.3.2	dA li~N
ch0000428	4	Ashtadhyayi	1.3.3	dA li~N
ch0000428	5	Ashtadhyayi	1.3.9	dA l
ch0000428	6	Ashtadhyayi	1.3.13	dA l
ch0000428	7	Ashtadhyayi	3.4.78	dA ta
ch0000428	8	Ashtadhyayi	3.4.113	dA ta
ch0000428	9	Ashtadhyayi	3.1.67	dA yak ta
ch0000428	10	Ashtadhyayi	1.3.3	dA yak ta
ch0000428	11	Ashtadhyayi	1.3.9	dA ya ta
ch0000428	12	Ashtadhyayi	3.4.114	dA ya ta
ch0000428	13	Ashtadhyayi	3.4.102	dA ya sIyu~w ta
ch0000428	14	Ashtadhyayi	1.3.2	dA ya sIyu~w ta
ch0000428	15	Ashtadhyayi	1.3.3	dA ya sIyu~w ta
ch0000428	16	Ashtadhyayi	1.3.9	dA ya sIy ta
ch0000428	17	Ashtadhyayi	3.4.107	dA ya sIy sta
ch0000428	18	Ashtadhyayi	1.2.4	dA ya sIy sta
ch0000428	19	Ashtadhyayi	1.4.13	dA ya sIy sta
ch0000428	20	Ashtadhyayi	7.2.79	dA ya Iy ta
ch0000428	21	Ashtadhyayi	6.1.66	dA ya I ta
ch0000428	22	Ashtadhyayi	7.4.25	dA ya I ta
ch0000428	23	Ashtadhyayi	6.4.66	dI ya I ta
ch0000428	24	Ashtadhyayi	1.4.14	dI ya I ta
ch0000428	25	Ashtadhyayi	6.1.87	dI y e ta
ch0000428	26	Ashtadhyayi	8.4.68	dI y e ta
ch0000429	0	Ashtadhyayi	1.3.1	dA
ch0000429	1	Ashtadhyayi	1.1.20	dA
ch0000429	2	Ashtadhyayi	3.3.162	dA lo~w
ch0000429	3	Ashtadhyayi	1.3.2	dA lo~w
ch0000429	4	Ashtadhyayi	1.3.3	dA lo~w
ch0000429	5	Ashtadhyayi	1.3.9	dA l
ch0000429	6	Ashtadhyayi	1.3.13	dA l
ch0000429	7	Ashtadhyayi	3.4.78	dA Ja
ch0000429	8	Ashtadhyayi	3.4.113	dA Ja
ch0000429	9	Ashtadhyayi	3.1.67	dA yak Ja
ch0000429	10	Ashtadhyayi	1.3.3	dA yak Ja
ch0000429	11	Ashtadhyayi	1.3.9	dA ya Ja
ch0000429	12	Ashtadhyayi	3.4.114	dA ya Ja
ch0000429	13	Ashtadhyayi	3.4.79	dA ya Je
ch0000429	14	Ashtadhyayi	3.4.90	dA ya JAm
ch0000429	15	Ashtadhyayi	1.2.4	dA ya JAm
ch0000429	16	Ashtadhyayi	7.1.3	dA ya antAm
ch0000429	17	Ashtadhyayi	1.4.13	dA ya antAm
ch0000429	18	Ashtadhyayi	7.4.25	dA ya antAm
ch0000429	19	Ashtadhyayi	6.4.66	dI ya antAm
ch0000429	20	Ashtadhyayi	1.4.14	dI ya antAm
ch0000429	21	Ashtadhyayi	6.1.97	dI y antAm
ch0000429	22	Ashtadhyayi	8.3.24	dI y aMtAm
ch0000429	23	Ashtadhyayi	8.4.58	dI y antAm
ch0000429	24	Ashtadhyayi	8.4.68	dI y antAm
ch0000430	0	Ashtadhyayi	1.3.1	dA
ch0000430	1	Ashtadhyayi	1.1.20	dA
ch0000430	2	Ashtadhyayi	3.2.111	dA laN
ch0000430	3	Ashtadhyayi	1.3.3	dA laN
ch0000430	4	Ashtadhyayi	1.3.9	dA la
ch0000430	5	Ashtadhyayi	1.3.13	dA la
ch0000430	6	Ashtadhyayi	3.4.78	dA ta
ch0000430	7	Ashtadhyayi	3.4.113	dA ta
ch0000430	8	Ashtadhyayi	3.1.67	dA yak ta
ch0000430	9	Ashtadhyayi	1.3.3	dA yak ta
ch0000430	10	Ashtadhyayi	1.3.9	dA ya ta
ch0000430	11	Ashtadhyayi	3.4.114	dA ya ta
ch0000430	12	Ashtadhyayi	1.2.4	dA ya ta
ch0000430	13	Ashtadhyayi	1.4.13	dA ya ta
ch0000430	14	Ashtadhyayi	6.4.71	aw dA ya ta
ch0000430	15	Ashtadhyayi	1.3.3	aw dA ya ta
ch0000430	16	Ashtadhyayi	1.3.9	a dA ya ta
ch0000430	17	Ashtadhyayi	7.4.25	a dA ya ta
ch0000430	18	Ashtadhyayi	6.4.66	a dI ya ta
ch0000430	19	Ashtadhyayi	1.4.14	a dI ya ta
ch0000430	20	Ashtadhyayi	8.4.68	a dI ya ta
ch0000431	0	Ashtadhyayi	1.3.1	dA
ch0000431	1	Ashtadhyayi	1.1.20	dA
ch0000431	2	Ashtadhyayi	3.3.161	dA li~N
ch0000431	3	Ashtadhyayi	1.3.2	dA li~N
ch0000431	4	Ashtadhyayi	1.3.3	dA li~N
ch0000431	5	Ashtadhyayi	1.3.9	dA l
ch0000431	6	Ashtadhyayi	1.3.13	dA l
ch0000431	7	Ashtadhyayi	3.4.78	dA Ja
ch0000431	8	Ashtadhyayi	3.4.113	dA Ja
ch0000431	9	Ashtadhyayi	3.1.67	dA yak Ja
ch0000431	10	Ashtadhyayi	1.3.3	dA yak Ja
ch0000431	11	Ashtadhyayi	1.3.9	dA ya Ja
ch0000431	12	Ashtadhyayi	3.4.114	dA ya Ja
ch0000431	13	Ashtadhyayi	3.4.102	dA ya sIyu~w Ja
ch0000431	14	Ashtadhyayi	1.3.2	dA ya sIyu~w Ja
ch0000431	15	Ashtadhyayi	1.3.3	dA ya sIyu~w Ja
ch0000431	16	Ashtadhyayi	1.3.9	dA ya sIy Ja
ch0000431	17	Ashtadhyayi	3.4.105	dA ya sIy ran
ch0000431	18	Ashtadhyayi	1.3.4	dA ya sIy ran
ch0000431	19	Ashtadhyayi	1.2.4	dA ya sIy ran
ch0000431	20	Ashtadhyayi	1.4.13	dA ya sIy ran
ch0000431	21	Ashtadhyayi	7.2.79	dA ya Iy ran
ch0000431	22	Ashtadhyayi	6.1.66	dA ya I ran
ch0000431	23	Ashtadhyayi	7.4.25	dA ya I ran
ch0000431	24	Ashtadhyayi	6.4.66	dI ya I ran
ch0000431	25	Ashtadhyayi	1.4.14	dI ya I ran
ch0000431	26	Ashtadhyayi	6.1.87	dI y e ran
ch0000431	27	Ashtadhyayi	8.4.37	dI y e ran
ch0000431	28	Ashtadhyayi	8.4.68	dI y e ran
ch0000432	0	Ashtadhyayi	1.2.45	gAmin
ch0000432	1	Ashtadhyayi	4.1.2	gAmin Am
ch0000432	2	Ashtadhyayi	1.3.4	gAmin Am
ch0000432	3	Ashtadhyayi	1.1.73	gAmin Am
ch0000432	4	Ashtadhyayi	1.1.73	gAmin Am
ch0000432	5	Ashtadhyayi	1.4.13	gAmin Am
ch0000432	6	Ashtadhyayi	1.4.18	gAmin Am
ch0000432	7	Ashtadhyayi	1.4.14	gAmin Am
ch0000433	0	Ashtadhyayi	1.2.45	gAmin
ch0000433	1	Ashtadhyayi	4.1.2	gAmin Bis
ch0000433	2	Ashtadhyayi	1.3.4	gAmin Bis
ch0000433	3	Ashtadhyayi	1.1.73	gAmin Bis
ch0000433	4	Ashtadhyayi	1.1.73	gAmin Bis
ch0000433	5	Ashtadhyayi	1.4.13	gAmin Bis
ch0000433	6	Ashtadhyayi	1.4.17	gAmin Bis
ch0000433	7	Ashtadhyayi	1.4.14	gAmin Bis
ch0000433	8	Ashtadhyayi	8.2.7	gAmi Bis
ch0000433	9	Ashtadhyayi	8.2.66	gAmi Biru~
ch0000433	10	Ashtadhyayi	1.3.2	gAmi Bir
ch0000433	11	Ashtadhyayi	8.3.15	gAmi BiH
ch0000434	0	Ashtadhyayi	1.2.45	gAmin
ch0000434	1	Ashtadhyayi	4.1.2	gAmin Sas
ch0000434	2	Ashtadhyayi	1.3.4	gAmin Sas
ch0000434	3	Ashtadhyayi	1.3.8	gAmin Sas
ch0000434	4	Ashtadhyayi	1.3.9	gAmin as
ch0000434	5	Ashtadhyayi	1.1.73	gAmin as
ch0000434	6	Ashtadhyayi	1.1.73	gAmin as
ch0000434	7	Ashtadhyayi	1.4.13	gAmin as
ch0000434	8	Ashtadhyayi	7.1.20	gAmin Si
ch0000434	9	Ashtadhyayi	1.3.8	gAmin Si
ch0000434	10	Ashtadhyayi	1.3.9	gAmin i
ch0000434	11	Ashtadhyayi	1.1.42	gAmin i
ch0000434	12	Ashtadhyayi	1.4.14	gAmin i
ch0000435	0	Ashtadhyayi	1.3.1	ga\mx~
ch0000435	1	Ashtadhyayi	1.3.2	ga\mx~
ch0000435	2	Ashtadhyayi	1.3.9	gam
ch0000435	3	Dhatupatha	01.0934	gam
ch0000435	4	Ashtadhyayi	3.3.161	gam li~N
ch0000435	5	Ashtadhyayi	1.3.2	gam li~N
ch0000435	6	Ashtadhyayi	1.3.3	gam li~N
ch0000435	7	Ashtadhyayi	1.3.9	gam l
ch0000435	8	Ashtadhyayi	1.3.78	gam l
ch0000435	9	Ashtadhyayi	3.4.78	gam tip
ch0000435	10	Ashtadhyayi	1.3.3	gam tip
ch0000435	11	Ashtadhyayi	1.3.9	gam ti
ch0000435	12	Ashtadhyayi	3.4.113	gam ti
ch0000435	13	Ashtadhyayi	3.1.68	gam Sap ti
ch0000435	14	Ashtadhyayi	1.3.3	gam Sap ti
ch0000435	15	Ashtadhyayi	1.3.8	gam Sap ti
ch0000435	16	Ashtadhyayi	1.3.9	gam a ti
ch0000435	17	Ashtadhyayi	3.4.113	gam a ti
ch0000435	18	Ashtadhyayi	3.4.100	gam a t
ch0000435	19	Ashtadhyayi	3.4.103	gam a yAsu~w t
ch0000435	20	Ashtadhyayi	1.3.2	gam a yAsu~w t
ch0000435	21	Ashtadhyayi	1.3.3	gam a yAsu~w t
ch0000435	22	Ashtadhyayi	1.3.9	gam a yAs t
ch0000435	23	Ashtadhyayi	3.4.107	gam a yAs st
ch0000435	24	Ashtadhyayi	1.4.13	gam a yAs st
ch0000435	25	Ashtadhyayi	7.3.77	gaC a yAs st
ch0000435	26	Ashtadhyayi	7.2.79	gaC a yA t
ch0000435	27	Ashtadhyayi	7.2.80	gaC a iy t
ch0000435	28	Ashtadhyayi	6.1.73	gatC a iy t
ch0000435	29	Ashtadhyayi	6.1.66	gatC a i t
ch0000435	30	Ashtadhyayi	1.4.14	gatC a i t
ch0000435	31	Ashtadhyayi	6.1.87	gatC  e t
ch0000435	32	Ashtadhyayi	8.2.39	gatC  e d
ch0000435	33	Ashtadhyayi	8.4.40	gacC  e d
ch0000435	34	Ashtadhyayi	8.4.68	gacC  e d
ch0000436	0	Ashtadhyayi	1.3.1	ga\mx~
ch0000436	1	Ashtadhyayi	1.3.2	ga\mx~
ch0000436	2	Ashtadhyayi	1.3.9	gam
ch0000436	3	Dhatupatha	01.0934	gam
ch0000436	4	Ashtadhyayi	3.2.111	gam laN
ch0000436	5	Ashtadhyayi	1.3.3	gam laN
ch0000436	6	Ashtadhyayi	1.3.9	gam la
ch0000436	7	Ashtadhyayi	1.3.78	gam la
ch0000436	8	Ashtadhyayi	3.4.78	gam tip
ch0000436	9	Ashtadhyayi	1.3.3	gam tip
ch0000436	10	Ashtadhyayi	1.3.9	gam ti
ch0000436	11	Ashtadhyayi	3.4.113	gam ti
ch0000436	12	Ashtadhyayi	3.1.68	gam Sap ti
ch0000436	13	Ashtadhyayi	1.3.3	gam Sap ti
ch0000436	14	Ashtadhyayi	1.3.8	gam Sap ti
ch0000436	15	Ashtadhyayi	1.3.9	gam a ti
ch0000436	16	Ashtadhyayi	3.4.113	gam a ti
ch0000436	17	Ashtadhyayi	3.4.100	gam a t
ch0000436	18	Ashtadhyayi	1.4.13	gam a t
ch0000436	19	Ashtadhyayi	7.3.77	gaC a t
ch0000436	20	Ashtadhyayi	6.1.73	gatC a t
ch0000436	21	Ashtadhyayi	6.4.71	aw gatC a t
ch0000436	22	Ashtadhyayi	1.3.3	aw gatC a t
ch0000436	23	Ashtadhyayi	1.3.9	a gatC a t
ch0000436	24	Ashtadhyayi	1.4.14	a gatC a t
ch0000436	25	Ashtadhyayi	8.2.39	a gatC a d
ch0000436	26	Ashtadhyayi	8.4.40	a gacC a d
ch0000436	27	Ashtadhyayi	8.4.56	a gacC a t
ch0000436	28	Ashtadhyayi	8.4.68	a gacC a t
ch0000437	0	Ashtadhyayi	1.3.1	ga\mx~
ch0000437	1	Ashtadhyayi	1.3.2	ga\mx~
ch0000437	2	Ashtadhyayi	1.3.9	gam
ch0000437	3	Dhatupatha	01.0934	gam
ch0000437	4	Ashtadhyayi	3.3.161	gam li~N
ch0000437	5	Ashtadhyayi	1.3.2	gam li~N
ch0000437	6	Ashtadhyayi	1.3.3	gam li~N
ch0000437	7	Ashtadhyayi	1.3.9	gam l
ch0000437	8	Ashtadhyayi	1.3.78	gam l
ch0000437	9	Ashtadhyayi	3.4.78	gam Ta
ch0000437	10	Ashtadhyayi	3.4.113	gam Ta
ch0000437	11	Ashtadhyayi	3.1.68	gam Sap Ta
ch0000437	12	Ashtadhyayi	1.3.3	gam Sap Ta
ch0000437	13	Ashtadhyayi	1.3.8	gam Sap Ta
ch0000437	14	Ashtadhyayi	1.3.9	gam a Ta
ch0000437	15	Ashtadhyayi	3.4.113	gam a Ta
ch0000437	16	Ashtadhyayi	3.4.101	gam a ta
ch0000437	17	Ashtadhyayi	3.4.103	gam a yAsu~w ta
ch0000437	18	Ashtadhyayi	1.3.2	gam a yAsu~w ta
ch0000437	19	Ashtadhyayi	1.3.3	gam a yAsu~w ta
ch0000437	20	Ashtadhyayi	1.3.9	gam a yAs ta
ch0000437	21	Ashtadhyayi	3.4.107	gam a yAs sta
ch0000437	22	Ashtadhyayi	1.2.4	gam a yAs sta
ch0000437	23	Ashtadhyayi	1.4.13	gam a yAs sta
ch0000437	24	Ashtadhyayi	7.3.77	gaC a yAs sta
ch0000437	25	Ashtadhyayi	7.2.79	gaC a yA ta
ch0000437	26	Ashtadhyayi	7.2.80	gaC a iy ta
ch0000437	27	Ashtadhyayi	6.1.73	gatC a iy ta
ch0000437	28	Ashtadhyayi	6.1.66	gatC a i ta
ch0000437	29	Ashtadhyayi	1.4.14	gatC a i ta
ch0000437	30	Ashtadhyayi	6.1.87	gatC  e ta
ch0000437	31	Ashtadhyayi	8.4.40	gacC  e ta
ch0000437	32	Ashtadhyayi	8.4.68	gacC  e ta
ch0000438	0	Ashtadhyayi	1.3.1	ga\mx~
ch0000438	1	Ashtadhyayi	1.3.2	ga\mx~
ch0000438	2	Ashtadhyayi	1.3.9	gam
ch0000438	3	Dhatupatha	01.0934	gam
ch0000438	4	Ashtadhyayi	3.2.123	gam la~w
ch0000438	5	Ashtadhyayi	1.3.2	gam la~w
ch0000438	6	Ashtadhyayi	1.3.3	gam la~w
ch0000438	7	Ashtadhyayi	1.3.9	gam l
ch0000438	8	Ashtadhyayi	1.3.13	gam l
ch0000438	9	Ashtadhyayi	3.4.78	gam ta
ch0000438	10	Ashtadhyayi	3.4.113	gam ta
ch0000438	11	Ashtadhyayi	3.1.67	gam yak ta
ch0000438	12	Ashtadhyayi	1.3.3	gam yak ta
ch0000438	13	Ashtadhyayi	1.3.9	gam ya ta
ch0000438	14	Ashtadhyayi	3.4.114	gam ya ta
ch0000438	15	Ashtadhyayi	3.4.79	gam ya te
ch0000438	16	Ashtadhyayi	1.2.4	gam ya te
ch0000438	17	Ashtadhyayi	1.4.13	gam ya te
ch0000438	18	Ashtadhyayi	1.4.14	gam ya te
ch0000438	19	Ashtadhyayi	8.4.68	gam ya te
ch0000439	0	Ashtadhyayi	1.3.1	ga\mx~
ch0000439	1	Ashtadhyayi	1.3.2	ga\mx~
ch0000439	2	Ashtadhyayi	1.3.9	gam
ch0000439	3	Dhatupatha	01.0934	gam
ch0000439	4	Ashtadhyayi	3.3.162	gam lo~w
ch0000439	5	Ashtadhyayi	1.3.2	gam lo~w
ch0000439	6	Ashtadhyayi	1.3.3	gam lo~w
ch0000439	7	Ashtadhyayi	1.3.9	gam l
ch0000439	8	Ashtadhyayi	1.3.13	gam l
ch0000439	9	Ashtadhyayi	3.4.78	gam ta
ch0000439	10	Ashtadhyayi	3.4.113	gam ta
ch0000439	11	Ashtadhyayi	3.1.67	gam yak ta
ch0000439	12	Ashtadhyayi	1.3.3	gam yak ta
ch0000439	13	Ashtadhyayi	1.3.9	gam ya ta
ch0000439	14	Ashtadhyayi	3.4.114	gam ya ta
