chain_id	step_index	source	sutra_code	step_result
ch0002523	1	Ashtadhyayi	1.3.2	gAhU~\
ch0002523	2	Ashtadhyayi	1.3.9	gAh
ch0002523	3	Ashtadhyayi	3.2.111	gAh laN
ch0002523	4	Ashtadhyayi	1.3.3	gAh laN
ch0002523	5	Ashtadhyayi	1.3.9	gAh la
ch0002523	6	Ashtadhyayi	1.3.12	gAh la
ch0002523	7	Ashtadhyayi	3.4.78	gAh iw
ch0002523	8	Ashtadhyayi	1.3.3	gAh iw
ch0002523	9	Ashtadhyayi	1.3.9	gAh i
ch0002523	10	Ashtadhyayi	3.4.113	gAh i
ch0002523	11	Ashtadhyayi	3.1.68	gAh Sap i
ch0002523	12	Ashtadhyayi	1.3.3	gAh Sap i
ch0002523	13	Ashtadhyayi	1.3.8	gAh Sap i
ch0002523	14	Ashtadhyayi	1.3.9	gAh a i
ch0002523	15	Ashtadhyayi	3.4.113	gAh a i
ch0002523	16	Ashtadhyayi	1.2.4	gAh a i
ch0002523	17	Ashtadhyayi	1.4.13	gAh a i
ch0002523	18	Ashtadhyayi	6.4.71	aw gAh a i
ch0002523	19	Ashtadhyayi	1.3.3	aw gAh a i
ch0002523	20	Ashtadhyayi	1.3.9	a gAh a i
ch0002523	21	Ashtadhyayi	1.4.14	a gAh a i
ch0002523	22	Ashtadhyayi	6.1.87	a gAh  e
ch0002523	23	Ashtadhyayi	8.4.68	a gAh  e
ch0002524	0	Ashtadhyayi	1.3.1	harya~
ch0002524	1	Ashtadhyayi	1.3.2	harya~
ch0002524	2	Ashtadhyayi	1.3.9	hary
ch0002524	3	Ashtadhyayi	3.2.111	hary laN
ch0002524	4	Ashtadhyayi	1.3.3	hary laN
ch0002524	5	Ashtadhyayi	1.3.9	hary la
ch0002524	6	Ashtadhyayi	1.3.13	hary la
ch0002524	7	Ashtadhyayi	3.4.78	hary TAs
ch0002524	8	Ashtadhyayi	1.3.4	hary TAs
ch0002524	9	Ashtadhyayi	3.4.113	hary TAs
ch0002524	10	Ashtadhyayi	3.1.67	hary yak TAs
ch0002524	11	Ashtadhyayi	1.3.3	hary yak TAs
ch0002524	12	Ashtadhyayi	1.3.9	hary ya TAs
ch0002524	13	Ashtadhyayi	3.4.114	hary ya TAs
ch0002524	14	Ashtadhyayi	1.2.4	hary ya TAs
ch0002524	15	Ashtadhyayi	1.4.13	hary ya TAs
ch0002524	16	Ashtadhyayi	6.4.71	aw hary ya TAs
ch0002524	17	Ashtadhyayi	1.3.3	aw hary ya TAs
ch0002524	18	Ashtadhyayi	1.3.9	a hary ya TAs
ch0002524	19	Ashtadhyayi	1.4.14	a hary ya TAs
ch0002524	20	Ashtadhyayi	8.2.66	a hary ya TAru~
ch0002524	21	Ashtadhyayi	1.3.2	a hary ya TAr
ch0002524	22	Ashtadhyayi	8.3.15	a hary ya TAH
ch0002524	23	Ashtadhyayi	8.4.64	a har ya TAH
ch0002524	24	Ashtadhyayi	8.4.68	a har ya TAH
ch0002525	0	Ashtadhyayi	1.3.1	harya~
ch0002525	1	Ashtadhyayi	1.3.2	harya~
ch0002525	2	Ashtadhyayi	1.3.9	hary
ch0002525	3	Ashtadhyayi	3.2.123	hary la~w
ch0002525	4	Ashtadhyayi	1.3.2	hary la~w
ch0002525	5	Ashtadhyayi	1.3.3	hary la~w
ch0002525	6	Ashtadhyayi	1.3.9	hary l
ch0002525	7	Ashtadhyayi	1.3.13	hary l
ch0002525	8	Ashtadhyayi	3.4.78	hary ta
ch0002525	9	Ashtadhyayi	3.4.113	hary ta
ch0002525	10	Ashtadhyayi	3.1.67	hary yak ta
ch0002525	11	Ashtadhyayi	1.3.3	hary yak ta
ch0002525	12	Ashtadhyayi	1.3.9	hary ya ta
ch0002525	13	Ashtadhyayi	3.4.114	hary ya ta
ch0002525	14	Ashtadhyayi	3.4.79	hary ya te
ch0002525	15	Ashtadhyayi	1.2.4	hary ya te
ch0002525	16	Ashtadhyayi	1.4.13	hary ya te
ch0002525	17	Ashtadhyayi	1.4.14	hary ya te
ch0002525	18	Ashtadhyayi	8.4.64	har ya te
ch0002525	19	Ashtadhyayi	8.4.68	har ya te
ch0002526	0	Ashtadhyayi	1.2.45	sImantinI
ch0002526	1	Ashtadhyayi	4.1.2	sImantinI Am
ch0002526	2	Ashtadhyayi	1.3.4	sImantinI Am
ch0002526	3	Ashtadhyayi	1.4.3	sImantinI Am
ch0002526	4	Ashtadhyayi	1.4.3	sImantinI Am
ch0002526	5	Ashtadhyayi	7.1.54	sImantinI nu~w Am
ch0002526	6	Ashtadhyayi	1.3.2	sImantinI nu~w Am
ch0002526	7	Ashtadhyayi	1.3.3	sImantinI nu~w Am
ch0002526	8	Ashtadhyayi	1.3.9	sImantinI n Am
ch0002526	9	Ashtadhyayi	1.4.13	sImantinI n Am
ch0002526	10	Ashtadhyayi	1.4.17	sImantinI n Am
ch0002526	11	Ashtadhyayi	1.4.14	sImantinI n Am
ch0002526	12	Ashtadhyayi	6.4.3	sImantinI n Am
ch0002526	13	Ashtadhyayi	8.3.24	sImaMtinI n Am
ch0002526	14	Ashtadhyayi	8.3.111	sImaMtinI n Am
ch0002526	15	Ashtadhyayi	8.4.58	sImantinI n Am
ch0002526	16	Ashtadhyayi	8.4.68	sImantinI n Am
ch0002527	0	Ashtadhyayi	1.2.45	svErin
ch0002527	1	Ashtadhyayi	4.1.2	svErin wA
ch0002527	2	Ashtadhyayi	1.3.7	svErin wA
ch0002527	3	Ashtadhyayi	1.3.9	svErin A
ch0002527	4	Ashtadhyayi	1.1.73	svErin A
ch0002527	5	Ashtadhyayi	1.1.73	svErin A
ch0002527	6	Ashtadhyayi	1.4.13	svErin A
ch0002527	7	Ashtadhyayi	1.4.18	svErin A
ch0002527	8	Ashtadhyayi	1.4.14	svErin A
ch0002527	9	Ashtadhyayi	8.3.111	svErin A
ch0002527	10	Ashtadhyayi	8.4.2	svEriR A
ch0002528	0	Ashtadhyayi	1.2.45	trapusI
ch0002528	1	Ashtadhyayi	4.1.2	trapusI am
ch0002528	2	Ashtadhyayi	1.3.4	trapusI am
ch0002528	3	Ashtadhyayi	1.4.3	trapusI am
ch0002528	4	Ashtadhyayi	1.1.43	trapusI am
ch0002528	5	Ashtadhyayi	1.4.3	trapusI am
ch0002528	6	Ashtadhyayi	1.1.43	trapusI am
ch0002528	7	Ashtadhyayi	1.4.13	trapusI am
ch0002528	8	Ashtadhyayi	1.4.14	trapusI am
ch0002528	9	Ashtadhyayi	6.1.107	trapusI m
ch0002528	10	Ashtadhyayi	8.3.110	trapusI m
ch0002528	11	Ashtadhyayi	8.4.68	trapusI m
ch0002529	0	Ashtadhyayi	1.2.45	pratisaMcara
ch0002529	1	Ashtadhyayi	4.1.2	pratisaMcara Ni
ch0002529	2	Ashtadhyayi	1.3.8	pratisaMcara Ni
ch0002529	3	Ashtadhyayi	1.3.9	pratisaMcara i
ch0002529	4	Ashtadhyayi	1.4.13	pratisaMcara i
ch0002529	5	Ashtadhyayi	1.4.18	pratisaMcara i
ch0002529	6	Ashtadhyayi	1.4.14	pratisaMcara i
ch0002529	7	Ashtadhyayi	6.1.87	pratisaMcar e
ch0002529	8	Ashtadhyayi	8.3.110	pratisaMcar e
ch0002529	9	Ashtadhyayi	8.4.58	pratisaYcar e
ch0002529	10	Ashtadhyayi	8.4.68	pratisaYcar e
ch0002530	0	Ashtadhyayi	1.2.45	pratisaMcara
ch0002530	1	Ashtadhyayi	4.1.2	pratisaMcara am
ch0002530	2	Ashtadhyayi	1.3.4	pratisaMcara am
ch0002530	3	Ashtadhyayi	1.1.43	pratisaMcara am
ch0002530	4	Ashtadhyayi	1.1.43	pratisaMcara am
ch0002530	5	Ashtadhyayi	1.4.13	pratisaMcara am
ch0002530	6	Ashtadhyayi	1.4.14	pratisaMcara am
ch0002530	7	Ashtadhyayi	6.1.107	pratisaMcara m
ch0002530	8	Ashtadhyayi	8.3.110	pratisaMcara m
ch0002530	9	Ashtadhyayi	8.4.58	pratisaYcara m
ch0002530	10	Ashtadhyayi	8.4.68	pratisaYcara m
ch0002531	0	Ashtadhyayi	1.2.45	pratisparDin
ch0002531	1	Ashtadhyayi	4.1.2	pratisparDin Sas
ch0002531	2	Ashtadhyayi	1.3.4	pratisparDin Sas
ch0002531	3	Ashtadhyayi	1.3.8	pratisparDin Sas
ch0002531	4	Ashtadhyayi	1.3.9	pratisparDin as
ch0002531	5	Ashtadhyayi	1.4.13	pratisparDin as
ch0002531	6	Ashtadhyayi	7.1.20	pratisparDin Si
ch0002531	7	Ashtadhyayi	1.3.8	pratisparDin Si
ch0002531	8	Ashtadhyayi	1.3.9	pratisparDin i
ch0002531	9	Ashtadhyayi	1.1.42	pratisparDin i
ch0002531	10	Ashtadhyayi	1.4.14	pratisparDin i
ch0002531	11	Ashtadhyayi	8.3.110	pratisparDin i
ch0002531	12	Ashtadhyayi	8.4.68	pratisparDin i
ch0002532	0	Ashtadhyayi	1.2.45	puraMDi
ch0002532	1	Ashtadhyayi	4.1.2	puraMDi Ni
ch0002532	2	Ashtadhyayi	1.3.8	puraMDi Ni
ch0002532	3	Ashtadhyayi	1.3.9	puraMDi i
ch0002532	4	Ashtadhyayi	1.4.6	puraMDi i
ch0002532	5	Ashtadhyayi	1.4.6	puraMDi i
ch0002532	6	Ashtadhyayi	1.4.13	puraMDi i
ch0002532	7	Ashtadhyayi	1.4.18	puraMDi i
ch0002532	8	Ashtadhyayi	1.4.14	puraMDi i
ch0002532	9	Ashtadhyayi	7.3.117	puraMDi Am
ch0002532	10	Ashtadhyayi	1.3.4	puraMDi Am
ch0002532	11	Ashtadhyayi	7.3.112	puraMDi Aw Am
ch0002532	12	Ashtadhyayi	1.3.3	puraMDi Aw Am
ch0002532	13	Ashtadhyayi	1.3.9	puraMDi A Am
ch0002532	14	Ashtadhyayi	6.1.90	puraMDi  Am
ch0002532	15	Ashtadhyayi	6.1.77	puraMDy  Am
ch0002532	16	Ashtadhyayi	8.4.58	puranDy  Am
ch0002532	17	Ashtadhyayi	8.4.68	puranDy  Am
ch0002533	0	Ashtadhyayi	1.2.45	tAlavfnta
ch0002533	1	Ashtadhyayi	4.1.2	tAlavfnta ByAm
ch0002533	2	Ashtadhyayi	1.3.4	tAlavfnta ByAm
ch0002533	3	Ashtadhyayi	1.1.73	tAlavfnta ByAm
ch0002533	4	Ashtadhyayi	1.1.73	tAlavfnta ByAm
ch0002533	5	Ashtadhyayi	1.4.13	tAlavfnta ByAm
ch0002533	6	Ashtadhyayi	1.4.17	tAlavfnta ByAm
ch0002533	7	Ashtadhyayi	1.4.14	tAlavfnta ByAm
ch0002533	8	Ashtadhyayi	7.3.102	tAlavfntA ByAm
ch0002533	9	Ashtadhyayi	8.3.24	tAlavfMtA ByAm
ch0002533	10	Ashtadhyayi	8.4.58	tAlavfntA ByAm
ch0002533	11	Ashtadhyayi	8.4.68	tAlavfntA ByAm
ch0002534	0	Ashtadhyayi	1.2.45	uzRihA
ch0002534	1	Ashtadhyayi	4.1.2	uzRihA Byas
ch0002534	2	Ashtadhyayi	1.3.4	uzRihA Byas
ch0002534	3	Ashtadhyayi	4.1.4	uzRihA wAp Byas
ch0002534	4	Ashtadhyayi	1.3.3	uzRihA wAp Byas
ch0002534	5	Ashtadhyayi	1.3.7	uzRihA wAp Byas
ch0002534	6	Ashtadhyayi	1.3.9	uzRihA A Byas
ch0002534	7	Ashtadhyayi	1.4.13	uzRihA A Byas
ch0002534	8	Ashtadhyayi	1.4.18	uzRihA A Byas
ch0002534	9	Ashtadhyayi	1.4.17	uzRihA A Byas
ch0002534	10	Ashtadhyayi	1.4.14	uzRihA A Byas
ch0002534	11	Ashtadhyayi	6.1.101	uzRihA  Byas
ch0002534	12	Ashtadhyayi	8.2.66	uzRihA  Byaru~
ch0002534	13	Ashtadhyayi	1.3.2	uzRihA  Byar
ch0002534	14	Ashtadhyayi	8.3.15	uzRihA  ByaH
ch0002534	15	Ashtadhyayi	8.4.68	uzRihA  ByaH
ch0002535	0	Ashtadhyayi	1.2.45	Alambin
ch0002535	1	Ashtadhyayi	4.1.2	Alambin su~
ch0002535	2	Ashtadhyayi	1.3.2	Alambin su~
ch0002535	3	Ashtadhyayi	1.3.9	Alambin s
ch0002535	4	Ashtadhyayi	1.1.73	Alambin s
ch0002535	5	Ashtadhyayi	1.1.43	Alambin s
ch0002535	6	Ashtadhyayi	1.1.73	Alambin s
ch0002535	7	Ashtadhyayi	1.1.43	Alambin s
ch0002535	8	Ashtadhyayi	1.4.13	Alambin s
ch0002535	9	Ashtadhyayi	1.4.14	Alambin s
ch0002535	10	Ashtadhyayi	6.4.13	AlambIn s
ch0002535	11	Ashtadhyayi	6.1.68	AlambIn 
ch0002535	12	Ashtadhyayi	8.2.7	AlambI 
ch0002535	13	Ashtadhyayi	8.3.24	AlaMbI 
ch0002535	14	Ashtadhyayi	8.4.58	AlambI 
ch0002535	15	Ashtadhyayi	8.4.68	AlambI 
ch0002536	0	Ashtadhyayi	1.2.45	Alambin
ch0002536	1	Ashtadhyayi	4.1.2	Alambin Bis
ch0002536	2	Ashtadhyayi	1.3.4	Alambin Bis
ch0002536	3	Ashtadhyayi	1.1.73	Alambin Bis
ch0002536	4	Ashtadhyayi	1.1.73	Alambin Bis
ch0002536	5	Ashtadhyayi	1.4.13	Alambin Bis
ch0002536	6	Ashtadhyayi	1.4.17	Alambin Bis
ch0002536	7	Ashtadhyayi	1.4.14	Alambin Bis
ch0002536	8	Ashtadhyayi	8.2.7	Alambi Bis
ch0002536	9	Ashtadhyayi	8.2.66	Alambi Biru~
ch0002536	10	Ashtadhyayi	1.3.2	Alambi Bir
ch0002536	11	Ashtadhyayi	8.3.15	Alambi BiH
ch0002536	12	Ashtadhyayi	8.3.24	AlaMbi BiH
ch0002536	13	Ashtadhyayi	8.4.58	Alambi BiH
ch0002536	14	Ashtadhyayi	8.4.68	Alambi BiH
ch0002537	0	Ashtadhyayi	1.2.45	Alambin
ch0002537	1	Ashtadhyayi	4.1.2	Alambin wA
ch0002537	2	Ashtadhyayi	1.3.7	Alambin wA
ch0002537	3	Ashtadhyayi	1.3.9	Alambin A
ch0002537	4	Ashtadhyayi	1.1.73	Alambin A
ch0002537	5	Ashtadhyayi	1.1.73	Alambin A
ch0002537	6	Ashtadhyayi	1.4.13	Alambin A
ch0002537	7	Ashtadhyayi	1.4.18	Alambin A
ch0002537	8	Ashtadhyayi	1.4.14	Alambin A
ch0002537	9	Ashtadhyayi	8.3.24	AlaMbin A
ch0002537	10	Ashtadhyayi	8.4.58	Alambin A
ch0002537	11	Ashtadhyayi	8.4.68	Alambin A
ch0002538	0	Ashtadhyayi	1.2.45	Alambin
ch0002538	1	Ashtadhyayi	4.1.2	Alambin Sas
ch0002538	2	Ashtadhyayi	1.3.4	Alambin Sas
ch0002538	3	Ashtadhyayi	1.3.8	Alambin Sas
ch0002538	4	Ashtadhyayi	1.3.9	Alambin as
ch0002538	5	Ashtadhyayi	1.1.73	Alambin as
ch0002538	6	Ashtadhyayi	1.1.73	Alambin as
ch0002538	7	Ashtadhyayi	1.4.13	Alambin as
ch0002538	8	Ashtadhyayi	7.1.20	Alambin Si
ch0002538	9	Ashtadhyayi	1.3.8	Alambin Si
ch0002538	10	Ashtadhyayi	1.3.9	Alambin i
ch0002538	11	Ashtadhyayi	1.1.42	Alambin i
ch0002538	12	Ashtadhyayi	1.4.14	Alambin i
ch0002538	13	Ashtadhyayi	8.3.24	AlaMbin i
ch0002538	14	Ashtadhyayi	8.4.58	Alambin i
ch0002538	15	Ashtadhyayi	8.4.68	Alambin i
ch0002539	0	Ashtadhyayi	1.3.1	katTa~\
ch0002539	1	Ashtadhyayi	1.3.2	katTa~\
ch0002539	2	Ashtadhyayi	1.3.9	katT
ch0002539	3	Ashtadhyayi	3.3.161	katT li~N
ch0002539	4	Ashtadhyayi	1.3.2	katT li~N
ch0002539	5	Ashtadhyayi	1.3.3	katT li~N
ch0002539	6	Ashtadhyayi	1.3.9	katT l
ch0002539	7	Ashtadhyayi	1.3.12	katT l
ch0002539	8	Ashtadhyayi	3.4.78	katT TAs
ch0002539	9	Ashtadhyayi	1.3.4	katT TAs
ch0002539	10	Ashtadhyayi	3.4.113	katT TAs
ch0002539	11	Ashtadhyayi	3.1.68	katT Sap TAs
ch0002539	12	Ashtadhyayi	1.3.3	katT Sap TAs
ch0002539	13	Ashtadhyayi	1.3.8	katT Sap TAs
ch0002539	14	Ashtadhyayi	1.3.9	katT a TAs
ch0002539	15	Ashtadhyayi	3.4.113	katT a TAs
ch0002539	16	Ashtadhyayi	3.4.102	katT a sIyu~w TAs
ch0002539	17	Ashtadhyayi	1.3.2	katT a sIyu~w TAs
ch0002539	18	Ashtadhyayi	1.3.3	katT a sIyu~w TAs
ch0002539	19	Ashtadhyayi	1.3.9	katT a sIy TAs
ch0002539	20	Ashtadhyayi	3.4.107	katT a sIy sTAs
ch0002539	21	Ashtadhyayi	1.2.4	katT a sIy sTAs
ch0002539	22	Ashtadhyayi	1.4.13	katT a sIy sTAs
ch0002539	23	Ashtadhyayi	7.2.79	katT a Iy TAs
ch0002539	24	Ashtadhyayi	6.1.66	katT a I TAs
ch0002539	25	Ashtadhyayi	1.4.14	katT a I TAs
ch0002539	26	Ashtadhyayi	6.1.87	katT  e TAs
ch0002539	27	Ashtadhyayi	8.2.66	katT  e TAru~
ch0002539	28	Ashtadhyayi	1.3.2	katT  e TAr
ch0002539	29	Ashtadhyayi	8.3.15	katT  e TAH
ch0002539	30	Ashtadhyayi	8.4.68	katT  e TAH
ch0002540	0	Ashtadhyayi	1.2.45	kiMnarI
ch0002540	1	Ashtadhyayi	4.1.2	kiMnarI am
ch0002540	2	Ashtadhyayi	1.3.4	kiMnarI am
ch0002540	3	Ashtadhyayi	1.4.3	kiMnarI am
ch0002540	4	Ashtadhyayi	1.1.43	kiMnarI am
ch0002540	5	Ashtadhyayi	1.4.3	kiMnarI am
ch0002540	6	Ashtadhyayi	1.1.43	kiMnarI am
ch0002540	7	Ashtadhyayi	1.4.13	kiMnarI am
ch0002540	8	Ashtadhyayi	1.4.14	kiMnarI am
ch0002540	9	Ashtadhyayi	6.1.107	kiMnarI m
ch0002540	10	Ashtadhyayi	8.4.58	kinnarI m
ch0002540	11	Ashtadhyayi	8.4.68	kinnarI m
ch0002541	0	Ashtadhyayi	1.2.45	kiMnarI
ch0002541	1	Ashtadhyayi	4.1.2	kiMnarI Bis
ch0002541	2	Ashtadhyayi	1.3.4	kiMnarI Bis
ch0002541	3	Ashtadhyayi	1.4.3	kiMnarI Bis
ch0002541	4	Ashtadhyayi	1.4.3	kiMnarI Bis
ch0002541	5	Ashtadhyayi	1.4.13	kiMnarI Bis
ch0002541	6	Ashtadhyayi	1.4.17	kiMnarI Bis
ch0002541	7	Ashtadhyayi	1.4.14	kiMnarI Bis
ch0002541	8	Ashtadhyayi	8.2.66	kiMnarI Biru~
ch0002541	9	Ashtadhyayi	1.3.2	kiMnarI Bir
ch0002541	10	Ashtadhyayi	8.3.15	kiMnarI BiH
ch0002541	11	Ashtadhyayi	8.4.58	kinnarI BiH
ch0002541	12	Ashtadhyayi	8.4.68	kinnarI BiH
ch0002542	0	Ashtadhyayi	1.2.45	kiMnarI
ch0002542	1	Ashtadhyayi	4.1.2	kiMnarI sup
ch0002542	2	Ashtadhyayi	1.3.3	kiMnarI sup
ch0002542	3	Ashtadhyayi	1.3.9	kiMnarI su
ch0002542	4	Ashtadhyayi	1.4.3	kiMnarI su
ch0002542	5	Ashtadhyayi	1.4.3	kiMnarI su
ch0002542	6	Ashtadhyayi	1.4.13	kiMnarI su
ch0002542	7	Ashtadhyayi	1.4.17	kiMnarI su
ch0002542	8	Ashtadhyayi	1.4.14	kiMnarI su
ch0002542	9	Ashtadhyayi	8.3.59	kiMnarI zu
ch0002542	10	Ashtadhyayi	8.4.58	kinnarI zu
ch0002542	11	Ashtadhyayi	8.4.68	kinnarI zu
ch0002543	0	Ashtadhyayi	1.2.45	kiMnarI
ch0002543	1	Ashtadhyayi	4.1.2	kiMnarI os
ch0002543	2	Ashtadhyayi	1.3.4	kiMnarI os
ch0002543	3	Ashtadhyayi	1.4.3	kiMnarI os
ch0002543	4	Ashtadhyayi	1.4.3	kiMnarI os
ch0002543	5	Ashtadhyayi	1.4.13	kiMnarI os
ch0002543	6	Ashtadhyayi	1.4.18	kiMnarI os
ch0002543	7	Ashtadhyayi	1.4.14	kiMnarI os
ch0002543	8	Ashtadhyayi	6.1.77	kiMnary os
ch0002543	9	Ashtadhyayi	8.2.66	kiMnary oru~
ch0002543	10	Ashtadhyayi	1.3.2	kiMnary or
ch0002543	11	Ashtadhyayi	8.3.15	kiMnary oH
ch0002543	12	Ashtadhyayi	8.4.58	kinnary oH
ch0002543	13	Ashtadhyayi	8.4.68	kinnary oH
ch0002544	0	Ashtadhyayi	1.2.45	prAsahA
ch0002544	1	Ashtadhyayi	4.1.2	prAsahA Ni
ch0002544	2	Ashtadhyayi	1.3.8	prAsahA Ni
ch0002544	3	Ashtadhyayi	1.3.9	prAsahA i
ch0002544	4	Ashtadhyayi	1.1.73	prAsahA i
ch0002544	5	Ashtadhyayi	1.1.73	prAsahA i
ch0002544	6	Ashtadhyayi	1.4.13	prAsahA i
ch0002544	7	Ashtadhyayi	1.4.18	prAsahA i
ch0002544	8	Ashtadhyayi	1.4.14	prAsahA i
ch0002544	9	Ashtadhyayi	6.1.87	prAsah e
ch0002544	10	Ashtadhyayi	8.3.110	prAsah e
ch0002544	11	Ashtadhyayi	8.4.68	prAsah e
ch0002545	0	Ashtadhyayi	1.3.1	raRa~
ch0002545	1	Ashtadhyayi	1.3.2	raRa~
ch0002545	2	Ashtadhyayi	1.3.9	raR
ch0002545	3	Dhatupatha	01.0944	raR
ch0002545	4	Ashtadhyayi	3.3.162	raR lo~w
ch0002545	5	Ashtadhyayi	1.3.2	raR lo~w
ch0002545	6	Ashtadhyayi	1.3.3	raR lo~w
ch0002545	7	Ashtadhyayi	1.3.9	raR l
ch0002545	8	Ashtadhyayi	1.3.78	raR l
ch0002545	9	Ashtadhyayi	3.4.78	raR tas
ch0002545	10	Ashtadhyayi	1.3.4	raR tas
ch0002545	11	Ashtadhyayi	3.4.113	raR tas
ch0002545	12	Ashtadhyayi	3.1.68	raR Sap tas
ch0002545	13	Ashtadhyayi	1.3.3	raR Sap tas
ch0002545	14	Ashtadhyayi	1.3.8	raR Sap tas
ch0002545	15	Ashtadhyayi	1.3.9	raR a tas
ch0002545	16	Ashtadhyayi	3.4.113	raR a tas
ch0002545	17	Ashtadhyayi	3.4.101	raR a tAm
ch0002545	18	Ashtadhyayi	1.3.4	raR a tAm
ch0002545	19	Ashtadhyayi	1.2.4	raR a tAm
ch0002545	20	Ashtadhyayi	1.4.13	raR a tAm
ch0002545	21	Ashtadhyayi	1.4.14	raR a tAm
ch0002545	22	Ashtadhyayi	8.4.68	raR a tAm
ch0002546	0	Ashtadhyayi	1.2.45	saDarman
ch0002546	1	Ashtadhyayi	4.1.2	saDarman Am
ch0002546	2	Ashtadhyayi	1.3.4	saDarman Am
ch0002546	3	Ashtadhyayi	1.4.13	saDarman Am
ch0002546	4	Ashtadhyayi	1.4.18	saDarman Am
ch0002546	5	Ashtadhyayi	1.4.14	saDarman Am
ch0002546	6	Ashtadhyayi	6.4.137	saDarman Am
ch0002546	7	Ashtadhyayi	8.3.111	saDarman Am
ch0002546	8	Ashtadhyayi	8.4.2	saDarmaR Am
ch0002546	9	Ashtadhyayi	8.4.68	saDarmaR Am
ch0002547	0	Ashtadhyayi	1.3.1	zapa~
ch0002547	1	Ashtadhyayi	1.3.2	zapa~
ch0002547	2	Ashtadhyayi	1.3.9	zap
ch0002547	3	Ashtadhyayi	6.1.64	sap
ch0002547	4	Ashtadhyayi	3.2.123	sap la~w
ch0002547	5	Ashtadhyayi	1.3.2	sap la~w
ch0002547	6	Ashtadhyayi	1.3.3	sap la~w
ch0002547	7	Ashtadhyayi	1.3.9	sap l
ch0002547	8	Ashtadhyayi	1.3.78	sap l
ch0002547	9	Ashtadhyayi	3.4.78	sap Ji
ch0002547	10	Ashtadhyayi	3.4.113	sap Ji
ch0002547	11	Ashtadhyayi	3.1.68	sap Sap Ji
ch0002547	12	Ashtadhyayi	1.3.3	sap Sap Ji
ch0002547	13	Ashtadhyayi	1.3.8	sap Sap Ji
ch0002547	14	Ashtadhyayi	1.3.9	sap a Ji
ch0002547	15	Ashtadhyayi	3.4.113	sap a Ji
ch0002547	16	Ashtadhyayi	1.2.4	sap a Ji
ch0002547	17	Ashtadhyayi	7.1.3	sap a anti
ch0002547	18	Ashtadhyayi	1.4.13	sap a anti
ch0002547	19	Ashtadhyayi	1.4.14	sap a anti
ch0002547	20	Ashtadhyayi	6.1.97	sap  anti
ch0002547	21	Ashtadhyayi	8.3.24	sap  aMti
ch0002547	22	Ashtadhyayi	8.3.111	sap  aMti
ch0002547	23	Ashtadhyayi	8.4.58	sap  anti
ch0002547	24	Ashtadhyayi	8.4.68	sap  anti
ch0002548	0	Ashtadhyayi	1.3.1	svana~
ch0002548	1	Ashtadhyayi	1.3.2	svana~
ch0002548	2	Ashtadhyayi	1.3.9	svan
ch0002548	3	Ashtadhyayi	3.2.123	svan la~w
ch0002548	4	Ashtadhyayi	1.3.2	svan la~w
ch0002548	5	Ashtadhyayi	1.3.3	svan la~w
ch0002548	6	Ashtadhyayi	1.3.9	svan l
ch0002548	7	Ashtadhyayi	1.3.78	svan l
ch0002548	8	Ashtadhyayi	3.4.78	svan Ji
ch0002548	9	Ashtadhyayi	3.4.113	svan Ji
ch0002548	10	Ashtadhyayi	3.1.68	svan Sap Ji
ch0002548	11	Ashtadhyayi	1.3.3	svan Sap Ji
ch0002548	12	Ashtadhyayi	1.3.8	svan Sap Ji
ch0002548	13	Ashtadhyayi	1.3.9	svan a Ji
ch0002548	14	Ashtadhyayi	3.4.113	svan a Ji
ch0002548	15	Ashtadhyayi	1.2.4	svan a Ji
ch0002548	16	Ashtadhyayi	7.1.3	svan a anti
ch0002548	17	Ashtadhyayi	1.4.13	svan a anti
ch0002548	18	Ashtadhyayi	1.4.14	svan a anti
ch0002548	19	Ashtadhyayi	6.1.97	svan  anti
ch0002548	20	Ashtadhyayi	8.3.24	svan  aMti
ch0002548	21	Ashtadhyayi	8.3.111	svan  aMti
ch0002548	22	Ashtadhyayi	8.4.58	svan  anti
ch0002548	23	Ashtadhyayi	8.4.68	svan  anti
ch0002549	0	Ashtadhyayi	1.2.45	sArasI
ch0002549	1	Ashtadhyayi	4.1.2	sArasI Am
ch0002549	2	Ashtadhyayi	1.3.4	sArasI Am
ch0002549	3	Ashtadhyayi	1.1.73	sArasI Am
ch0002549	4	Ashtadhyayi	1.4.3	sArasI Am
ch0002549	5	Ashtadhyayi	1.1.73	sArasI Am
ch0002549	6	Ashtadhyayi	1.4.3	sArasI Am
ch0002549	7	Ashtadhyayi	7.1.54	sArasI nu~w Am
ch0002549	8	Ashtadhyayi	1.3.2	sArasI nu~w Am
ch0002549	9	Ashtadhyayi	1.3.3	sArasI nu~w Am
ch0002549	10	Ashtadhyayi	1.3.9	sArasI n Am
ch0002549	11	Ashtadhyayi	1.4.13	sArasI n Am
ch0002549	12	Ashtadhyayi	1.4.17	sArasI n Am
ch0002549	13	Ashtadhyayi	1.4.14	sArasI n Am
ch0002549	14	Ashtadhyayi	6.4.3	sArasI n Am
ch0002549	15	Ashtadhyayi	8.3.111	sArasI n Am
ch0002549	16	Ashtadhyayi	8.4.68	sArasI n Am
ch0002550	0	Ashtadhyayi	1.2.45	svarasAman
ch0002550	1	Ashtadhyayi	4.1.2	svarasAman os
ch0002550	2	Ashtadhyayi	1.3.4	svarasAman os
