anchor_key_slp1	dcs_lemma_id	dcs_lemma_iast	tier	evidence_count
atikrAntaBAvanIya	175505	atikrāntābhāvanīya	relaxed	1
atikrama	225793	atikrāma	relaxed	1
atiparI	157389	atipari	relaxed	1
atipraSru	201799	atiprasru	relaxed	3
atirAtra	216058	atīrātra	relaxed	1
atirUpa	215220	atirūpā	relaxed	1
atisravA	202420	atisrava	relaxed	4
attf	226511	āttṛ	relaxed	1
atyaH	209509	atyah	relaxed	1
atyaSana	7109	atyāśana	relaxed	2
atyupaDa	225120	atyupadhā	relaxed	1
atyupasevanA	199750	atyupasevana	relaxed	1
av	213593	āv	relaxed	1
avAkza	222384	avakṣā	relaxed	6
avAkza	222679	avakśā	relaxed	3
avArj	225580	avarj	relaxed	1
avIkASa	211027	avikāsa	relaxed	1
avaBAs	199146	avabhāṣ	relaxed	2
avaDUta	167475	avadhūtā	relaxed	1
avaDya	159538	avadhyā	relaxed	8
avaSyamBAvitva	169697	avaśyaṃbhāvitva	relaxed	1
avaca	212725	avāca	relaxed	1
avadF	159529	avadṛ	relaxed	28
avagF	159466	avagṛ	relaxed	2
avagF	214582	avagṛ	relaxed	1
avakzip	212878	avākṣip	relaxed	2
avalokana	54566	avalokanā	relaxed	1
avamya	172724	avāmya	relaxed	1
avanDya	211365	avandhyā	relaxed	1
avastF	159655	avastṛ	relaxed	42
avatF	159517	avatṛ	relaxed	584
avatsAra	220179	āvatsara	relaxed	1
avavad	225899	avāvad	relaxed	1
avazaNga	219874	avasaṅga	relaxed	1
avekz	202200	āvekṣ	relaxed	1
avekzA	221473	avekṣa	relaxed	4
aves	221658	aveṣ	relaxed	1
aviSramBa	214619	avisrambha	relaxed	1
avicCinnaM	206843	avicchinnam	relaxed	8
avikANkzA	214662	avikāṅkṣa	relaxed	1
avirAma	199365	avirama	relaxed	1
avisaraRA	202548	avisaraṇa	relaxed	1
avyADya	202526	avyadhya	relaxed	6
avyaBicarita	211919	avyabhicārita	relaxed	1
avyaktalakzaRa	209568	avyaktalakṣaṇā	relaxed	1
ay	213592	āy	relaxed	1
ayAcyamAnA	199670	ayācyamāna	relaxed	1
ayAcyamAnA	212238	ayācyāmāna	relaxed	1
ayAni	215216	āyanī	relaxed	2
ayaskAnta	222040	āyaskānta	relaxed	1
ayavat	210044	ayāvat	relaxed	2
azwAdaSa	203629	aṣṭadaśa	relaxed	1
azwAviMSati	165706	aṣṭaviṃśati	relaxed	8
bAlaBadraka	213690	balabhadraka	relaxed	2
bAnDava	223820	bandhava	relaxed	2
baDira	209338	badhirā	relaxed	1
bahizkAra	168781	bahiṣkara	relaxed	1
bahujAta	167238	bāhujāta	relaxed	1
bahukaRwA	166928	bahukaṇṭa	relaxed	1
bahukzama	210889	bahukṣamā	relaxed	1
bahumAnya	210039	bāhumānya	relaxed	3
balAQya	165914	balāḍhyā	relaxed	1
balAbala	208658	balābalā	relaxed	1
baqi	204153	bādi	relaxed	1
barbarIka	169150	barbarikā	relaxed	1
barbarIka	207626	barbarika	relaxed	1
barhAy	157531	barhay	relaxed	6
barhiSiKa	166051	barhiśikhā	relaxed	3
barhicUqA	207664	barhicūḍa	relaxed	1
bfhadbala	205935	bṛhadbalā	relaxed	2
bfhadgarBa	209586	bṛhadgarbhā	relaxed	1
bidAlikA	210915	biḍālikā	relaxed	2
bilaSAyin	174939	bilāśayin	relaxed	1
binduka	209258	bindukā	relaxed	1
bindukita	174952	bindukīṭa	relaxed	2
boDa	213169	bodhā	relaxed	1
brAhmaRAcCaMsya	225585	brāhmaṇācchaṃsyā	relaxed	1
brahmAyus	220316	brāhmāyus	relaxed	1
brahmaja	175126	brahmajā	relaxed	2
brahmakARqa	168447	brāhmakanda	relaxed	1
brahmasoma	175941	brahmasomā	relaxed	4
buka	205566	būka	relaxed	2
bula	224079	bulā	relaxed	2
cARqAlikASrama	217214	caṇḍālikāśrama	relaxed	1
cAruka	207920	carukā	relaxed	2
cArutA	166240	cāruṭā	relaxed	1
cAtakAy	205112	caṭakāy	relaxed	1
cAtuHzazwika	209085	catuḥṣaṣṭika	relaxed	1
cAturDAkAraRika	225819	cāturdhākaraṇika	relaxed	1
cAturhotriya	225215	cāturhotrīya	relaxed	1
cEkkasa	223380	caikkaśa	relaxed	1
cEtra	166545	caitrā	relaxed	6
cInAkarkawI	167657	cīnakarkaṭī	relaxed	1
cIqA	206089	cīḍa	relaxed	1
cIqA	211278	ciḍā	relaxed	1
cIrapattrikA	165980	cirapattrikā	relaxed	1
cIrin	217532	cirin	relaxed	1
cOla	170563	caulā	relaxed	1
caRqavikrama	209642	caṇḍavikramā	relaxed	1
cakAs	218796	cākaś	relaxed	12
calAy	159482	calay	relaxed	11
calAy	159483	cālay	relaxed	152
caluka	199270	cāluka	relaxed	1
camI	216516	cami	relaxed	1
candrarAja	205873	candrāraja	relaxed	1
candrasena	216676	candrasenā	relaxed	7
cap	215688	cāp	relaxed	1
carAcara	204775	carācarā	relaxed	1
carawa	199412	cāratā	relaxed	1
carcAy	156250	carcay	relaxed	36
caturvarga	168540	cāturvarga	relaxed	1
caturviDa	168398	cāturvidha	relaxed	1
caturviMSa	209569	caturviṃśā	relaxed	2
caturyuga	207927	cāturyuga	relaxed	1
catuzpAwI	217814	catuṣpati	relaxed	1
cavyaPala	166413	cavyaphalā	relaxed	1
cawikA	175022	cātikā	relaxed	7
cazaka	171401	cāṣaka	relaxed	1
cetAy	167537	cetay	relaxed	89
citrabarha	216968	citrabarhā	relaxed	1
citravarRa	203304	citravarṇā	relaxed	1
citta	173985	ciṭṭa	relaxed	1
corAy	156260	coray	relaxed	19
coza	209281	coṣā	relaxed	1
cullaka	173781	cullakā	relaxed	7
culukI	220805	culūkī	relaxed	1
dASamUlika	205802	daśamūlika	relaxed	1
dArSapUrRamAsika	225142	darśapūrṇamāsika	relaxed	1
dAsamIya	216879	dāśamīya	relaxed	1
dAtf	215950	datṛ	relaxed	1
dAti	213221	ḍati	relaxed	4
dAyI	215522	dayi	relaxed	1
dIkzaka	212054	dīkṣāka	relaxed	2
dIpya	166562	dīpyā	relaxed	4
dIrGapAda	174772	dīrghapādā	relaxed	1
dIrGarUpa	174770	dīrgharūpā	relaxed	1
dULaBa	86012	dūlabha	relaxed	1
dUrAntara	218154	durantara	relaxed	1
daMSa	223228	dāṃsa	relaxed	2
daRqaH	202850	dandah	relaxed	4
daSapAdI	218045	daśapadī	relaxed	2
dadAti	226068	dadati	relaxed	1
dakziRAvarta	210899	dakṣiṇāvartā	relaxed	2
dakziRakAlikA	175341	dakṣiṇākālikā	relaxed	1
dal	174566	dāl	relaxed	1
damAy	159409	damay	relaxed	29
darvIkara	203268	dārvīkara	relaxed	1
devadAlI	166830	devadāli	relaxed	4
devarAma	198856	devarāmā	relaxed	1
devaviSA	223988	devaviśa	relaxed	2
dfzwiviza	223183	dṛṣṭīviṣa	relaxed	2
diRqi	207981	ḍiṇḍi	relaxed	2
diRqin	211966	ḍiṇḍin	relaxed	1
dolAy	174247	dolay	relaxed	3
dolAy	221767	ḍolay	relaxed	1
dos	213816	doṣ	relaxed	1
drAvikA	172475	drāvika	relaxed	1
draQika	167090	drāḍhikā	relaxed	1
dram	169246	drāṃ	relaxed	9
dram	169562	draṃ	relaxed	5
dravay	161221	drāvay	relaxed	308
draviRavat	224869	draviṇāvat	relaxed	1
duHzvapnya	224159	duḥsvapnya	relaxed	2
duScAritra	168805	duścaritra	relaxed	2
duScara	208757	duścāra	relaxed	1
dugDa	205746	dugdhā	relaxed	1
durRaSa	205976	durnāsa	relaxed	1
durakza	211532	dūrakṣa	relaxed	1
durduhA	85538	durduha	relaxed	3
durgama	198590	durgamā	relaxed	1
durganDa	168976	durgandhā	relaxed	4
durgraha	167642	durgrāha	relaxed	1
durleKa	210951	durlekhā	relaxed	1
durmantraRA	201050	durmantraṇa	relaxed	1
duruttara	171828	duruttāra	relaxed	2
durvaca	214585	durvāca	relaxed	1
durvacaka	209135	durvācaka	relaxed	1
durvaha	166134	durvāha	relaxed	1
durvizahya	171926	durvisahya	relaxed	1
duzparihara	209202	duṣparihāra	relaxed	1
dvIpaKarjurI	166879	dvīpakharjūrī	relaxed	1
dvipeSvara	208275	dvīpeśvara	relaxed	6
dvistAvA	225264	dvistāva	relaxed	2
dvistanA	225421	dviṣṭana	relaxed	2
dyAvApfTivIya	220553	dyāvāpṛthivīyā	relaxed	5
dyotana	224234	dyotāna	relaxed	1
dyutilA	200720	dyutila	relaxed	1
ekAdaSaviDa	198975	ekādaśāvidha	relaxed	1
ekAdaSikA	209416	ekādaśika	relaxed	2
ekAdaSini	39509	ekādaśinī	relaxed	39
ekAkzara	217117	ekākṣarā	relaxed	3
ekEzikA	205908	ekaiṣīkā	relaxed	2
ekayama	204872	ekāyāma	relaxed	2
elAyati	216315	elayati	relaxed	1
etAvat	223919	etavat	relaxed	1
etat	220723	etāt	relaxed	1
ez	215660	eś	relaxed	1
ftavat	223503	ṛtāvat	relaxed	2
ftucaryA	175442	ṛtucarya	relaxed	1
ftuzWAyajYAyajYIya	224989	ṛtusthāyajñāyajñiya	relaxed	1
fzidatta	211894	ṛṣidattā	relaxed	22
gAnDAraka	218564	gandhāraka	relaxed	1
gAnDArikA	165820	gandhārikā	relaxed	1
gAnDinI	130068	gandhinī	relaxed	1
gArtaka	176195	gartaka	relaxed	15
gOlya	166123	gaulyā	relaxed	1
gOpAlAyana	221600	gaupalāyana	relaxed	1
gOqIya	176761	gauḍīyā	relaxed	4
gOrila	169519	gaurilā	relaxed	1
gUQaPala	163693	gūḍhaphalā	relaxed	1
gaRADyakza	209341	gaṇādhyakṣā	relaxed	1
gaRatva	223285	gaṇatvā	relaxed	1
gaReSvara	204393	gāṇeśvara	relaxed	2
gahanezWa	222685	gahaneṣṭhā	relaxed	1
gajaBakzyA	166320	gajabhakṣya	relaxed	1
galAnta	221046	galanta	relaxed	1
galagraha	174786	galagrāha	relaxed	1
gamBArI	175349	gāmbhārī	relaxed	2
gamita	172596	gamitā	relaxed	1
ganDAlA	175088	gandhāla	relaxed	1
ganDakusumA	210466	gandhakusuma	relaxed	1
ganDamAlya	174428	gandhamālyā	relaxed	2
garBaDarA	174644	garbhādhāra	relaxed	1
gayin	226357	gāyin	relaxed	1
gfDravaktrA	217076	gṛdhravaktra	relaxed	1
girizWA	211581	giriṣṭha	relaxed	1
glapay	170781	glāpay	relaxed	4
godAna	207322	godana	relaxed	1
gom	214029	goṃ	relaxed	2
gomUtrikA	217126	gomūtrika	relaxed	1
gopuwA	166132	gopuṭa	relaxed	2
goramBa	176334	gorambhā	relaxed	8
gorocanA	169268	gorocana	relaxed	6
grAhavat	223946	grahavat	relaxed	1
grAhin	209172	grahin	relaxed	2
grAmasUkara	174731	grāmaśūkara	relaxed	1
grIzmasundara	173512	grīṣmasundarā	relaxed	5
grasana	174258	grāsana	relaxed	1
guRAvarA	226413	guṇavarā	relaxed	21
guRikf	171162	guṇīkṛ	relaxed	18
guggulu	219968	guggulū	relaxed	1
gulgulu	220703	gulgulū	relaxed	1
gurUkf	220129	gurukṛ	relaxed	105
guruDI	176607	gurudhi	relaxed	1
hAlinI	109258	halinī	relaxed	11
hAnumata	208136	hanūmata	relaxed	1
hOtASani	209326	hautāśanī	relaxed	1
haMsaka	212810	haṃsakā	relaxed	1
haladIkA	211254	haladikā	relaxed	1
halahalaka	169187	hālāhalaka	relaxed	1
halin	208765	hālin	relaxed	1
harapura	208945	hārapura	relaxed	1
hariSara	168813	harisārā	relaxed	1
haridrika	166644	haridrikā	relaxed	1
haritAla	201305	haritālā	relaxed	2
harza	215801	harṣā	relaxed	1
hasinI	109472	hāsinī	relaxed	1
him	169188	hīṃ	relaxed	27
hlAda	207768	hlādā	relaxed	1
hrAm	169221	hrāṃ	relaxed	37
hrAm	169850	hraṃ	relaxed	10
hrAsi	210927	hrāsī	relaxed	1
hrIm	168149	hrīṃ	relaxed	212
hrOm	170512	hrauṃ	relaxed	9
hrasvANga	168997	hrasvāṅgā	relaxed	1
huMkArI	169897	hūṃkārī	relaxed	1
hvAya	166462	hvaya	relaxed	17
iDra	224629	īdhra	relaxed	1
idaMpratyaya	220045	idampratyaya	relaxed	1
ikzuka	211938	ikṣukā	relaxed	1
ikzura	169131	ikṣurā	relaxed	3
indUra	200101	indura	relaxed	1
indrAhva	175175	indrāhvā	relaxed	3
indrayava	166258	indrayavā	relaxed	3
itvara	63214	itvarā	relaxed	1
iyas	213859	īyas	relaxed	3
izya	222912	iṣyā	relaxed	1
jAgarikA	211775	jāgarika	relaxed	1
jAgf	214972	jāgr	relaxed	1
jAlapadI	218448	jalapadī	relaxed	1
jAray	161081	jaray	relaxed	49
jAsi	214814	jasi	relaxed	2
jAtUkarRya	88689	jātukarṇya	relaxed	3
jAtodaka	208535	jaṭodakā	relaxed	1
jAwAsuri	212701	jaṭāsuri	relaxed	3
jAyampatI	88810	jāyampati	relaxed	1
jIvI	213267	jīvi	relaxed	1
jYAtADarmakaTA	218648	jñātadharmakathā	relaxed	1
jagatIpati	201647	jagatipati	relaxed	1
jalAnila	205249	jalanīla	relaxed	4
jalaDisamBava	168244	jaladhisambhavā	relaxed	1
jalaPala	206063	jālaphalā	relaxed	1
jalaSayana	174103	jalaśāyana	relaxed	1
jalabindujA	174273	jālabindujā	relaxed	1
jalajAta	174431	jalajātā	relaxed	1
jalaruha	174430	jalaruhā	relaxed	1
jalasrAva	206398	jalāsrava	relaxed	1
jambukeSa	208898	jambūkeśa	relaxed	1
jambumAlin	202210	jambūmālin	relaxed	2
janIsuta	208137	janisuta	relaxed	1
janakanandinI	87540	janakanandini	relaxed	5
janitra	224886	jānitra	relaxed	1
janizWa	167274	janiṣṭhā	relaxed	1
japyeSvara	212218	jāpyeśvara	relaxed	1
jarayitf	224878	jarāyitṛ	relaxed	1
jarjarIka	217097	jarjarikā	relaxed	1
jatumuKa	167252	jatūmukha	relaxed	1
jfmBaka	205507	jṛmbhakā	relaxed	1
jihvAvant	217417	jīhvāvant	relaxed	2
jivri	223677	jīvrī	relaxed	1
jvalinI	95469	jvālinī	relaxed	18
jyezWAmalaka	166159	jyeṣṭhāmālaka	relaxed	1
jyotA	223067	jyota	relaxed	3
kAMsyamakzika	203460	kāṃsyamākṣika	relaxed	1
kAReri	169507	kānerī	relaxed	1
kAReri	169508	kaṇerī	relaxed	1
kARqviya	221588	kāṇḍvīya	relaxed	1
kAYcanakzIrI	202710	kāñcanaksīrī	relaxed	1
kAYcanikA	222100	kāñcanika	relaxed	1
kAcCika	198624	kācchīka	relaxed	1
kAkAkzi	211389	kākākṣī	relaxed	1
kAkadanti	206071	kākadantī	relaxed	1
kAkajaNGA	209803	kākajaṅgha	relaxed	1
kAkapIluka	206268	kākapīlukā	relaxed	1
kAkapada	210528	kākapāda	relaxed	1
kAkatuRqa	165785	kākatuṇḍā	relaxed	4
kAkuvAc	174750	kakuvāc	relaxed	1
kAlAYjana	218523	kālañjana	relaxed	1
kAlAtIta	209596	kalātītā	relaxed	1
kAlamAla	172693	kālamālā	relaxed	1
kAlavaktra	170505	kālavaktrā	relaxed	1
kAleyaka	211257	kāleyakā	relaxed	1
kAmAnaSana	207315	kāmanāśana	relaxed	5
kAmAyanI	225158	kāmāyānī	relaxed	1
kAntArI	173608	kaṇṭārī	relaxed	3
kAntika	217024	kāntīka	relaxed	1
kApiYjali	209801	kapiñjali	relaxed	1
kApilavastava	176674	kāpilavāstava	relaxed	5
kAraRqava	226108	kāraṇḍavā	relaxed	1
kAraskara	225202	karaskara	relaxed	3
kArmArika	211137	kārmārikā	relaxed	1
kArmaRa	224504	karmaṇa	relaxed	1
kAvazeya	222658	kāvaśeya	relaxed	1
kAvyAlaMkAra	226465	kāvyālaṃkārā	relaxed	5
kAzWIrasa	166751	kāṣṭhīrasā	relaxed	1
kAzWoqumbarikA	173276	kāṣṭhodumbarikā	relaxed	12
kIrtisena	226277	kīrtisenā	relaxed	28
kOYji	167223	kauñjī	relaxed	1
kOlIni	216721	kaulinī	relaxed	1
kOlawera	134019	kaulaṭerā	relaxed	1
kOlaweya	218317	kaulateya	relaxed	2
kUrcAmuKa	217175	kūrcamukha	relaxed	1
kUwaraRa	168884	kuṭaraṇā	relaxed	2
kaPelU	210669	kaphelu	relaxed	1
kaRqAnaka	208815	kaṇḍanaka	relaxed	1
kaRwakAQya	210501	kaṇṭakāḍhyā	relaxed	1
kaRwala	170422	kaṇṭāla	relaxed	1
kaWara	166042	kātharā	relaxed	3
kaWilla	206074	kaṭhillā	relaxed	1
kacCuGnI	165936	kacchūghnī	relaxed	2
kajjalI	173520	kajjali	relaxed	1
kakKawa	484	kakkhaṭā	relaxed	1
kalAtattva	168470	kālatattva	relaxed	1
kalaBavallaBa	175109	kalabhavallabhā	relaxed	1
kalaMjaya	213691	kālaṃjaya	relaxed	1
kalaMjaya	214118	kālaṃjaya	relaxed	2
kalahAy	209109	kalahay	relaxed	4
kalinI	22912	kālinī	relaxed	4
kalipriya	209621	kalipriyā	relaxed	1
kalmAzI	165878	kālmāṣī	relaxed	1
kalpAy	156177	kalpay	relaxed	1092
kamalAsana	209271	kamalāsanā	relaxed	1
kamalaka	208763	kāmalaka	relaxed	1
kambalI	172543	kambali	relaxed	1
kampAy	157859	kampay	relaxed	143
kandalikA	222116	kandalīka	relaxed	1
kandavallI	173543	kāṇḍavallī	relaxed	1
kandodBavA	168744	kāṇḍodbhavā	relaxed	1
kaparda	209270	kapardā	relaxed	1
kapilavastu	210038	kapilavāstu	relaxed	5
kapirasAQyA	166969	kapirasāḍhya	relaxed	1
karAlI	170378	kāralī	relaxed	1
karIkf	219603	karikṛ	relaxed	9
karIzAgni	175194	kariṣāgni	relaxed	1
karaBI	168720	kārabhī	relaxed	1
karaRqaka	200838	kāraṇḍaka	relaxed	1
karaYjaka	176503	kārañjaka	relaxed	1
karadI	201964	kāraḍi	relaxed	1
karakawa	174729	kārakatā	relaxed	1
karanTa	217019	karaṇṭha	relaxed	1
karasi	205008	karasī	relaxed	1
karavIrAkara	172123	karavīrakara	relaxed	1
kariBa	174080	karībha	relaxed	1
karitva	167932	kāritva	relaxed	11
karmaRi	206196	karmaṇī	relaxed	1
karmaka	210491	kārmaka	relaxed	1
karpara	207345	kārpara	relaxed	1
kavapaTa	226484	kavāpatha	relaxed	1
kavyavAhana	225854	kāvyavāhana	relaxed	1
kayAnIya	224668	kayānīyā	relaxed	2
kazAyaka	213596	kāṣāyaka	relaxed	1
keSamuzwika	163695	keśamuṣṭikā	relaxed	1
keSawa	202461	keśatā	relaxed	1
kelAy	221733	kelay	relaxed	1
kelika	216577	kelikā	relaxed	2
kembuka	173713	kembūka	relaxed	1
kerala	209815	keralā	relaxed	2
ketana	208632	ketanā	relaxed	3
kevikA	166442	kevika	relaxed	1
kfSalaka	220280	kṛśālaka	relaxed	1
kfzRAkza	215745	kṛṣṇākṣā	relaxed	2
kfzRAmftamahArRava	215159	kṛṣṇāmṛtamaharṇava	relaxed	1
kfzRabIja	206061	kṛṣṇabījā	relaxed	2
kfzRajIra	168717	kṛṣṇajīrā	relaxed	2
kfzRikA	207823	kṛṣṇika	relaxed	1
kfzwi	173654	kṛṣṭī	relaxed	26
kiYculuka	206528	kiñculūka	relaxed	1
kimpala	222008	kiṃpala	relaxed	1
kimpuruzIkf	206767	kiṃpuruṣīkṛ	relaxed	1
klam	169342	klāṃ	relaxed	1
koSaDAnya	174567	koṣadhānya	relaxed	1
kokilapriya	168834	kokilapriyā	relaxed	1
konAka	173617	koṇaka	relaxed	4
kopAy	161642	kopay	relaxed	100
kowikAsya	199598	koṭikāśya	relaxed	9
kowitIrTa	207023	koṭītīrtha	relaxed	1
kowitama	220423	koṭītama	relaxed	10
krA	214699	kra	relaxed	1
krEqinIyA	225099	kraiḍinīya	relaxed	1
krILi	133926	krīli	relaxed	1
krOYcapadA	175881	krauñcapāda	relaxed	7
krOYcapadI	217212	krauñcapādī	relaxed	1
krOYcika	173370	krauñcikā	relaxed	14
krOqi	167873	krauḍī	relaxed	1
kraT	170933	krāth	relaxed	1
kram	203939	krāṃ	relaxed	2
kramaka	166759	krāmaka	relaxed	27
kramaka	203781	krāmaka	relaxed	3
kramuka	201832	krāmuka	relaxed	1
kuNkuma	174435	kuṅkumā	relaxed	1
kuRqana	217047	kundana	relaxed	1
kuSaya	225584	kusaya	relaxed	1
kubjapuzpa	173839	kubjapuṣpā	relaxed	1
kucEla	207321	kucailā	relaxed	2
kucara	216957	kucarā	relaxed	1
kudumbarI	204471	kuḍumbarī	relaxed	1
kukkusa	216975	kukkuśa	relaxed	1
kukuna	206386	kukūṇa	relaxed	2
kukura	198824	kūkura	relaxed	1
kulAhala	163694	kulahala	relaxed	4
kulava	210567	kulāva	relaxed	1
kulay	159431	kūlay	relaxed	2
kumArahArita	217398	kumāraharita	relaxed	2
kundapuzpa	168188	kuṇḍapuṣpa	relaxed	1
kupuruza	212828	kupūruṣa	relaxed	1
kurakA	211352	kuraka	relaxed	2
kurutAvi	221942	kuruṭāvi	relaxed	1
kuruvinda	163712	kuruvindā	relaxed	1
kusuta	213885	kusūta	relaxed	1
kutTa	201675	kutthā	relaxed	1
kuwala	204395	kutala	relaxed	1
kuwapinI	166615	kūṭapinī	relaxed	1
kuwilI	220809	kutilī	relaxed	1
kuwumba	166392	kutumbā	relaxed	1
kuwumbaka	169122	kutumbaka	relaxed	5
kuwumbika	166391	kutumbikā	relaxed	2
kuwwI	226343	kuṭṭi	relaxed	1
kuwwIra	166108	kuṭṭira	relaxed	1
kvaTana	222015	kvāthana	relaxed	1
kzApay	167097	kṣapay	relaxed	161
kzIRatarA	204112	kṣīṇatara	relaxed	3
kzIrakARqaka	170945	kṣīrakandaka	relaxed	9
kzIravaha	209000	kṣīravahā	relaxed	1
kzIyati	226093	kṣiyati	relaxed	1
kzarin	223956	kṣārin	relaxed	2
kzudrAmlA	176243	kṣudrāmla	relaxed	1
kzudraka	169137	kṣudrakā	relaxed	1
kzudrakaRwArikA	169043	kṣudrakaṇṭarikā	relaxed	1
kzudrapattrA	166557	kṣudrapattra	relaxed	2
kzudrataRqula	207792	kṣudrataṇḍulā	relaxed	1
kzuraka	205493	kṣūraka	relaxed	1
kzutkarI	205061	kṣutkārī	relaxed	1
lANgUlin	166058	lāṅgulin	relaxed	1
lAkzaRika	202245	lakṣaṇika	relaxed	2
lAlavat	206716	lālāvat	relaxed	1
lIna	209295	līnā	relaxed	1
lIyanA	214370	līyana	relaxed	1
lUna	201306	luṇa	relaxed	3
lajjAy	159186	lajjay	relaxed	4
lakula	212185	lākula	relaxed	1
lalAwya	217174	lālāṭya	relaxed	1
lalajjihva	165923	lalajjihvā	relaxed	1
lalalla	219329	lalallā	relaxed	1
lavaRay	204273	lavaṇāy	relaxed	1
lawvAkA	220814	laṭvāka	relaxed	1
lawwa	173683	laṭṭā	relaxed	2
layakAla	212042	layākala	relaxed	1
leKAy	158443	lekhay	relaxed	30
lipsita	205508	lipsitā	relaxed	1
loBa	222045	lobhā	relaxed	1
loBanIya	205684	lobhanīyā	relaxed	3
lohari	207281	lohāri	relaxed	1
lohitakzaya	206647	lohitakṣayā	relaxed	1
loqa	166246	loḍā	relaxed	1
mADavasena	211460	mādhavasenā	relaxed	1
mAMsala	203981	māṃsalā	relaxed	1
mAMsalaPalA	168612	māṃsalaphala	relaxed	1
mAYjizWI	223341	mañjiṣṭhī	relaxed	1
mAcikA	206661	mācīka	relaxed	3
mAhAtmika	170045	mahātmika	relaxed	1
mAheya	225255	maheya	relaxed	1
mAkanda	219841	makanda	relaxed	1
mAlawa	173025	malatā	relaxed	1
mAnTAla	210010	manthāla	relaxed	1
mAnin	215457	manin	relaxed	1
mAqAdruma	166339	māḍadruma	relaxed	1
mArkawika	204047	markaṭikā	relaxed	2
mArutApaha	210952	mārutāpahā	relaxed	1
mAtaMgaka	170239	mataṃgaka	relaxed	1
mAtftIrTa	208053	matṛtīrtha	relaxed	1
mAtsarya	174928	matsarya	relaxed	1
mAtu	213708	matu	relaxed	15
mAyAtantra	218041	mayatantra	relaxed	1
mAyika	212879	mayikā	relaxed	2
mInapucCa	210635	mīnapucchā	relaxed	1
mOkali	172422	maukalī	relaxed	1
mOzwA	203774	mausta	relaxed	3
mOzwika	201453	maustika	relaxed	1
mUtrAsAda	204786	mūtrasāda	relaxed	2
mUzAkarRI	177047	mūṣakarṇī	relaxed	2
maDUzita	174535	madhusitā	relaxed	1
maDudrava	204011	madhudravā	relaxed	3
maDumakzikA	206158	madhumākṣika	relaxed	1
maDyamezA	209755	madhyameśa	relaxed	3
maNgalASAstra	218390	māṅgalaśāstra	relaxed	1
maNgalyaka	174015	māṅgalyaka	relaxed	1
maRIcaka	208555	māṇīcaka	relaxed	1
maRikundala	217110	maṇikuṇḍalā	relaxed	1
maRqIlaka	221486	maṇḍilaka	relaxed	7
maRqala	27080	maṇḍalā	relaxed	1
maYjizWAmeha	204808	māñjiṣṭhameha	relaxed	3
maYjizWAmehin	207287	māñjiṣṭhamehin	relaxed	1
madAvat	217394	madavat	relaxed	6
madamattA	166289	madamatta	relaxed	1
madavIrya	168815	madavīryā	relaxed	1
mahABaya	169323	mahābhayā	relaxed	1
mahASyAmA	206218	mahāśyāma	relaxed	1
mahAdaRqa	165929	mahādaṇḍā	relaxed	1
mahAdroRA	169113	mahādroṇa	relaxed	1
mahAgarBa	209564	mahāgarbhā	relaxed	1
mahAkoSa	211290	mahākoṣā	relaxed	1
mahApUta	173451	mahāpuṭa	relaxed	17
mahArRava	204589	mahārṇavā	relaxed	1
mahAramBa	168967	mahārambhā	relaxed	1
mahAsuDA	207238	mahāsudha	relaxed	1
mahAtejas	172847	mahatejas	relaxed	1
mahAvfza	223514	māhāvṛṣa	relaxed	3
mahattarikA	209114	mahattarika	relaxed	1
mahenadi	222754	mahenadī	relaxed	1
mahidatta	223935	mahīdatta	relaxed	1
mahotpala	175641	mahotpalā	relaxed	2
majjAmeha	207288	majjameha	relaxed	2
majjAsAra	168734	majjasāra	relaxed	2
majjUka	224369	majjukā	relaxed	1
maliha	224107	malihā	relaxed	2
malinI	79507	mālinī	relaxed	48
manAy	157957	mānay	relaxed	329
manTAnikA	217109	manthanikā	relaxed	1
manaskAra	209782	manaskara	relaxed	1
mandAcAra	225733	maṇḍacara	relaxed	1
mandodarI	217104	maṇḍodarī	relaxed	1
mantA	167442	mānta	relaxed	2
marda	207387	mārda	relaxed	3
marmarIka	37183	marmarikā	relaxed	2
marqitf	212501	marditṛ	relaxed	1
mat	215868	maṭ	relaxed	1
mataMginI	168443	mātaṃginī	relaxed	4
matsyaRqI	204094	matsyāṇḍī	relaxed	1
mattAkrIqA	221643	mattākrīḍa	relaxed	1
meGAnandA	175136	meghānanda	relaxed	1
meGa	208635	meghā	relaxed	1
meTizWa	224335	methiṣṭhā	relaxed	1
melaka	204479	melakā	relaxed	1
menAjA	209016	menajā	relaxed	1
mfduPala	168751	mṛduphalā	relaxed	1
mfdusArA	166341	mṛdusāra	relaxed	1
mfgANka	209652	mṛgāṅkā	relaxed	1
mfgaripu	218251	mṛgāripu	relaxed	1
mfgya	198896	mṛgyā	relaxed	1
mfta	207180	mṛtā	relaxed	1
mftyupuzpa	210880	mṛtyupuṣpā	relaxed	1
miSraRa	201717	miśraṇā	relaxed	1
miSraka	215114	miśrakā	relaxed	5
mlapay	203059	mlāpay	relaxed	5
modaka	209780	modāka	relaxed	1
muKapriya	173957	mukhapriyā	relaxed	1
muKeBagA	212685	mukhebhaga	relaxed	1
muRqIrI	205666	muṇḍirī	relaxed	1
muktabanDa	170894	muktabandhā	relaxed	1
mumUrzA	174994	mumūrṣa	relaxed	1
mumUrzu	174233	mumurṣu	relaxed	1
municCada	174656	municchadā	relaxed	2
