anchor_key_slp1	dcs_lemma_id	dcs_lemma_iast	tier	evidence_count
uzwra	168678	uṣṭrā	relaxed	1
vARavat	217328	vanavat	relaxed	1
vAguli	210823	vāgulī	relaxed	3
vAjasaneya	168005	vājasaneyā	relaxed	1
vAjasaneyibrAhmaRa	224242	vājasaneyībrāhmaṇa	relaxed	1
vAjidanta	165864	vājidantā	relaxed	1
vAkpaTa	209265	vākpathā	relaxed	1
vAlaDi	225781	vāladhī	relaxed	1
vAlu	200934	vālū	relaxed	1
vAlukAyantra	174215	vālukayantra	relaxed	3
vAmAvarta	165806	vāmāvartā	relaxed	2
vArAhatIrTa	212217	varāhatīrtha	relaxed	1
vAraRI	211381	varaṇī	relaxed	2
vAraRavusA	210842	vāraṇavuśā	relaxed	1
vArija	209649	vārijā	relaxed	1
vArimant	219624	varimant	relaxed	2
vArzI	216286	varṣi	relaxed	1
vArzaparvaRa	214091	vārṣapārvaṇa	relaxed	1
vAsayitf	226233	vaśayitṛ	relaxed	1
vAtahA	173684	vaṭahā	relaxed	1
vAtsapra	225117	vatsapra	relaxed	1
vEdArva	223635	vaidarva	relaxed	2
vEdarBa	175753	vaidarbhā	relaxed	1
vEdehika	172799	vaidehikā	relaxed	1
vEpraSnika	217044	vaiprāśnika	relaxed	2
vErAja	199036	vairaja	relaxed	1
vEriRi	120366	vairiṇī	relaxed	7
vIraBadra	209340	vīrabhadrā	relaxed	1
vIrapatrA	169969	vīrapātra	relaxed	1
vIryavattama	224401	vīryāvattama	relaxed	4
vIryavattara	224433	vīryāvattara	relaxed	3
vIvaDin	225651	vivadhin	relaxed	1
vIwamuKa	201761	vīṭāmukha	relaxed	1
vaDI	214925	vadhi	relaxed	1
vaNgaja	205079	vaṅgajā	relaxed	1
vaNkAlA	211078	vaṅkāla	relaxed	3
vaSanI	165782	vāsanī	relaxed	1
vaSitva	164184	vāsitva	relaxed	2
vahedaka	167012	vaheḍaka	relaxed	2
vahinI	47161	vāhinī	relaxed	319
vahnicUqa	210881	vahnicūḍā	relaxed	1
vahnimitra	173372	vahnimitrā	relaxed	11
vajira	207317	vājira	relaxed	2
vajradaMzwra	174942	vajradaṃṣṭrā	relaxed	1
vajradaRqa	209662	vajradaṇḍā	relaxed	1
vajratuRqa	171496	vajratuṇḍā	relaxed	2
vakAra	208848	vākāra	relaxed	1
vakradanta	167188	vakradantā	relaxed	1
valaBikA	203244	valabhika	relaxed	1
valavat	226047	vālavat	relaxed	1
valinI	46825	vālinī	relaxed	1
valina	211744	vālina	relaxed	1
vallikA	177135	vallīka	relaxed	3
vamanakalpa	215619	vāmanakalpa	relaxed	1
vamrI	224816	vamri	relaxed	1
vaqavAmuKa	201242	vaḍavāmukhā	relaxed	3
varAhakarRikA	205185	vārāhakarṇikā	relaxed	1
varRada	167276	varṇadā	relaxed	1
varaRaka	172712	vāraṇaka	relaxed	2
varatikta	211269	varatiktā	relaxed	1
varatiktaka	166858	varatiktakā	relaxed	1
varcAy	222991	varcay	relaxed	1
varja	166603	vārja	relaxed	1
varttaloha	173977	vārttāloha	relaxed	1
varuRaka	200134	vāruṇaka	relaxed	1
varzIya	217323	vārṣīya	relaxed	1
vasIyas	222628	vaśīyas	relaxed	2
vasavya	224827	vāsavya	relaxed	2
vasizWasaMhitA	215245	vaśiṣṭhasaṃhitā	relaxed	1
vasupraBA	217061	vasuprabha	relaxed	1
vasuprada	209653	vasupradā	relaxed	1
vatsavant	225493	vatsāvant	relaxed	1
vaweSvara	208302	vāteśvara	relaxed	2
vawuka	174585	vātūka	relaxed	1
vayI	213533	vayi	relaxed	2
vayojU	69002	vayoju	relaxed	1
veDanI	201311	veḍhanī	relaxed	6
veRIskanDa	200123	veṇiskandha	relaxed	1
vfScikapattrikA	175882	vṛścikāpattrikā	relaxed	3
vfdDavasizWa	215417	vṛddhavaśiṣṭha	relaxed	1
vfjana	142738	vṛjanā	relaxed	2
vfkzaruhA	165915	vṛkṣāruhā	relaxed	1
vfttapuzpa	166172	vṛttapuṣpā	relaxed	4
vfttatuRqa	168893	vṛttatuṇḍā	relaxed	1
vfttika	205359	vṛttikā	relaxed	9
vftya	216967	vṛtyā	relaxed	1
vfzaBitA	223488	vṛṣabhita	relaxed	2
vfzaRI	168686	vṛṣāṇī	relaxed	1
vfzayu	226474	vṛṣāyu	relaxed	1
viBUzA	226513	vibhūṣa	relaxed	1
viBaktika	204929	vibhaktikā	relaxed	3
viDAtfkA	211181	vidhātṛka	relaxed	1
viDAyIkA	215732	vidhāyika	relaxed	1
viMSatika	203880	viṃśatikā	relaxed	1
viSakaRWI	174877	viṣakaṇṭhī	relaxed	1
viSalyasamBava	205949	viśalyāsambhava	relaxed	1
viSvAcI	139386	viśvāci	relaxed	28
viSvadevyAvat	223947	viśvadevyavat	relaxed	18
vidF	171376	vidṛ	relaxed	70
vidalikA	206136	vidālikā	relaxed	1
viday	219478	vīḍay	relaxed	22
vidiv	222292	vidīv	relaxed	4
vidyutA	199029	vidyuta	relaxed	6
viganDa	207789	vigandhā	relaxed	1
vigfhyasamBAzA	207598	vigṛhyasaṃbhāṣā	relaxed	1
vigrahay	216805	vigrāhay	relaxed	4
vihAya	212718	vihaya	relaxed	1
vihaga	177020	vihagā	relaxed	2
vikarRI	173408	vikarṇi	relaxed	4
vikarzaRa	202846	vikarśana	relaxed	1
vikarzaRa	217388	vikarśana	relaxed	1
vilaNga	168713	vilaṅgā	relaxed	2
vimanAy	163521	vimānay	relaxed	31
vimuRqA	212193	vimuṇḍa	relaxed	1
vinI	215877	vini	relaxed	2
vinidra	200925	vinidrā	relaxed	1
vipaNka	202083	vipaṅkā	relaxed	1
vipadA	199294	vipāda	relaxed	1
vipadI	166274	vipādī	relaxed	2
vipanyA	210266	vipaṇya	relaxed	1
viparyata	203746	viparyaṭa	relaxed	1
vipiS	200845	vipiṣ	relaxed	4
vipluta	203637	viplutā	relaxed	4
viraR	215807	virāṇ	relaxed	1
visaMjYAgati	221937	visaṃjñāgatī	relaxed	2
visalyaka	212265	viśalyaka	relaxed	1
visrAvin	171240	viśrāvin	relaxed	2
vistAraRa	199279	vistaraṇa	relaxed	2
vistaraka	208884	vistāraka	relaxed	1
visvap	224581	viṣvap	relaxed	2
vitF	163325	vitṛ	relaxed	130
vitardikA	223957	vitardika	relaxed	1
vitastadatta	219790	vitastādatta	relaxed	1
vitula	223615	vitūla	relaxed	1
vivadana	208114	vivādana	relaxed	1
vivalanA	217559	vivalana	relaxed	1
viwapriya	210934	viṭapriyā	relaxed	1
viyati	213575	vīyati	relaxed	1
viyati	218949	viyāti	relaxed	1
viyu	223766	viyū	relaxed	1
vizAntaka	208875	viśāntaka	relaxed	1
vizOzaDI	210921	viṣauṣadhi	relaxed	1
vizaNga	209630	visaṅgā	relaxed	1
vizamuzwika	175075	viṣamuṣṭikā	relaxed	4
viziv	223972	viṣīv	relaxed	6
vizwika	165881	viṣṭikā	relaxed	2
vrAji	214953	vraji	relaxed	1
vratavat	216895	vrātavat	relaxed	1
vyABAz	200868	vyābhaṣ	relaxed	4
vyADAy	203225	vyadhay	relaxed	9
vyADAy	224654	vyādhay	relaxed	1
vyAkf	217564	vyākṝ	relaxed	4
vyApAdya	225294	vyapādya	relaxed	2
vyAyata	176655	vyāyatā	relaxed	1
vyapAkfta	198886	vyapakṛta	relaxed	1
vyatitF	164519	vyatitṛ	relaxed	1
vyavakF	164579	vyavakṛ	relaxed	4
vyavasfj	216918	vyavāsṛj	relaxed	1
vyoza	166505	vyoṣā	relaxed	1
waNkAnaka	174592	ṭaṅkaṇaka	relaxed	11
weRwuka	166179	ṭeṇṭūka	relaxed	1
wiRwiRi	172408	tintiṇī	relaxed	4
wuppikA	216150	ṭuppika	relaxed	1
yATAkaTAca	215833	yathākathāca	relaxed	1
yATAtaTya	200462	yathātathya	relaxed	2
yAcYA	224300	yācña	relaxed	1
yAminI	73963	yaminī	relaxed	4
yAmyam	219543	yaṃyam	relaxed	1
yAvattmUtam	225902	yavattmūtam	relaxed	1
yUTikA	224818	yūthika	relaxed	1
yaTAsaMKyam	203835	yathāsaṃkhyām	relaxed	1
yakzAvAsa	168827	yakṣavāsa	relaxed	1
yamAy	160335	yāmay	relaxed	4
yamAy	172617	yamay	relaxed	42
yamajihvA	208778	yamajihva	relaxed	1
yamapawwikA	226375	yamapaṭṭika	relaxed	1
yavAsaka	173742	yavaśāka	relaxed	4
yavaPala	203278	yavaphalā	relaxed	1
yavalaka	203345	yavālaka	relaxed	1
yavanAlaja	207416	yāvanālaja	relaxed	1
yavanaka	205340	yavānaka	relaxed	4
yavay	158432	yāvay	relaxed	32
yavika	172721	yavikā	relaxed	1
yazwIpuzpa	206209	yaṣṭipuṣpa	relaxed	1
yoDana	224848	yodhanā	relaxed	1
yogaja	209576	yogajā	relaxed	1
yogeSa	209311	yogeśā	relaxed	1
yojanika	169602	yojanikā	relaxed	9
yudDa	209266	yuddhā	relaxed	1
yugAvarta	209666	yugāvartā	relaxed	1
yugaMDara	209675	yugaṃdharā	relaxed	1
yugya	205672	yugyā	relaxed	1
yuktikfta	201514	yuktīkṛta	relaxed	1
yut	213803	yuṭ	relaxed	1
zawcaraRa	174924	ṣaṭcaraṇā	relaxed	1
zawzazwi	175403	ṣaṭsaṣṭi	relaxed	1
zica	213893	sica	relaxed	2
