mandala	sukta	verse	pada_letter	pratika	match_status	elizarenkova_ref	rvlinks_anchor	pratika_verified_in_elizarenkova
1	30	19	c	pari dyām anyad īyate	joined	samudra:01_rigveda.no_tags#30.19	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.19	y
1	30	20	a	kas ta uṣaḥ kadhapriye	joined	samudra:01_rigveda.no_tags#30.20	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.20	y
1	30	20	b	bhuje marto amartye	joined	samudra:01_rigveda.no_tags#30.20	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.20	y
1	30	20	c	kaṃ nakṣase vibhāvari	joined	samudra:01_rigveda.no_tags#30.20	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.20	y
1	30	21	a	vayaṃ hi te amanmahi	joined	samudra:01_rigveda.no_tags#30.21	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.21	y
1	30	21	b	āntād ā parākāt	joined	samudra:01_rigveda.no_tags#30.21	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.21	y
1	30	21	c	aśve na citre aruṣi	joined	samudra:01_rigveda.no_tags#30.21	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.21	y
1	30	22	a	tvaṃ tyebhir ā gahi	joined	samudra:01_rigveda.no_tags#30.22	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.22	y
1	30	22	b	vājebhir duhitar divaḥ	joined	samudra:01_rigveda.no_tags#30.22	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.22	y
1	30	22	c	asme rayiṃ ni dhāraya	joined	samudra:01_rigveda.no_tags#30.22	https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv01.030.html#rv01.030.22	y
