mandala	sukta	verse	pada_letter	pratika	match_status	elizarenkova_ref	rvlinks_anchor	pratika_verified_in_elizarenkova
8	25	22	a	ṛjram ukṣaṇyāyane	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.22	
8	25	22	b	rajataṃ harayāṇe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.22	
8	25	22	c	rathaṃ yuktam asanāma suṣāmaṇi	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.22	
8	25	23	a	tā me aśvyānām	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.23	
8	25	23	b	harīṇāṃ nitośanā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.23	
8	25	23	c	uto nu kṛtvyānāṃ nṛvāhasā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.23	
8	25	24	a	smadabhīśū kaśāvantā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.24	
8	25	24	c	maho vājināv arvantā sacāsanam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.025.html#rv08.025.24	
8	26	1	a	yuvor u ṣū rathaṃ huve	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.01	
8	26	1	b	sadhastutyāya sūriṣu	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.01	
8	26	1	c	atūrtadakṣā vṛṣaṇā vṛṣaṇvasū	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.01	
8	26	2	a	yuvaṃ varo suṣāmṇe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.02	
8	26	2	b	mahe tane nāsatyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.02	
8	26	2	c	avobhir yātho vṛṣaṇā vṛṣaṇvasū	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.02	
8	26	3	a	tā vām adya havāmahe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.03	
8	26	3	b	havyebhir vājinīvasū	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.03	
8	26	3	c	pūrvīr iṣa iṣayantāv ati kṣapaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.03	
8	26	4	a	ā vāṃ vāhiṣṭho aśvinā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.04	
8	26	4	b	ratho yātu śruto narā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.04	
8	26	4	c	upa stomān turasya darśataḥ śriye	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.04	
8	26	5	a	juhurāṇā cid aśvinā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.05	
8	26	5	b	ā manyethāṃ vṛṣaṇvasū	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.05	
8	26	5	c	yuvaṃ hi rudrā parṣatho ati dviṣaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.05	
8	26	6	a	dasrā hi viśvam ānuṣak	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.06	
8	26	6	b	makṣūbhiḥ paridīyathaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.06	
8	26	6	c	dhiyaṃjinvā madhuvarṇā śubhas patī	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.06	
8	26	7	a	upa no yātam aśvinā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.07	
8	26	7	b	rāyā viśvapuṣā saha	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.07	
8	26	7	c	maghavānā suvīrāv anapacyutā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.07	
8	26	8	a	ā me asya pratīvyam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.08	
8	26	8	b	indranāsatyā gatam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.08	
8	26	8	c	devā devebhir adya sacanastamā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.08	
8	26	9	a	vayaṃ hi vāṃ havāmahe (RV.8.87.6a, °mahe vipanyavaḥ)	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.09	
8	26	9	b	ukṣaṇyanto vyaśvavat	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.09	
8	26	9	c	sumatibhir upa viprāv ihā gatam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.09	
8	26	10	a	aśvinā sv ṛṣe stuhi	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.10	
8	26	10	b	kuvit te śravato havam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.10	
8	26	10	c	nedīyasaḥ kūḍayātaḥ paṇīṃr uta	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.10	
8	26	11	a	vaiyaśvasya śrutaṃ narā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.11	
8	26	11	b	uto me asya vedathaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.11	
8	26	11	c	sajoṣasā varuṇo mitro aryamā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.11	
8	26	12	a	yuvādattasya dhiṣṇyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.12	
8	26	12	b	yuvānītasya sūribhiḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.12	
8	26	12	c	ahar-ahar vṛṣaṇā mahyaṃ śikṣatam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.12	
8	26	13	a	yo vāṃ yajñebhir āvṛtaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.13	
8	26	13	b	adhivastrā vadhūr iva	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.13	
8	26	13	c	saparyantā śubhe cakrāte aśvinā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.13	
8	26	14	a	yo vām uruvyacastamam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.14	
8	26	14	b	ciketati nṛpāyyam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.14	
8	26	14	c	vartir aśvinā pari yātam asmayū	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.14	
8	26	15	a	asmabhyaṃ su vṛṣaṇvasū	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.15	
8	26	15	b	yātaṃ vartir nṛpāyyam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.15	
8	26	15	c	viṣudruheva yajñam ūhathur girā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.15	
8	26	16	a	vāhiṣṭho vāṃ havānām	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.16	
8	26	16	b	stomo dūto huvan narā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.16	
8	26	17	a	yad ado divo arṇave	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.17	
8	26	17	b	iṣo vā madatho gṛhe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.17	
8	26	17	c	śrutam in me amartyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.17	
8	26	18	a	uta syā śvetayāvarī	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.18	
8	26	18	b	vāhiṣṭhā vāṃ nadīnām	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.18	
8	26	18	c	sindhur hiraṇyavartaniḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.18	
8	26	19	a	smad etayā sukīrtyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.19	
8	26	19	b	aśvinā śvetayā dhiyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.19	
8	26	19	c	vahethe śubhrayāvānā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.19	
8	26	20	a	yukṣvā hi tvaṃ rathāsahā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.20	
8	26	20	b	yuvasva poṣyā vaso	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.20	
8	26	20	c	ān no vāyo madhu piba	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.20	
8	26	20	d	asmākaṃ savanā gahi	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.20	
8	26	21	a	tava vāyav (VSK. vāya) ṛtaspate	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.21	
8	26	21	b	tvaṣṭur jāmātar adbhuta	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.21	
8	26	21	c	avāṃsy ā vṛṇīmahe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.21	
8	26	22	a	tvaṣṭur jāmātaraṃ vayam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.22	
8	26	22	c	sutāvanto vāyuṃ dyumnā janāsaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.22	
8	26	23	a	vāyo yāhi śivā divaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.23	
8	26	23	b	vahasvā su svaśvyam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.23	
8	26	23	c	vahasva mahaḥ pṛthupakṣasā rathe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.23	
8	26	24	a	tvāṃ hi supsarastamam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.24	
8	26	24	b	nṛṣadaneṣu hūmahe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.24	
8	26	24	c	grāvāṇaṃ nāśvapṛṣṭhaṃ maṃhanā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.24	
8	26	25	a	sa tvaṃ no deva manasā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.25	
8	26	25	b	vāyo mandāno agriyaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.25	
8	26	25	c	kṛdhi vājāṃ apo dhiyaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.026.html#rv08.026.25	
8	27	1	a	agnir ukthe purohitaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.01	
8	27	1	b	grāvāṇo barhir adhvare	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.01	
8	27	1	c	ṛcā yāmi maruto brahmaṇas patim (SV. °pate)	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.01	
8	27	1	d	devāṃ (MS. devaṃ) avo vareṇyam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.01	
8	27	2	a	ā paśuṃ gāsi pṛthivīṃ vanaspatīn	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.02	
8	27	2	b	uṣāsā naktam oṣadhīḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.02	
8	27	2	c	viśve ca no vasavo viśvavedasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.02	
8	27	2	d	dhīnāṃ bhūta prāvitāraḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.02	
8	27	3	a	pra sū na etv adhvaraḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.03	
8	27	3	b	agnā deveṣu pūrvyaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.03	
8	27	3	c	ādityeṣu pra varuṇe dhṛtavrate	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.03	
8	27	4	a	viśve hi ṣmā manave viśvavedasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.04	
8	27	4	b	bhuvan vṛdhe riśādasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.04	
8	27	4	c	ariṣṭebhiḥ pāyubhir viśvavedasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.04	
8	27	4	d	yantā no’vṛkaṃ chardiḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.04	
8	27	5	a	ā no adya samanasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.05	
8	27	5	b	gantā viśve sajoṣasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.05	
8	27	5	c	ṛcā girā maruto devy adite	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.05	
8	27	5	d	sadane pastye mahi	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.05	
8	27	6	a	abhi priyā maruto yā vo aśvyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.06	
8	27	6	b	havyā mitra prayāthana	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.06	
8	27	6	c	ā barhir indro varuṇas turā naraḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.06	
8	27	6	d	ādityāsaḥ sadantu naḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.06	
8	27	6	d	ādityāso sadantu naḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.06	
8	27	7	a	vayaṃ vo vṛktabarhiṣaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.07	
8	27	7	b	hitaprayasa ānuṣak	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.07	
8	27	7	c	sutasomāso varuṇa havāmahe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.07	
8	27	7	d	manuṣvad iddhāgnayaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.07	
8	27	8	a	ā pra yāta maruto viṣṇo aśvinau	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.08	
8	27	8	b	pūṣan mākīnayā dhiyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.08	
8	27	8	c	indra ā yātu prathamaḥ saniṣyubhiḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.08	
8	27	8	d	vṛṣā yo vṛtrahā gṛṇe	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.08	
8	27	9	a	vi no devāso adruhaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.09	
8	27	9	b	achidraṃ śarma yachata	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.09	
8	27	9	c	na yad dūrād vasavo nū cid antitaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.09	
8	27	9	d	varūtham ādadharṣati	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.09	
8	27	10	a	asti hi vaḥ sajātyaṃ riśādasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.10	
8	27	10	b	devāso asty āpyam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.10	
8	27	10	c	pra ṇaḥ pūrvasmai suvitāya vocata	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.10	
8	27	10	d	makṣū sumnāya navyase	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.10	
8	27	11	a	idā hi va upastutim	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.11	
8	27	11	b	idā vāmasya bhaktaye	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.11	
8	27	11	c	upa vo viśvavedaso namasyur ā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.11	
8	27	11	d	asṛkṣy anyām iva	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.11	
8	27	12	a	ud u ṣya vaḥ savitā supraṇītayaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.12	
8	27	12	b	asthād ūrdhvo vareṇyaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.12	
8	27	12	c	ni dvipādaś catuṣpādo arthinaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.12	
8	27	12	d	aviśran patayiṣṇavaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.12	
8	27	13		devaṃ-devaṃ vo’vase	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.13	
8	27	13	b	devaṃ-devam abhiṣṭaye	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.13	
8	27	13	c	devaṃ-devaṃ huvema vājasātaye	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.13	
8	27	13	d	gṛṇanto devyā dhiyā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.13	
8	27	14	a	devāso hi ṣmā manave samanyavaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.14	
8	27	14	b	viśve sākaṃ sarātayaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.14	
8	27	14	c	te no adya te aparaṃ tuce tu naḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.14	
8	27	14	d	bhavantu varivovidaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.14	
8	27	15	a	pra vaḥ śaṃsāmy adruhaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.15	
8	27	15	b	saṃstha upastutīnām	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.15	
8	27	15	c	na taṃ dhūrtir varuṇa mitra martyam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.15	
8	27	15	d	yo vo dhāmabhyo’vidhat	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.15	
8	27	17	a	ṛte sa vindate yudhaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.17	
8	27	17	b	sugebhir yāty adhvanaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.17	
8	27	17	c	aryamā mitro varuṇaḥ sarātayaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.17	
8	27	17	d	yaṃ trāyante sajoṣasaḥ	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.17	
8	27	18	a	ajre cid asmai kṛṇuthā nyañcanam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.18	
8	27	18	b	durge cid ā susaraṇam	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.18	
8	27	18	c	eṣā cid asmād aśaniḥ paro nu sā	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.18	
8	27	18	d	asredhantī vi naśyatu	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.18	
8	27	19	a	yad adya sūrya udyati	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.19	
8	27	19	b	priyakṣatrā ṛtaṃ dadha	elizarenkova_out_of_samudra_coverage		https://sanskrit-lexicon.github.io/rvlinks/rvhymns/rv08.027.html#rv08.027.19	
