dcs_id	dcs_lemma_iast	slp1	normkey	in_cdsl	token_count	grammar
37875	tad	tad	tad	1	197078	pron
157144	ca	ca	ca	1	174392	ind
63331	iti	iti	iti	1	78497	ind
39754	eva	eva	eva	1	65406	ind
43432	na	na	na	1	63712	ind
37879	mad	mad	mad	1	62747	pron
37877	yad	yad	yad	1	62086	pron
37876	idam	idam	idam	1	52518	pron
37880	tvad	tvad	tvad	1	51156	pron
163744	etad	etad	etad	1	41418	pron
156168	kṛ	kf	kf	1	40555	2. Ā.
157250	bhū	BU	BU	1	40393	1. Ā.
21365	api	api	api	1	37468	ind
104444	sarva	sarva	sarva	1	37138	pron
82701	tu	tu	tu	1	37061	ind
156122	as	as	as	1	35467	2. P.
157264	vac	vac	vac	1	33948	2. P.
37544	mahat	mahat	mahat	1	26986	adj
75765	vā	vA	vA	1	25185	ind
95987	tathā	taTA	taTA	1	24786	ind
95922	tatas	tatas	tatas	1	24196	ind
109879	hi	hi	hi	1	23677	ind
118154	vai	vE	vE	1	23298	ind
86559	deva	deva	deva	1	22996	m
7467	atha	aTa	aTa	1	22983	ind
63807	iva	iva	iva	1	20318	ind
70467	rājan	rAjan	rAjan	1	19360	m
5705	agni	agni	agni	1	19309	m
156214	gam	gam	gam	1	18341	6. Ā.
39758	evam	evam	evam	1	16913	ind
213048	a	a	a	1	15354	ind
95978	tatra	tatra	tatra	1	15174	ind
57973	ādi	Adi	Adi	1	15011	m
157766	dṛś	dfS	dfS	1	14866	4. Ā.
202954	sa	sa	sa	1	14866	ind
37878	ka	ka	ka	1	14115	pron
73250	yathā	yaTA	yaTA	1	13910	ind
53136	artha	arTa	arTa	1	13703	mn
66869	loka	loka	loka	1	13498	m
39102	eka	eka	eka	1	13481	pron
57749	ātman	Atman	Atman	1	13409	m
204329	su	su	su	1	13180	ind
143659	punar	punar	punar	1	12502	ind
91970	dharma	Darma	Darma	1	12450	mn
63463	indra	indra	indra	1	12172	m
157372	dā	dA	dA	1	11970	1. Ā.
144475	putra	putra	putra	1	11750	m
164189	anya	anya	anya	1	11278	pron
163754	tva	tva	tva	1	10850	n
157409	śru	Sru	Sru	1	10505	4. P.
69571	rasa	rasa	rasa	1	10073	mn
12243	karman	karman	karman	1	9938	n
157262	brū	brU	brU	1	9781	6. P.
114356	sva	sva	sva	1	9459	adj
156124	ah	ah	ah	1	9447	1. P.
158058	vid	vid	vid	1	9391	1. Ā.
163234	para	para	para	1	9370	pron
166282	tri	tri	tri	1	9312	nr
157340	sthā	sTA	sTA	1	9268	1. Ā.
156584	jan	jan	jan	1	9247	4. P.
73227	yat	yat	yat	1	9083	ind
71929	rūpa	rUpa	rUpa	1	8869	n
157282	han	han	han	1	8744	8. P.
166401	enad	enad	enad	1	8521	pron
169970	ha	ha	ha	1	8223	ind
72936	yajña	yajYa	yajYa	1	8205	m
94899	pitṛ	pitf	pitf	1	8158	m
22761	kāla	kAla	kAla	1	8154	m
96104	tadā	tadA	tadA	1	8123	ind
164309	kaścit	kaScit	kaScit	0	7977	pron
154315	bala	bala	bala	1	7854	mn
7442	atra	atra	atra	1	7482	ind
36096	manas	manas	manas	1	7226	n
203521	tasmāt	tasmAt	tasmAt	1	7212	ind
66339	ratha	raTa	raTa	1	7091	m
13752	kāma	kAma	kAma	1	7075	m
156232	grah	grah	grah	1	7073	4. P.
105774	saha	saha	saha	1	6964	ind
63959	iha	iha	iha	1	6847	ind
157422	yaj	yaj	yaj	1	6755	2. P.
144647	puruṣa	puruza	puruza	1	6563	m
73699	yadi	yadi	yadi	1	6499	ind
157629	hu	hu	hu	1	6418	3. Ā.
154076	phala	Pala	Pala	1	6387	n
149177	brahman	brahman	brahman	1	6240	m
145625	pūrva	pUrva	pUrva	1	6148	pron
124503	guṇa	guRa	guRa	1	6053	mn
116433	śata	Sata	Sata	1	6046	mn
163158	prāp	prAp	prAp	1	6022	1.P.,5.Ā.,4.P.,5.P.
163742	adas	adas	adas	1	5996	pron
149743	brāhmaṇa	brAhmaRa	brAhmaRa	1	5958	m
157298	yuj	yuj	yuj	1	5933	1. P.
203679	tā	tA	tA	1	5919	f
166386	go	go	go	1	5821	mf
166107	sama	sama	sama	1	5763	pron
213041	ā	A	A	1	5743	ind
156090	prāṇa	prARa	prARa	1	5692	m
157263	yā	yA	yA	1	5649	2. Ā.
100106	soma	soma	soma	1	5626	m
167009	ap	ap	ap	1	5533	m
76023	vāc	vAc	vAc	1	5501	f
166283	dvi	dvi	dvi	1	5480	nr
154412	bahu	bahu	bahu	1	5432	adj
39042	ṛṣi	fzi	fzi	1	5352	m
92688	paśu	paSu	paSu	1	5296	m
111378	sahasra	sahasra	sahasra	1	5224	mn
48483	bhagavant	Bagavant	Bagavat	1	5188	m
213150	u	u	u	1	5143	ind
136827	mukha	muKa	muKa	1	5102	n
44242	nara	nara	nara	1	5101	m
11658	anta	anta	anta	1	5079	m
33528	nāma	nAma	nAma	1	5067	ind
44133	namas	namas	namas	1	5063	n
157151	jñā	jYA	jYA	1	5041	4. Ā.
96401	tapas	tapas	tapas	1	4968	n
55629	uttama	uttama	uttama	1	4922	adj
165692	pañcan	paYcan	paYcan	1	4859	adj
73233	yatra	yatra	yatra	1	4833	ind
65008	yoga	yoga	yoga	1	4779	m
156131	iṣ	iz	iz	1	4754	1. P.
157390	paś	paS	paS	1	4732	4. Ā.
90071	doṣa	doza	doza	1	4705	mn
157294	man	man	man	1	4697	1. Ā.
163231	catur	catur	catur	1	4670	nr
25207	bhūta	BUta	BUta	1	4653	mn
159723	āgam	Agam	Agam	1	4640	6.P.,1.P.,1.Ā.
20377	anna	anna	anna	1	4639	n
157327	dhā	DA	DA	1	4571	1. P.
137432	muni	muni	muni	1	4550	m
16405	parama	parama	parama	1	4512	adj
163749	pati	pati	pati	1	4489	m
153185	priya	priya	priya	1	4451	adj
40462	śrī	SrI	SrI	1	4422	f
150748	prajā	prajA	prajA	1	4379	f
139262	viśva	viSva	viSva	1	4365	pron
102548	strī	strI	strI	1	4304	f
83387	tejas	tejas	tejas	1	4294	n
170120	mā	mA	mA	1	4260	ind
149176	brahman	brahman	brahman	1	4235	n
116797	śara	Sara	Sara	1	4188	m
158167	smṛ	smf	smf	1	4142	1. Ā.
167498	vat	vat	vat	1	4125	ind
52879	ja	ja	ja	1	4118	adj
87452	jana	jana	jana	1	4096	m
166083	saptan	saptan	saptan	1	4083	adj
156588	ji	ji	ji	1	4082	9. P.
168377	div	div	div	1	4067	m
157391	pā	pA	pA	1	4063	1. Ā.
166143	vīra	vIra	vIra	1	4057	m
6823	atas	atas	atas	1	4039	ind
75767	vāta	vAta	vAta	1	4037	m
68470	vana	vana	vana	1	4029	n
150027	pṛthivī	pfTivI	pfTivI	1	4028	f
156249	car	car	car	1	4027	1. Ā.
167215	ati	ati	ati	1	4025	ind
1340	katham	kaTam	kaTam	1	3999	ind
121803	svāhā	svAhA	svAhA	1	3989	ind
55672	uttara	uttara	uttara	1	3969	adj
87156	devī	devI	devI	1	3940	f
157266	vad	vad	vad	1	3914	1. Ā.
35810	madhya	maDya	maDya	1	3880	n
142144	vīrya	vIrya	vIrya	1	3872	n
157281	muc	muc	muc	1	3850	6. Ā.
84570	diś	diS	diS	1	3832	f
213304	an	an	an	1	3823	ind
168349	ahar	ahar	ahar	1	3788	n
147116	divya	divya	divya	1	3781	adj
139532	viṣṇu	vizRu	vizRu	1	3776	m
70783	rāma	rAma	rAma	1	3747	m
93551	pāda	pAda	pAda	1	3747	m
7682	adya	adya	adya	1	3719	ind
156127	i	i	i	1	3673	9. P.
93423	pāṇḍava	pARqava	pARqava	1	3671	m
125251	gṛha	gfha	gfha	1	3650	mn
74430	varṇa	varRa	varRa	1	3633	mn
146511	daśan	daSan	daSan	1	3607	adj
60200	aśva	aSva	aSva	1	3593	m
106624	suta	suta	suta	1	3586	m
124569	guru	guru	guru	1	3582	m
99310	sūrya	sUrya	sUrya	1	3572	m
15753	pada	pada	pada	1	3564	mn
28931	nṛpa	nfpa	nfpa	1	3548	m
49231	bhavat	Bavat	Bavat	1	3518	adj
137542	mūla	mUla	mUla	1	3508	mn
156154	kathay	kaTay	kaTay	1	3474	10. Ā.
87093	devatā	devatA	devatA	1	3468	f
36369	mantra	mantra	mantra	1	3462	mn
6145	aṅga	aNga	aNga	1	3428	n
24793	kula	kula	kula	1	3394	n
116251	vrata	vrata	vrata	1	3393	n
76933	vāyu	vAyu	vAyu	1	3392	m
49485	bhāga	BAga	BAga	1	3389	m
116648	śabda	Sabda	Sabda	1	3389	m
33597	nāman	nAman	nAman	1	3386	n
148859	bāhu	bAhu	bAhu	1	3355	mf
131805	śiras	Siras	Siras	1	3351	n
158020	labh	laB	laB	1	3345	1. P.
71571	rudra	rudra	rudra	1	3336	m
5937	agra	agra	agra	1	3324	n
63664	indriya	indriya	indriya	1	3315	n
129336	gaṇa	gaRa	gaRa	1	3309	m
89644	jñāna	jYAna	jYAna	1	3290	n
69149	vara	vara	vara	1	3288	adj
48482	bhagavat	Bagavat	Bagavat	1	3272	adj
48908	bhaya	Baya	Baya	1	3270	n
74765	varṣa	varza	varza	1	3269	mn
163009	pravac	pravac	pravac	1	3242	3.Ā.,2.P.,3.P.
2744	karṇa	karRa	karRa	1	3228	m
37867	mahātman	mahAtman	mahAtman	1	3226	adj
109021	maya	maya	maya	1	3214	adj
102830	stha	sTa	sTa	1	3192	adj
166894	vipra	vipra	vipra	1	3191	m
85108	duḥkha	duHKa	duHKa	1	3185	n
159774	ādā	AdA	AdA	1	3158	3.Ā.,1.P.,3.P.,4.Ā.
157261	pat	pat	pat	1	3123	1. Ā.
113917	sma	sma	sma	1	3119	ind
17190	sadā	sadA	sadA	1	3100	ind
88026	jala	jala	jala	1	3097	n
95032	pitta	pitta	pitta	1	3097	n
67855	vacana	vacana	vacana	1	3089	n
161166	ghṛta	Gfta	Gfta	1	3085	n
158765	pūjay	pUjay	pUjay	0	3083	10. Ā.
78551	mātṛ	mAtf	mAtf	1	3078	f
100605	dakṣiṇa	dakziRa	dakziRa	1	3054	adj
122846	vidhi	viDi	viDi	1	3037	m
70209	rāja	rAja	rAja	1	3033	m
78185	mātra	mAtra	mAtra	1	3029	n
116860	śarīra	SarIra	SarIra	1	3025	n
166280	apara	apara	apara	1	3013	pron
151290	prajāpati	prajApati	prajApati	1	3007	m
148382	buddhi	budDi	budDi	1	3003	f
16581	sattva	sattva	sattva	1	2999	n
76075	vākya	vAkya	vAkya	1	2995	n
25418	bhūmi	BUmi	BUmi	1	2986	f
49850	bhāva	BAva	BAva	1	2986	m
87204	deśa	deSa	deSa	1	2984	m
16633	satya	satya	satya	1	2979	n
142998	veda	veda	veda	1	2954	m
40948	śreṣṭha	SrezWa	SrezWa	1	2952	adj
58039	āditya	Aditya	Aditya	1	2948	m
91276	dvija	dvija	dvija	1	2938	m
64536	yāvat	yAvat	yAvat	1	2921	ind
166517	hasta	hasta	hasta	1	2916	mn
67908	vajra	vajra	vajra	1	2898	mn
14320	kārya	kArya	kArya	1	2880	n
73645	yadā	yadA	yadA	1	2874	ind
106817	sukha	suKa	suKa	1	2869	n
126382	śubha	SuBa	SuBa	1	2859	adj
157397	pracch	pracC	pracC	0	2851	1. P.
163055	praviś	praviS	praviS	1	2848	4.P.,6.Ā.,6.P.
119534	svayam	svayam	svayam	1	2837	ind
166332	bhū	BU	BU	1	2826	f
4073	kṛṣṇa	kfzRa	kfzRa	1	2808	m
41703	ṣaṣ	zaz	zaz	1	2795	adj
157558	hṛ	hf	hf	1	2783	2. P.
59234	āyus	Ayus	Ayus	1	2770	n
202758	nityam	nityam	nityam	1	2758	ind
130008	gandha	ganDa	ganDa	1	2752	mn
157522	sṛj	sfj	sfj	1	2749	2. P.
129602	garbha	garBa	garBa	1	2744	m
163351	vidhā	viDA	viDA	1	2738	3.Ā.,3.P.
64795	yuddha	yudDa	yudDa	1	2727	n
143826	purā	purA	purA	1	2725	ind
140448	prathama	praTama	praTama	1	2716	adj
35443	madhu	maDu	maDu	1	2712	n
64099	īśvara	ISvara	ISvara	1	2706	m
157412	hā	hA	hA	1	2697	1. P.
64859	yudhiṣṭhira	yuDizWira	yuDizWira	1	2696	m
139407	viṣa	viza	viza	1	2694	n
61054	asura	asura	asura	1	2688	m
80283	lakṣaṇa	lakzaRa	lakzaRa	1	2688	n
108715	hari	hari	hari	1	2679	m
93767	pāpa	pApa	pApa	1	2677	n
157293	bhuj	Buj	Buj	1	2676	6. P.
121714	svarga	svarga	svarga	1	2663	m
157929	bandh	banD	banD	1	2654	4. P.
89764	deha	deha	deha	1	2630	mn
110756	hetu	hetu	hetu	1	2628	m
66051	raṇa	raRa	raRa	1	2620	m
130098	gati	gati	gati	1	2607	f
157973	mṛ	mf	mf	1	2601	4. Ā.
146419	darśana	darSana	darSana	1	2600	n
133175	māsa	mAsa	mAsa	1	2583	mn
14116	kāraṇa	kAraRa	kAraRa	1	2569	n
144438	puṇya	puRya	puRya	1	2564	adj
151755	prati	prati	prati	1	2559	ind
82616	tīrtha	tIrTa	tIrTa	1	2552	mn
116305	śakti	Sakti	Sakti	1	2551	f
39019	ṛṣabha	fzaBa	fzaBa	1	2550	m
1984	kapha	kaPa	kaPa	1	2534	m
91589	dhana	Dana	Dana	1	2524	n
60435	aṣṭan	azwan	azwan	1	2521	adj
102857	sthāna	sTAna	sTAna	1	2504	n
26394	bhrātṛ	BrAtf	BrAtf	1	2498	m
128848	khalu	Kalu	Kalu	1	2484	ind
157267	vṛt	vft	vft	1	2479	3. P.
92862	pātra	pAtra	pAtra	1	2478	n
69938	rākṣasa	rAkzasa	rAkzasa	1	2468	m
156198	kṣip	kzip	kzip	1	2461	6. Ā.
55443	uta	uta	uta	1	2439	ind
216277	pra	pra	pra	1	2427	ind
147072	dina	dina	dina	1	2417	mn
158636	tyaj	tyaj	tyaj	1	2417	3. P.
90455	dravya	dravya	dravya	1	2410	n
158830	śudh	SuD	SuD	1	2410	7. P.
66168	ratna	ratna	ratna	1	2396	mn
166836	anu	anu	anu	1	2395	ind
17	aṃśa	aMSa	aMSa	1	2388	m
94226	pārtha	pArTa	pArTa	1	2388	m
67891	vacas	vacas	vacas	1	2384	n
156118	arh	arh	arh	1	2380	1. Ā.
137611	mṛtyu	mftyu	mftyu	1	2376	m
38219	uṣṇa	uzRa	uzRa	1	2369	adj
145433	puṣpa	puzpa	puzpa	1	2366	n
146095	dāna	dAna	dAna	1	2363	n
95944	tattva	tattva	tattva	1	2361	n
70493	rājya	rAjya	rAjya	1	2357	n
164188	jagant	jagant	jagat	1	2355	n
161205	ghora	Gora	Gora	1	2351	adj
50421	bhīṣma	BIzma	BIzma	1	2347	m
135495	kṣīra	kzIra	kzIra	1	2347	n
132712	śiva	Siva	Siva	1	2343	m
145628	pūrvam	pUrvam	pUrvam	1	2337	ind
79830	roga	roga	roga	1	2335	mn
161797	cakṣus	cakzus	cakzus	1	2333	n
65252	yoni	yoni	yoni	1	2315	mf
156125	āp	Ap	Ap	1	2314	1. Ā.
157259	nī	nI	nI	1	2300	2. P.
163310	vijñā	vijYA	vijYA	1	2282	9.P.,9.Ā.
78223	māṃsa	mAMsa	mAMsa	1	2275	n
157371	dah	dah	dah	1	2275	2. P.
106233	siddhi	sidDi	sidDi	1	2250	f
148966	bīja	bIja	bIja	1	2244	mn
161547	nihan	nihan	nihan	1	2228	2.Ā.,2.P.,4.P.
36182	manuṣya	manuzya	manuzya	1	2224	m
157283	vas	vas	vas	1	2224	2. Ā.
157146	jīv	jIv	jIv	1	2222	1. Ā.
160734	upe	upe	upe	1	2220	2.P.,2.Ā.
69074	varuṇa	varuRa	varuRa	1	2215	m
61244	astra	astra	astra	1	2207	mn
135459	kṣaya	kzaya	kzaya	1	2204	m
157515	stu	stu	stu	1	2204	1. Ā.
110583	hṛdaya	hfdaya	hfdaya	1	2203	n
170994	bhārata	BArata	BArata	1	2199	m
58029	ādya	Adya	Adya	1	2195	adj
15540	pattra	pattra	patra	1	2190	mn
90821	dvādaśan	dvAdaSan	dvAdaSan	1	2182	adj
52557	chandas	Candas	Candas	1	2174	n
49000	bharata	Barata	Barata	1	2165	m
52168	ced	ced	ced	1	2164	ind
157392	pū	pU	pU	1	2162	1. P.
171323	sam	sam	sam	1	2153	ind
156265	chid	Cid	Cid	1	2139	1. P.
42265	saṃvatsara	saMvatsara	saMvatsara	1	2128	mn
8188	saṃśaya	saMSaya	saMSaya	1	2125	m
97910	sura	sura	sura	1	2125	m
83500	taila	tEla	tEla	1	2109	n
167614	antar	antar	antar	1	2108	ind
65418	rakṣas	rakzas	rakzas	1	2101	n
53322	ardha	arDa	arDa	1	2100	mn
57582	ājya	Ajya	Ajya	1	2100	n
51356	citta	citta	citta	1	2097	n
82926	tulya	tulya	tulya	1	2097	adj
205731	tena	tena	tena	1	2097	ind
92800	paścāt	paScAt	paScAt	1	2092	ind
52112	cūrṇa	cUrRa	cUrRa	1	2089	mn
69150	vara	vara	vara	1	2088	mn
2220	kara	kara	kara	1	2086	adj
161718	ghna	Gna	Gna	1	2079	adj
82069	tāvat	tAvat	tAvat	1	2077	ind
121245	vidyā	vidyA	vidyA	1	2077	f
16120	payas	payas	payas	1	2074	n
157174	tap	tap	tap	1	2065	4. Ā.
157815	pac	pac	pac	1	2058	1. Ā.
98854	sūta	sUta	sUta	1	2057	mn
135840	mitra	mitra	mitra	1	2056	mn
133808	kriyā	kriyA	kriyA	1	2052	f
1557	kanyā	kanyA	kanyA	1	2049	f
53831	alpa	alpa	alpa	1	2047	adj
157945	bhid	Bid	Bid	1	2047	3. P.
100722	daṇḍa	daRqa	daRqa	1	2043	mn
53077	arjuna	arjuna	arjuna	1	2022	m
139220	viśeṣa	viSeza	viSeza	1	2017	m
166382	prāñc	prAYc	prAYc	1	2015	adj
73226	yatas	yatas	yatas	1	2012	ind
24725	kuru	kuru	kuru	1	2009	m
136408	mūtra	mUtra	mUtra	1	2008	n
70626	rātri	rAtri	rAtri	1	2007	f
109386	havis	havis	havis	1	2003	n
56229	udaka	udaka	udaka	1	2002	n
35704	madhura	maDura	maDura	1	1994	adj
95401	jvara	jvara	jvara	1	1982	m
20217	parvata	parvata	parvata	1	1976	mn
89602	jña	jYa	jYa	1	1973	adj
81534	liṅga	liNga	liNga	1	1968	mn
116329	śakra	Sakra	Sakra	1	1968	m
158146	sidh	siD	siD	1	1967	4. Ā.
170168	nu	nu	nu	1	1967	ind
67242	loha	loha	loha	1	1964	mn
112582	sāman	sAman	sAman	1	1964	n
122659	vid	vid	vid	1	1964	adj
110826	heman	heman	heman	1	1955	n
158120	śak	Sak	Sak	1	1952	4. P.
73816	yama	yama	yama	1	1949	m
156126	ās	As	As	1	1947	4. P.
90696	droṇa	droRa	droRa	1	1940	m
157991	rakṣ	rakz	rakz	1	1929	4. P.
170620	ubh	uB	uB	1	1924	pron
157306	vid	vid	vid	1	1923	2. Ā.
125579	graha	graha	graha	1	1901	mn
103429	sneha	sneha	sneha	1	1896	mn
127781	śoka	Soka	Soka	1	1887	m
31887	amṛta	amfta	amfta	1	1883	n
147846	bāṇa	bARa	bARa	1	1882	m
91331	dvitīya	dvitIya	dvitIya	1	1872	adj
93275	pāṇi	pARi	pARi	1	1864	m
25880	bheda	Beda	Beda	1	1861	m
109983	hita	hita	hita	1	1855	adj
161732	cakra	cakra	cakra	1	1850	mn
157404	vah	vah	vah	1	1845	2. Ā.
49804	bhāryā	BAryA	BAryA	1	1841	f
167152	vadha	vaDa	vaDa	1	1838	m
112171	sādhu	sADu	sADu	1	1836	adj
115509	śatru	Satru	Satru	1	1835	m
11866	antara	antara	antara	1	1834	n
134152	krodha	kroDa	kroDa	1	1834	m
157617	dhāray	DAray	DAray	0	1833	10. Ā.
166418	da	da	da	1	1830	adj
15670	patnī	patnI	patnI	1	1829	f
157419	bhṛ	Bf	Bf	1	1822	1. Ā.
131506	śāstra	SAstra	SAstra	1	1816	n
74154	yaśas	yaSas	yaSas	1	1808	n
11865	antara	antara	antara	1	1804	adj
96855	tala	tala	tala	1	1800	mn
216733	vi	vi	vi	1	1797	ind
33376	nānā	nAnA	nAnA	1	1796	ind
111085	hotṛ	hotf	hotf	1	1796	m
159787	ādhā	ADA	ADA	1	1795	3.Ā.,3.P.
4072	kṛṣṇa	kfzRa	kfzRa	1	1791	adj
167087	samyak	samyak	samyak	1	1790	ind
33015	nāga	nAga	nAga	1	1785	m
157408	śaṃs	SaMs	SaMs	1	1785	2. P.
159834	prī	prI	prI	1	1770	9. Ā.
3440	kṛt	kft	kft	1	1766	adj
145371	pṛthak	pfTak	pfTak	1	1764	ind
87673	janman	janman	janman	1	1757	n
38726	ṛtu	ftu	ftu	1	1754	m
135351	kṣaṇa	kzaRa	kzaRa	1	1754	m
171289	abhi	aBi	aBi	1	1740	ind
105325	savitṛ	savitf	savitf	1	1738	m
130069	gandharva	ganDarva	ganDarva	1	1738	m
111330	sahita	sahita	sahita	1	1737	adj
79101	māyā	mAyA	mAyA	1	1733	f
5484	akṣara	akzara	akzara	1	1730	n
100609	dakṣiṇā	dakziRA	dakziRA	1	1720	f
91820	dhanus	Danus	Danus	1	1718	n
95369	jyotis	jyotis	jyotis	1	1712	n
38446	ūrdhva	UrDva	UrDva	1	1709	adj
156585	jap	jap	jap	1	1702	4. Ā.
40111	oṃ	oM	oM	1	1699	ind
90781	dvaya	dvaya	dvaya	1	1697	n
96528	tamas	tamas	tamas	1	1695	n
32874	arka	arka	arka	1	1694	m
49047	bhartṛ	Bartf	Bartf	1	1693	m
169021	nṛ	nf	nf	1	1685	m
138685	vividha	viviDa	viviDa	1	1684	adj
123968	giri	giri	giri	1	1682	m
203628	sat	sat	sat	1	1682	adj
75677	vahni	vahni	vahni	1	1680	m
126317	śuci	Suci	Suci	1	1680	adj
141662	vṛkṣa	vfkza	vfkza	1	1679	m
160644	upasthā	upasTA	upasTA	1	1672	1.P.,1.Ā.
142252	vega	vega	vega	1	1671	m
61995	ākhyā	AKyA	AKyA	1	1670	f
14543	pakṣa	pakza	pakza	1	1661	m
156183	krudh	kruD	kruD	1	1659	4. Ā.
157688	kāray	kAray	kAray	0	1659	10. Ā.
30275	samudra	samudra	samudra	1	1656	m
163066	pravṛt	pravft	pravft	1	1652	1.P.,1.Ā.
127336	śeṣa	Seza	Seza	1	1651	mn
159177	snā	snA	snA	1	1648	4. P.
160135	utthā	utTA	utTA	1	1648	1.P.,1.Ā.
126116	śīta	SIta	SIta	1	1645	adj
203488	bhūyas	BUyas	BUyas	1	1643	ind
11898	antarikṣa	antarikza	antarikza	1	1636	n
157284	vyadh	vyaD	vyaD	1	1636	4. Ā.
97019	tāta	tAta	tAta	1	1632	m
127205	śūra	SUra	SUra	1	1631	m
64702	yuga	yuga	yuga	1	1629	mn
138935	viṣaya	vizaya	vizaya	1	1628	mn
43867	nadī	nadI	nadI	1	1626	f
157334	vṛdh	vfD	vfD	1	1619	6. P.
166808	pura	pura	pura	1	1613	n
75493	vastra	vastra	vastra	1	1610	mn
83290	tṛtīya	tftIya	tftIya	1	1603	adj
138709	viś	viS	viS	1	1595	f
161295	nidhā	niDA	niDA	1	1595	3.Ā.,3.P.
49409	bhasman	Basman	Basman	1	1584	n
217401	id	id	id	1	1582	ind
93362	pāṇḍu	pARqu	pARqu	1	1580	m
20631	anvita	anvita	anvita	1	1579	adj
151147	prakṛti	prakfti	prakfti	1	1577	f
135379	kṣatriya	kzatriya	kzatriya	1	1574	m
159682	avāp	avAp	avAp	1	1574	5.Ā.,5.P.
46937	vāsas	vAsas	vAsas	1	1567	n
62736	āśrama	ASrama	ASrama	1	1564	mn
162975	prayam	prayam	prayam	1	1563	1.P.,1.Ā.
164358	candra	candra	candra	1	1562	m
63350	ityādi	ityAdi	ityAdi	1	1561	adj
124568	guru	guru	guru	1	1558	adj
50303	bhīma	BIma	BIma	1	1556	m
149046	bodhisattva	boDisattva	boDisattva	1	1554	m
157997	ram	ram	ram	1	1553	4. Ā.
9479	sattama	sattama	sattama	1	1552	adj
143398	puṃs	puMs	puMs	1	1551	m
127227	śūla	SUla	SUla	1	1549	mn
65999	rajas	rajas	rajas	1	1548	n
165414	sampad	sampad	sampad	1	1547	4.P.,4.Ā.
92416	dhātu	DAtu	DAtu	1	1544	mn
156256	cintay	cintay	cintay	0	1544	10. Ā.
203023	aha	aha	aha	1	1540	mn
35023	nitya	nitya	nitya	1	1532	adj
157942	bhāṣ	BAz	BAz	1	1532	1. P.
51427	citra	citra	citra	1	1531	adj
143801	purastāt	purastAt	purastAt	1	1529	ind
162663	pratiṣṭhā	pratizWA	pratizWA	1	1525	1.P.,1.Ā.
84415	tris	tris	tris	1	1524	ind
157870	janay	janay	janay	0	1524	10. Ā.
79293	mārga	mArga	mArga	1	1512	m
83782	traya	traya	traya	1	1512	n
150091	pṛṣṭha	pfzWa	pfzWa	1	1512	n
63314	itara	itara	itara	1	1511	pron
7907	adhika	aDika	aDika	1	1507	adj
103394	snigdha	snigDa	snigDa	1	1507	adj
70684	rātra	rAtra	rAtra	1	1506	mn
108598	hara	hara	hara	1	1504	adj
45313	upama	upama	upama	1	1500	adj
95017	pitāmaha	pitAmaha	pitAmaha	1	1499	m
144408	puṭa	puwa	puwa	1	1493	mn
148726	bṛhaspati	bfhaspati	bfhaspati	1	1491	m
45415	upari	upari	upari	1	1490	ind
137625	mṛga	mfga	mfga	1	1489	m
27079	maṇḍala	maRqala	maRqala	1	1487	mfn
141805	vṛtti	vftti	vftti	0	1485	f
40060	ojas	ojas	ojas	1	1483	n
129307	gaja	gaja	gaja	1	1483	m
202659	ūrdhvam	UrDvam	UrDvam	1	1480	ind
20280	pala	pala	pala	1	1478	mn
48409	bhakti	Bakti	Bakti	1	1478	f
165581	sambhū	samBU	samBU	1	1477	1.P.,1.Ā.
9748	adhvaryu	aDvaryu	aDvaryu	1	1476	m
84789	dīrgha	dIrGa	dIrGa	1	1476	adj
141016	pramāṇa	pramARa	pramARa	1	1476	mn
160260	bhāvay	BAvay	BAvay	1	1472	10. Ā.
136454	mūrdhan	mUrDan	mUrDan	1	1468	m
7825	adhas	aDas	aDas	1	1467	ind
155687	prasāda	prasAda	prasAda	1	1467	m
85684	duryodhana	duryoDana	duryoDana	1	1461	m
62866	āsana	Asana	Asana	1	1457	n
30562	samara	samara	samara	1	1455	mn
36010	mati	mati	mati	1	1452	f
99099	sūta	sUta	sUta	1	1448	m
93768	pāpa	pApa	pApa	1	1446	adj
68266	vatsa	vatsa	vatsa	1	1443	m
37014	marut	marut	marut	1	1439	m
75122	vaśa	vaSa	vaSa	1	1438	m
162977	prayā	prayA	prayA	1	1436	2.P.,2.Ā.
157900	varjay	varjay	varjay	0	1435	10. Ā.
146574	dānava	dAnava	dAnava	1	1426	m
16630	satya	satya	satya	1	1425	adj
159849	bhakṣay	Bakzay	Bakzay	0	1425	10. Ā.
94243	pārthiva	pArTiva	pArTiva	1	1421	m
158892	marday	marday	marday	0	1418	10. Ā.
26897	maṇi	maRi	maRi	1	1417	m
160774	e	e	e	1	1409	2.P.
160039	āhṛ	Ahf	Ahf	1	1408	1.P.,1.Ā.
209495	kim	kim	kim	1	1407	ind
131110	śastra	Sastra	Sastra	1	1400	n
110524	hṛd	hfd	hfd	1	1397	n
80490	laghu	laGu	laGu	1	1394	adj
134091	krama	krama	krama	1	1394	m
157149	jṛ	jf	jf	1	1388	6. P.
159469	bhī	BI	BI	1	1384	1. P.
9398	saṃjñā	saMjYA	saYjYA	1	1382	f
156220	gā	gA	gA	1	1381	2. P.
27316	mada	mada	mada	1	1379	m
38865	ṛc	fc	fc	1	1378	f
170015	pathin	paTin	paTin	0	1377	m
65578	rakta	rakta	rakta	1	1376	adj
64249	ugra	ugra	ugra	1	1375	adj
60409	aśvin	aSvin	aSvin	1	1373	m
