dcs_id	dcs_lemma_iast	slp1	normkey	in_cdsl	token_count	grammar
200755	samanvāgam	samanvAgam	samanvAgam	1	150	6.P.,1.P.,1.Ā.
13169	kākamācī	kAkamAcI	kAkamAcI	1	149	f
18997	parijana	parijana	parijana	1	149	m
44136	namaskāra	namaskAra	namaskAra	1	149	m
53711	alasa	alasa	alasa	1	149	adj
83659	toraṇa	toraRa	toraRa	1	149	mn
90127	dos	dos	dos	1	149	n
109934	hiṅgu	hiNgu	hiNgu	1	149	n
110201	hiraṇyakaśipu	hiraRyakaSipu	hiraRyakaSipu	1	149	m
121129	vyāpāra	vyApAra	vyApAra	1	149	m
128916	khyāti	KyAti	KyAti	1	149	f
132377	śārīra	SArIra	SArIra	1	149	adj
157771	dāray	dAray	dAray	0	149	10. Ā.
158617	abhijan	aBijan	aBijan	1	149	4.P.,1.P.,1.Ā.,4.Ā.
159942	āveday	Aveday	Aveday	0	149	10.P.,10.Ā.
160145	utpū	utpU	utpU	0	149	9.P.
160547	upaveśay	upaveSay	upaveSay	0	149	10.P.
162313	paryupās	paryupAs	paryupAs	1	149	2.Ā.,1.Ā.,2.P.,4.P.,1.P.
163437	vipācay	vipAcay	vipAcay	0	149	10.P.
163542	virañj	viraYj	viraYj	1	149	4.P.,4.Ā.
209925	asaṃśayam	asaMSayam	asaMSayam	1	149	ind
221023	ad	ad	ad	1	149	adj
1355	kadamba	kadamba	kadamba	1	148	mn
15626	pattrin	pattrin	patrin	1	148	m
17893	saṃnyāsa	saMnyAsa	sannyAsa	1	148	m
28586	nīra	nIra	nIra	1	148	n
29434	samāna	samAna	samAna	1	148	m
35890	madhyāhna	maDyAhna	maDyAhna	1	148	m
52026	cora	cora	cora	1	148	m
59081	āmra	Amra	Amra	1	148	m
68764	vanya	vanya	vanya	1	148	adj
74381	yāga	yAga	yAga	1	148	m
89418	jīvin	jIvin	jIvin	1	148	adj
92633	pavitra	pavitra	pavitra	1	148	adj
109933	hiṅgu	hiNgu	hiNgu	1	148	mn
144695	pulastya	pulastya	pulastya	1	148	m
160321	māday	mAday	mAday	0	148	10. Ā.
171039	pādya	pAdya	pAdya	1	148	n
199298	abhisaṃbudh	aBisaMbuD	aBisambuD	1	148	4.P.,1.P.,1.Ā.,4.Ā.
7480	atharvan	aTarvan	aTarvan	1	147	m
11281	anuvākyā	anuvAkyA	anuvAkyA	0	147	f
12926	kavya	kavya	kavya	1	147	n
17486	saṃtāna	saMtAna	santAna	1	147	m
27295	madīya	madIya	madIya	1	147	adj
32073	ambikā	ambikA	ambikA	1	147	f
32401	ayukta	ayukta	ayukta	1	147	adj
44889	upaghāta	upaGAta	upaGAta	1	147	m
45410	uparasa	uparasa	uparasa	1	147	m
50073	bhāsvara	BAsvara	BAsvara	1	147	adj
86558	deva	deva	deva	1	147	adj
88014	jaritṛ	jaritf	jaritf	0	147	m
89093	jiṣṇu	jizRu	jizRu	1	147	m
127792	śocis	Socis	Socis	1	147	n
157789	nāday	nAday	nAday	0	147	10. Ā.
158379	trāsay	trAsay	trAsay	0	147	10. Ā.
162235	paristṛ	paristf	paristf	1	147	9.P.,5.P.,1.P.,5.Ā.,9.Ā.
162959	pramud	pramud	pramud	1	147	1.Ā.,1.P.
163641	viṣṭhā	vizWA	vizWA	1	147	1.P.,1.Ā.
166648	vajramūṣā	vajramUzA	vajramUzA	0	147	mf
171413	pratyekabuddha	pratyekabudDa	pratyekabudDa	1	147	m
209446	bībhatsu	bIBatsu	bIBatsu	1	147	m
1292	kathana	kaTana	kaTana	1	146	n
8743	sagara	sagara	sagara	1	146	m
11613	anekaśas	anekaSas	anekaSas	1	146	ind
34186	nirāhāra	nirAhAra	nirAhAra	1	146	adj
78625	mātariśvan	mAtariSvan	mAtariSvan	1	146	m
79672	reṇu	reRu	reRu	1	146	mn
79775	revat	revat	revat	0	146	adj
122958	vipaścit	vipaScit	vipaScit	1	146	adj
147030	dāśārha	dASArha	dASArha	1	146	m
158341	apakṛṣ	apakfz	apakfz	1	146	1.P.,1.Ā.
163349	vidham	viDam	viDam	1	146	1.P.
165194	samādis	samAdis	samAdis	0	146	6.Ā.,6.P.
170746	samalaṃkṛ	samalaMkf	samalaNkf	1	146	8.P.,8.Ā.
17137	sādin	sAdin	sAdin	1	145	m
37359	malla	malla	malla	1	145	mn
38098	ulmuka	ulmuka	ulmuka	1	145	n
49553	bhāgya	BAgya	BAgya	1	145	n
57009	udvega	udvega	udvega	1	145	m
95108	pinākin	pinAkin	pinAkin	1	145	m
95351	jyotiṣmat	jyotizmat	jyotizmat	1	145	adj
99830	sevin	sevin	sevin	1	145	adj
113134	sārivā	sArivA	sArivA	1	145	f
121437	vidārī	vidArI	vidArI	1	145	f
125324	gocara	gocara	gocara	1	145	m
130111	gara	gara	gara	1	145	m
149756	brāhmaṇācchaṃsin	brAhmaRAcCaMsin	brAhmaRAcCaMsin	0	145	m
155847	prahlāda	prahlAda	prahlAda	1	145	m
157999	ramay	ramay	ramay	0	145	10. Ā.
158545	vraśc	vraSc	vraSc	1	145	6. Ā.
159022	abhivṛṣ	aBivfz	aBivfz	1	145	1.P.,1.Ā.
159514	daṃśay	daMSay	daMSay	0	145	10. P.
159840	ābandh	AbanD	AbanD	1	145	9.P.,9.Ā.
160240	uddhū	udDU	udDU	1	145	5.P.
165383	samupasthā	samupasTA	samupasTA	1	145	1.P.,1.Ā.
199662	pariṣkṛ	parizkf	parizkf	1	145	8.P.,8.Ā.,5.P.
952	kaṇa	kaRa	kaRa	1	144	m
1831	akāma	akAma	akAma	1	144	adj
9129	sakha	saKa	saKa	1	144	m
15283	paṭu	pawu	pawu	1	144	adj
19088	parityāga	parityAga	parityAga	1	144	m
24083	kuṭaja	kuwaja	kuwaja	1	144	mn
45507	upalabdhi	upalabDi	upalabDi	1	144	f
46026	upānah	upAnah	upAnah	1	144	f
53218	arthavat	arTavat	arTavat	1	144	adj
54397	avamāna	avamAna	avamAna	1	144	m
71413	rukma	rukma	rukma	1	144	m
71993	rūpavat	rUpavat	rUpavat	1	144	adj
75102	vallī	vallI	vallI	1	144	f
83588	toda	toda	toda	1	144	m
93184	pāñcālya	pAYcAlya	pAYcAlya	1	144	adj
95393	jyok	jyok	jyok	1	144	ind
106594	suta	suta	suta	1	144	m
107081	sugata	sugata	sugata	1	144	m
120860	svadhiti	svaDiti	svaDiti	1	144	mf
137793	meḍhra	meQra	meQra	1	144	mn
139227	viśeṣaṇa	viSezaRa	viSezaRa	1	144	n
139731	pratipatti	pratipatti	pratipatti	1	144	f
153996	prokṣaṇī	prokzaRI	prokzaRI	1	144	f
158510	apās	apAs	apAs	1	144	1.Ā.,1.P.,2.P.,4.P.
160326	mocay	mocay	mocay	0	144	10. Ā.
161649	parikalpay	parikalpay	parikalpay	0	144	10.P.,10.Ā.
683	kañcuka	kaYcuka	kaYcuka	1	143	mf
10677	anukampā	anukampA	anukampA	1	143	fn
11139	anumati	anumati	anumati	1	143	f
11982	antra	antra	antra	1	143	n
24425	kunda	kunda	kunda	1	143	m
25414	bhūman	BUman	BUman	1	143	m
25781	bhṛṅga	BfNga	BfNga	1	143	mn
47016	vāsavadattā	vAsavadattA	vAsavadattA	1	143	f
50136	bhitti	Bitti	Bitti	1	143	f
75046	valla	valla	valla	1	143	mn
81495	lekhana	leKana	leKana	1	143	adj
96954	taskara	taskara	taskara	1	143	m
97357	tārakā	tArakA	tArakA	1	143	f
103772	sambādha	sambADa	sambADa	1	143	m
123129	vimukti	vimukti	vimukti	1	143	f
130027	gandhamādana	ganDamAdana	ganDamAdana	1	143	m
143379	pīnasa	pInasa	pInasa	1	143	m
148963	bisa	bisa	bisa	1	143	mn
154259	babhru	baBru	baBru	1	143	adj
156231	granth	granT	granT	1	143	1. P.
157859	kampay	kampay	kampay	0	143	10. Ā.
158251	antargam	antargam	antargam	1	143	1.P.
158351	apagam	apagam	apagam	1	143	1.P.
158975	veday	veday	veday	0	143	10. Ā.
160634	upasṛ	upasf	upasf	1	143	1.Ā.,1.P.,3.P.
161939	caturgṛhīta	caturgfhIta	caturgfhIta	0	143	n
162088	pariplu	pariplu	pariplu	1	143	1.Ā.,1.P.
162103	paribhū	pariBU	pariBU	1	143	1.P.,1.Ā.
164540	vyatī	vyatI	vyatI	1	143	2.P.
169262	mokṣay	mokzay	mokzay	1	143	10. Ā.
218900	sajūs	sajUs	sajUs	0	143	ind
12735	kalpanā	kalpanA	kalpanA	1	142	f
17014	satata	satata	satata	1	142	adj
24363	kutra	kutra	kutra	1	142	ind
32805	arundhatī	arunDatI	arunDatI	1	142	f
38065	ulūkhala	ulUKala	ulUKala	1	142	mn
46257	umāpati	umApati	umApati	1	142	m
48141	vijayā	vijayA	vijayA	1	142	f
49726	bhārata	BArata	BArata	1	142	n
59394	ārādhana	ArADana	ArADana	1	142	n
65314	yaugaṃdharāyaṇa	yOgaMDarAyaRa	yOganDarAyaRa	1	142	m
73287	yathāgata	yaTAgata	yaTAgata	1	142	adj
89878	dainya	dEnya	dEnya	1	142	n
92114	dharmaputra	Darmaputra	Darmaputra	1	142	m
101933	sauvarcala	sOvarcala	sOvarcala	1	142	mn
102375	stava	stava	stava	1	142	m
123096	vibhūṣaṇa	viBUzaRa	viBUzaRa	1	142	n
126265	śukti	Sukti	Sukti	1	142	f
128829	kharpara	Karpara	Karpara	1	142	mn
130290	gāndharva	gAnDarva	gAnDarva	1	142	adj
132650	śirīṣa	SirIza	SirIza	1	142	mn
136779	mīna	mIna	mIna	1	142	m
147880	bārhata	bArhata	bArhata	1	142	adj
160002	secay	secay	secay	0	142	10. Ā.
160198	udīr	udIr	udIr	1	142	4.P.,2.P.,2.Ā.
162437	pratap	pratap	pratap	1	142	1.P.
163442	vipad	vipad	vipad	1	142	4.P.,4.Ā.
175404	catvāriṃśat	catvAriMSat	catvAriMSat	1	142	f
211598	kaliṅgasenā	kaliNgasenA	kaliNgasenA	1	142	f
17651	saṃdhā	saMDA	sanDA	1	141	f
21460	apūpa	apUpa	apUpa	1	141	mn
27775	nirdeśa	nirdeSa	nirdeSa	1	141	m
28227	niṣāda	nizAda	nizAda	1	141	m
29119	nemi	nemi	nemi	1	141	mf
34532	niścala	niScala	niScala	1	141	adj
35152	nidhāna	niDAna	niDAna	1	141	n
39486	ekāgra	ekAgra	ekAgra	1	141	adj
48456	bhagadatta	Bagadatta	Bagadatta	1	141	m
81908	lola	lola	lola	1	141	adj
88579	jātarūpa	jAtarUpa	jAtarUpa	1	141	n
100156	somadatta	somadatta	somadatta	1	141	m
128835	khala	Kala	Kala	1	141	m
131190	śākya	SAkya	SAkya	1	141	m
135186	kṣāma	kzAma	kzAma	1	141	adj
136814	mukuṭa	mukuwa	mukuwa	1	141	mn
145712	pūrvya	pUrvya	pUrvya	1	141	adj
151141	prakaraṇa	prakaraRa	prakaraRa	1	141	n
154026	plakṣa	plakza	plakza	1	141	m
155869	prādhānya	prADAnya	prADAnya	1	141	n
156209	khid	Kid	Kid	1	141	6. Ā.
157965	anumā	anumA	anumA	1	141	3.Ā.,2.P.,3.P.
161704	pariṇāmay	pariRAmay	pariRAmay	0	141	10.P.
163299	vicūrṇay	vicUrRay	vicUrRay	0	141	Denom.P.
165217	samāyā	samAyA	samAyA	1	141	2.P.
165265	samāhvā	samAhvA	samAhvA	1	141	1.Ā.,4.P.,4.Ā.
6566	ajira	ajira	ajira	1	140	n
10524	aniruddha	anirudDa	anirudDa	1	140	m
12445	kala	kala	kala	1	140	adj
12752	kalmaṣa	kalmaza	kalmaza	1	140	mn
16218	paratra	paratra	paratra	1	140	ind
31308	abhyañjana	aByaYjana	aByaYjana	1	140	n
31716	amartya	amartya	amartya	1	140	adj
34674	niṣphala	nizPala	nizPala	1	140	adj
43156	dhaumya	DOmya	DOmya	1	140	m
51951	cīvara	cIvara	cIvara	1	140	n
59743	avyagra	avyagra	avyagra	1	140	adj
62821	āśvina	ASvina	ASvina	1	140	adj
64777	yuj	yuj	yuj	1	140	m
91308	dvijaśreṣṭha	dvijaSrezWa	dvijaSrezWa	1	140	m
103921	sammukha	sammuKa	sammuKa	1	140	adj
108342	sumanas	sumanas	sumanas	1	140	adj
112172	sādhu	sADu	sADu	1	140	m
113730	spṛhā	spfhA	spfhA	1	140	f
128880	kheda	Keda	Keda	1	140	m
133862	kraya	kraya	kraya	1	140	m
145564	pūya	pUya	pUya	1	140	mn
151749	pratāpa	pratApa	pratApa	1	140	m
156152	ṛṣ	fz	fz	1	140	1. Ā.
158429	yāpay	yApay	yApay	0	140	10. P.
159504	jvālay	jvAlay	jvAlay	0	140	10. P.
159872	āyat	Ayat	Ayat	1	140	1.Ā.
160063	ucchiṣ	ucCiz	ucCiz	0	140	6.P.,4.P.,4.Ā.,7.P.
160413	dhūpay	DUpay	DUpay	1	140	Denom. P.
162397	pracyu	pracyu	pracyu	1	140	1.P.,1.Ā.
169681	niḥśvāsa	niHSvAsa	niHSvAsa	1	140	m
5375	akliṣṭa	aklizwa	aklizwa	1	139	adj
13315	kāca	kAca	kAca	1	139	n
16129	payasvat	payasvat	payasvat	0	139	adj
32649	arāti	arAti	arAti	1	139	m
48732	bhadrā	BadrA	BadrA	1	139	f
69233	varavarṇinī	varavarRinI	varavarRinI	1	139	f
94410	pālana	pAlana	pAlana	1	139	n
101163	dampati	dampati	dampati	1	139	m
112397	sāntva	sAntva	sAntva	1	139	n
118815	vyajana	vyajana	vyajana	1	139	n
123052	vibhāṣā	viBAzA	viBAzA	1	139	f
127811	śodhana	SoDana	SoDana	1	139	adj
139489	viṣāṇa	vizARa	vizARa	1	139	n
143046	vedāṅga	vedANga	vedANga	1	139	n
160052	uccāray	uccAray	uccAray	0	139	10.P.,10.Ā.
162875	pradah	pradah	pradah	1	139	4.P.,1.P.,1.Ā.,4.Ā.
176383	pratima	pratima	pratima	1	139	adj
213982	ku	ku	ku	1	139	ind
218758	jā	jA	jA	0	139	adj
2013	akārya	akArya	akArya	1	138	n
4157	kṛṣṇadvaipāyana	kfzRadvEpAyana	kfzRadvEpAyana	1	138	m
11240	anurūpa	anurUpa	anurUpa	1	138	m
13607	kānta	kAnta	kAnta	1	138	m
16149	payodhara	payoDara	payoDara	1	138	m
24574	kumuda	kumuda	kumuda	1	138	mn
25116	bhūnāga	BUnAga	BUnAga	1	138	mn
32721	ariṣṭa	arizwa	arizwa	1	138	adj
39593	ekatas	ekatas	ekatas	1	138	ind
44811	upakrama	upakrama	upakrama	1	138	m
45787	upasarga	upasarga	upasarga	1	138	m
64322	ucca	ucca	ucca	1	138	adj
72847	yakṣma	yakzma	yakzma	0	138	m
78534	mātali	mAtali	mAtali	1	138	m
83790	trayastriṃśa	trayastriMSa	trayastriMSa	1	138	adj
97183	tāmbūla	tAmbUla	tAmbUla	1	138	n
99904	sainya	sEnya	sEnya	1	138	m
100382	tvadīya	tvadIya	tvadIya	1	138	adj
120974	vyādha	vyADa	vyADa	1	138	m
123954	gālava	gAlava	gAlava	1	138	m
141094	piṣṭī	pizwI	pizwI	1	138	f
146442	daśaguṇa	daSaguRa	daSaguRa	1	138	adj
164232	caturviṃśa	caturviMSa	caturviMSa	1	138	adj
168184	devadeveśa	devadeveSa	devadeveSa	1	138	m
169361	puṇḍarīkākṣa	puRqarIkAkza	puRqarIkAkza	1	138	m
223203	pa	pa	pa	1	138	adj
6607	ajñāta	ajYAta	ajYAta	1	137	adj
9909	ananya	ananya	ananya	1	137	adj
11570	anṛta	anfta	anfta	1	137	adj
15038	pañcavidha	paYcaviDa	paYcaviDa	1	137	adj
23037	kāśi	kASi	kASi	1	137	f
34944	nicaya	nicaya	nicaya	1	137	m
48915	bhayaṃkara	BayaMkara	BayaNkara	1	137	adj
54184	avadāna	avadAna	avadAna	1	137	n
58038	āditya	Aditya	Aditya	1	137	adj
62028	āgantu	Agantu	Agantu	1	137	adj
72876	yajamāna	yajamAna	yajamAna	1	137	m
92107	dharmaparyāya	DarmaparyAya	DarmaparyAya	1	137	m
99214	sūdana	sUdana	sUdana	1	137	adj
111654	sāti	sAti	sAti	1	137	f
130107	gaya	gaya	gaya	1	137	m
145645	pūrvaja	pUrvaja	pUrvaja	1	137	m
157432	laṅghay	laNGay	laNGay	0	137	10. Ā.
160278	vāday	vAday	vAday	0	137	10. Ā.
164246	caturhotṛ	caturhotf	caturhotf	0	137	m
164695	saṃyojay	saMyojay	saMyojay	0	137	10.P.,10.Ā.
164860	saṃkalpay	saMkalpay	saNkalpay	0	137	10.P.,10.Ā.
166019	anaṅga	anaNga	anaNga	1	137	m
169620	pāvay	pAvay	pAvay	0	137	10. Ā.
171114	parṣad	parzad	parzad	1	137	f
461	kakubh	kakuB	kakuB	1	136	f
16058	padminī	padminI	padminI	1	136	f
31661	amara	amara	amara	1	136	adj
33922	niḥśeṣa	niHSeza	niHSeza	1	136	adj
50732	carṣaṇi	carzaRi	carzaRi	0	136	f
51083	cāraṇa	cAraRa	cAraRa	1	136	fn
58829	ābhāsa	ABAsa	ABAsa	1	136	m
68725	vani	vani	vani	0	136	f
73478	yathārha	yaTArha	yaTArha	1	136	adj
79938	rodasī	rodasI	rodasI	1	136	f
84185	trivarga	trivarga	trivarga	1	136	m
90815	dvādaśī	dvAdaSI	dvAdaSI	1	136	f
101180	damayantī	damayantI	damayantI	1	136	f
116449	śatatama	Satatama	Satatama	1	136	adj
127219	śūrpa	SUrpa	SUrpa	1	136	mn
127999	śarvarī	SarvarI	SarvarI	1	136	f
129400	gadgada	gadgada	gadgada	1	136	adj
146424	darśanīya	darSanIya	darSanIya	1	136	adj
159653	avasā	avasA	avasA	1	136	6.P.
159854	ābhṛ	ABf	ABf	1	136	1.Ā.,1.P.,3.P.,3.Ā.
163508	vibhid	viBid	viBid	1	136	7.P.,6.P.,4.P.,7.Ā.,4.Ā.
164807	saṃsidh	saMsiD	saMsiD	1	136	4.P.,4.Ā.
165578	sambhāṣ	samBAz	samBAz	1	136	1.Ā.,1.P.
202749	yathāpūrvam	yaTApUrvam	yaTApUrvam	1	136	ind
204650	viṣvañc	vizvaYc	vizvaYc	1	136	adj
2148	kamaṇḍalu	kamaRqalu	kamaRqalu	1	135	mn
8817	saṃkarṣaṇa	saMkarzaRa	saNkarzaRa	1	135	m
14982	pañcamūla	paYcamUla	paYcamUla	1	135	fn
24972	kulīna	kulIna	kulIna	1	135	adj
36618	mandra	mandra	mandra	1	135	adj
40973	śreṣṭhin	SrezWin	SrezWin	1	135	m
46967	vāsanā	vAsanA	vAsanA	1	135	f
47594	vivarṇa	vivarRa	vivarRa	1	135	adj
55348	ucchvāsa	ucCvAsa	ucCvAsa	0	135	m
57188	unmukha	unmuKa	unmuKa	1	135	adj
79778	revatī	revatI	revatI	1	135	f
85599	durbuddhi	durbudDi	durbudDi	1	135	adj
120269	svayaṃvara	svayaMvara	svayaMvara	1	135	mn
121116	vyāpin	vyApin	vyApin	1	135	adj
144277	piṣṭikā	pizwikA	pizwikA	1	135	f
144418	puṇḍarīka	puRqarIka	puRqarIka	1	135	n
152169	prādurbhāva	prAdurBAva	prAdurBAva	1	135	mn
152235	prāyaśas	prAyaSas	prAyaSas	1	135	ind
165330	samudbhū	samudBU	samudBU	1	135	1.P.
174543	kati	kati	kati	1	135	ind
219221	samyañc	samyaYc	samyaYc	0	135	adj
2472	karin	karin	karin	1	134	m
3327	kūpī	kUpI	kUpI	1	134	f
12578	kalāpa	kalApa	kalApa	1	134	mn
23349	kiṃkara	kiMkara	kiNkara	1	134	m
47360	vidruma	vidruma	vidruma	1	134	mn
52809	chedana	Cedana	Cedana	1	134	n
53032	argha	arGa	arGa	1	134	m
59545	ārtava	Artava	Artava	1	134	n
62284	ālasya	Alasya	Alasya	1	134	n
62939	āsandī	AsandI	AsandI	1	134	f
69260	varānanā	varAnanA	varAnanA	1	134	f
86868	devarṣi	devarzi	devarzi	1	134	m
88926	jāhnavī	jAhnavI	jAhnavI	1	134	f
92898	pātrī	pAtrI	pAtrI	1	134	f
136457	mūrdhaja	mUrDaja	mUrDaja	1	134	m
157388	pad	pad	pad	1	134	1. P.
159183	bhrāmay	BrAmay	BrAmay	0	134	10. Ā.
159646	avasad	avasad	avasad	1	134	1.P.,2.P.,1.Ā.
162119	parimṛj	parimfj	parimfj	1	134	6.P.,2.Ā.,1.Ā.,2.P.,6.Ā.,1.P.
167096	yathoktam	yaToktam	yaToktam	1	134	ind
169856	naptṛ	naptf	naptf	1	134	m
6073	aghora	aGora	aGora	1	133	m
27928	nirveda	nirveda	nirveda	1	133	m
39984	airāvata	ErAvata	ErAvata	1	133	m
40452	śrāvastī	SrAvastI	SrAvastI	1	133	f
58186	ādhikya	ADikya	ADikya	1	133	n
71757	rodha	roDa	roDa	1	133	m
101487	saukhya	sOKya	sOKya	1	133	n
119191	vyādhita	vyADita	vyADita	1	133	adj
132714	śiva	Siva	Siva	1	133	n
153519	bandin	bandin	bandin	1	133	m
157549	sraṃs	sraMs	sraMs	1	133	9. Ā.
158392	dhṛṣ	Dfz	Dfz	1	133	1. P.
158529	pṛc	pfc	pfc	1	133	3. Ā.
162339	prak￞	prakF	prakF	0	133	6.P.
163572	vilī	vilI	vilI	1	133	1.P.,4.P.,4.Ā.
164917	saṃjñā	saMjYA	saYjYA	1	133	9.P.,4.Ā.,9.Ā.
202395	sakthi	sakTi	sakTi	1	133	n
635	kacchapa	kacCapa	kacCapa	0	132	m
5579	akṣauhiṇī	akzOhiRI	akzOhiRI	1	132	f
17099	sadman	sadman	sadman	1	132	n
29021	netṛ	netf	netf	1	132	m
45540	upavana	upavana	upavana	1	132	n
55534	utkṛṣṭa	utkfzwa	utkfzwa	1	132	adj
62420	āvasatha	AvasaTa	AvasaTa	1	132	m
72229	maitra	mEtra	mEtra	1	132	adj
81221	laśuna	laSuna	laSuna	1	132	mn
93245	pāṭha	pAWa	pAWa	1	132	m
158621	abhiji	aBiji	aBiji	1	132	1.P.
159076	stambhay	stamBay	stamBay	0	132	10. Ā.
163414	vinivṛt	vinivft	vinivft	1	132	1.P.,1.Ā.
164453	caraṇa	caraRa	caraRa	1	132	n
167914	prāduras	prAduras	prAduras	1	132	2.P.
213043	c	c	c	1	132	m
1165	aṃśumant	aMSumant	aMSumat	1	131	m
3854	kṛttikā	kfttikA	kfttikA	0	131	f
10179	anas	anas	anas	1	131	n
27939	nirvṛti	nirvfti	nirvfti	1	131	f
45998	upādāna	upAdAna	upAdAna	1	131	n
62117	āgnīdhrīya	AgnIDrIya	AgnIDrIya	1	131	m
100477	tvarita	tvarita	tvarita	1	131	adj
102258	stamba	stamba	stamba	1	131	m
108940	hariṇa	hariRa	hariRa	1	131	m
118159	vaikartana	vEkartana	vEkartana	1	131	m
130295	gāndhāra	gAnDAra	gAnDAra	1	131	m
135481	kṣipra	kzipra	kzipra	1	131	adj
139904	pratīkāra	pratIkAra	pratIkAra	1	131	m
151327	praṇāma	praRAma	praRAma	1	131	m
157659	adhyās	aDyAs	aDyAs	1	131	1.Ā.,1.P.,2.P.,2.Ā.
157930	bandhay	banDay	banDay	0	131	10. P.
158399	nah	nah	nah	1	131	1. P.
158436	aparādh	aparAD	aparAD	1	131	4.P.,4.Ā.,5.P.
159702	ākāṅkṣ	AkANkz	AkANkz	1	131	1.P.,1.Ā.
162266	paryavāp	paryavAp	paryavAp	0	131	5.Ā.,5.P.
164775	saṃvye	saMvye	saMvye	1	131	4.P.,4.Ā.
166626	kūṣmāṇḍa	kUzmARqa	kUzmARqa	1	131	mfn
202615	yathāsvam	yaTAsvam	yaTAsvam	1	131	ind
209741	dūram	dUram	dUram	1	131	ind
218727	mṛḍ	mfq	mfq	0	131	6. Ā.
11854	antarvedi	antarvedi	antarvedi	1	130	ind
15970	padmarāga	padmarAga	padmarAga	1	130	mn
18669	paraśu	paraSu	paraSu	1	130	m
21218	apasmāra	apasmAra	apasmAra	1	130	m
22402	abhiplava	aBiplava	aBiplava	1	130	m
27259	mathurā	maTurA	maTurA	1	130	f
60928	asādhu	asADu	asADu	1	130	adj
61818	ākūti	AkUti	AkUti	1	130	f
110448	hum	hum	hum	1	130	ind
113078	sārasa	sArasa	sArasa	1	130	m
116626	śapatha	SapaTa	SapaTa	1	130	m
124106	gulpha	gulPa	gulPa	1	130	m
137415	mudgara	mudgara	mudgara	1	130	m
142152	vṛtra	vftra	vftra	1	130	mn
156242	ghrā	GrA	GrA	1	130	3. Ā.
156522	glāni	glAni	glAni	1	130	f
157527	dhvaṃs	DvaMs	DvaMs	1	130	1. Ā.
157636	adhyāpay	aDyApay	aDyApay	1	130	10.P.,10.Ā.
158202	anusṛ	anusf	anusf	1	130	1.Ā.,1.P.,3.P.
159187	lamb	lamb	lamb	1	130	1. P.
159909	ālamb	Alamb	Alamb	1	130	1.Ā.,1.P.
160636	upasṛp	upasfp	upasfp	1	130	1.P.,1.Ā.
160775	ekīkṛ	ekIkf	ekIkf	1	130	8.P.
161434	nirvac	nirvac	nirvac	1	130	3.P.
161460	nirhṛ	nirhf	nirhf	1	130	1.P.,1.Ā.
163325	vitṛ	vitf	vitf	0	130	1.P.,1.Ā.
165302	samutsṛj	samutsfj	samutsfj	1	130	6.P.,2.P.,4.Ā.,6.Ā.,1.P.
165666	kvāpi	kvApi	kvApi	1	130	ind
170838	namasy	namasy	namasy	1	130	Denom. P.
216442	napāt	napAt	napAt	0	130	m
25648	bhūriśravas	BUriSravas	BUriSravas	1	129	m
45916	upahāra	upahAra	upahAra	1	129	mn
47210	vikarṇa	vikarRa	vikarRa	1	129	m
59345	āranāla	AranAla	AranAla	1	129	mn
65463	rakṣin	rakzin	rakzin	1	129	adj
73515	yathāvṛtta	yaTAvftta	yaTAvftta	0	129	n
79067	māndhātṛ	mAnDAtf	mAnDAtf	1	129	m
81125	lava	lava	lava	1	129	m
83342	tṛṣā	tfzA	tfzA	1	129	f
88711	jānapada	jAnapada	jAnapada	1	129	m
91074	dvipad	dvipad	dvipad	1	129	m
91796	dhanurveda	Danurveda	Danurveda	1	129	m
101138	dantin	dantin	dantin	1	129	m
111101	hotra	hotra	hotra	1	129	n
115296	śatadhā	SataDA	SataDA	1	129	ind
127471	śauri	SOri	SOri	1	129	m
132359	śārada	SArada	SArada	1	129	adj
132606	śithila	SiTila	SiTila	1	129	adj
137693	mṛṇāla	mfRAla	mfRAla	1	129	mn
143084	vedin	vedin	vedin	1	129	adj
157792	nand	nand	nand	1	129	1. Ā.
158914	ruj	ruj	ruj	1	129	6. Ā.
158931	abhilaṣ	aBilaz	aBilaz	1	129	4.P.,1.P.,1.Ā.
159037	abhiśaṃs	aBiSaMs	aBiSaMs	1	129	1.P.
159802	ānam	Anam	Anam	1	129	1.P.
162644	prativyadh	prativyaD	prativyaD	1	129	4.P.,4.Ā.
162793	pratyākhyā	pratyAKyA	pratyAKyA	1	129	2.P.,2.Ā.
163331	vidah	vidah	vidah	1	129	4.P.,1.P.,1.Ā.,4.Ā.
5672	agāra	agAra	agAra	1	128	mn
13878	kāmarūpin	kAmarUpin	kAmarUpin	1	128	adj
18291	saptamī	saptamI	saptamI	1	128	f
18739	parābhava	parABava	parABava	1	128	m
41957	ṣaṣṭika	zazwika	zazwika	1	128	mfn
61204	astamita	astamita	astamita	1	128	adj
72680	mauli	mOli	mOli	1	128	mf
74754	varya	varya	varya	1	128	adj
74894	varṣin	varzin	varzin	1	128	adj
94765	piḍaka	piqaka	piqaka	1	128	mf
96605	taraṃga	taraMga	taraNga	1	128	m
109374	haviṣmat	havizmat	havizmat	1	128	adj
142718	veśyā	veSyA	veSyA	1	128	f
144588	puronuvākyā	puronuvAkyA	puronuvAkyA	0	128	f
150877	praṇidhāna	praRiDAna	praRiDAna	1	128	n
155041	prasenajit	prasenajit	prasenajit	1	128	m
159614	avaropay	avaropay	avaropay	0	128	10.P.,10.Ā.
