num	saying_id	difficulty	vocab	fusion	n_chunks	n_tokens	n_unanalyzable	pct_w1b	syllables	metre	metre_method	iast_head
171	Saying 171	0.5679	0.7467	0.3636	7	11	3	0.5	32	anuṣṭubh	syllable-heuristic	atyalpasaṃpadaḥ santaḥ pumāniṣṭaśca duṣkule
172	Saying 172	0.5029	0.7971	0.1667	10	12	5	0.364	32	anuṣṭubh	syllable-heuristic	atyādaraparo vidvānīhamānaḥ sthirāṃ śriyam
173	Saying 173	0.5497	0.7391	0.3333	8	12	1	0.5	32	anuṣṭubh	syllable-heuristic	atyādaro bhavedyatra kāryakāraṇavarjitaḥ
176	Saying 176	0.5008	0.764	0.2	8	10	1	0.5	32	anuṣṭubh	syllable-heuristic	atyāsannā vināśāya dūrasthā na phalapradāḥ
177	Saying 177	0.5689	0.7459	0.3667	19	30	4	0.474	76	śārdulavikrīḍita	vidyut-chandas	atyuktau na yadi prakupyasi mṛṣāvādaṃ ca no manyase
178	Saying 178	0.4386	0.6974	0.1429	12	14	2	0.692	44		unresolved	atyucchrite mantriṇi pārthive ca viṣṭabhya pādāvavatiṣṭhate 
179	Saying 179	0.5589	0.7298	0.3636	7	11	1	0.667	32	anuṣṭubh	syllable-heuristic	atyutsekena sahasā sāhasādhyavasāyinām
180	Saying 180	0.5371	0.6888	0.3636	7	11	2	0.5	32	anuṣṭubh	syllable-heuristic	atyudāttaguṇeṣveṣā kṛtapuṇyaiḥ praropitā
181	Saying 181	0.6261	0.785	0.4444	15	27	5	0.467	56	vasantatilakā	vidyut-chandas	atyunnatastanamuro nayane sudīrghe vakre bhruvāvatitarāṃ vac
182	Saying 182	0.5453	0.6395	0.4375	9	16	2	0.727	32	anuṣṭubh	syllable-heuristic	atyunnatiṃ prāpya naraḥ prāvāraḥ kīṭako yathā
183	Saying 183	0.5586	0.6975	0.4	9	15	2	0.545	32	anuṣṭubh	syllable-heuristic	atyunnato 'mbubhirmeghaścātakānna dhinoti cet
184	Saying 184	0.5123	0.6518	0.3529	11	17	0	0.8	32	anuṣṭubh	syllable-heuristic	atyeti rajanī yā tu sā na pratinivartate
185	Saying 185	0.4827	0.7031	0.2308	10	13	3	0.636	32	anuṣṭubh	syllable-heuristic	atrodyāne mayā dṛṣṭā vallarī pañcapallavā
186	Saying 186	0.5425	0.6806	0.3846	8	13	1	0.75	32	anuṣṭubh	syllable-heuristic	atvarā sarvakāryeṣu tvarā kāryavināśinī
187	Saying 187	0.4511	0.6583	0.2143	11	14	2	0.778	32	anuṣṭubh	syllable-heuristic	atha nityamanityaṃ vā neha śocanti tadvidaḥ
188	Saying 188	0.4064	0.587	0.2	12	15	1	0.8	32	anuṣṭubh	syllable-heuristic	atha vā naśyati prajñā prājñasyāpi narasya hi
189	Saying 189	0.5154	0.709	0.2941	12	17	5	0.545	44		unresolved	adattadānācca bhaveddaridro daridrabhāvādvitanoti pāpam
190	Saying 190	0.5706	0.7516	0.3636	7	11	4	0.5	44	viparītākhyānikī	vidyut-chandas	adarśane darśanamātrakāmā dṛṣṭau pariṣvaṅgarasaikalolāḥ
191	Saying 191	0.5405	0.7047	0.3529	11	17	2	0.545	32	anuṣṭubh	syllable-heuristic	adātari samṛddhe 'pi kiṃ kuryurupajīvinaḥ
192	Saying 192	0.6467	0.8944	0.3636	7	11	3	0.111	32	anuṣṭubh	syllable-heuristic	adātā vaṃśadoṣeṇa karmadoṣāddaridratā
193	Saying 193	0.5823	0.7417	0.4	9	15	3	0.667	32	anuṣṭubh	syllable-heuristic	adurgo viṣayaḥ kasya nāreḥ paribhavāspadam
194	Saying 194	0.5153	0.7161	0.2857	5	7	2	0.571	32	anuṣṭubh	syllable-heuristic	adṛṣṭapūrvānādāya bhāvānapariśaṅkitān
195	Saying 195	0.5204	0.8008	0.2	16	20	7	0.353	68	śikhariṇī	vidyut-chandas	adṛṣṭavyāpāraṃ gatavati dinānāmadhipatau yaśaḥśeṣībhūte śaśi
196	Saying 196	0.6021	0.7171	0.4706	9	17	3	0.571	48	vaṃśastha	vidyut-chandas	adṛṣṭidānaṃ kṛtapūrvanāśanaṃ vimānanā duścaritānukīrtanam
197	Saying 197	0.4132	0.4466	0.375	10	16	0	0.9	32	upagīti	vidyut-chandas	adṛṣṭe darśanotkaṇṭhā dṛṣṭe vicchedabhīrutā
198	Saying 198	0.5371	0.6667	0.3889	11	18	4	0.583	48		unresolved	adeśakālajñamanāyatikṣamaṃ yadapriyaṃ lāghavakāri cātmanaḥ
199	Saying 199	0.6286	0.6401	0.6154	5	13	1	0.75	32	anuṣṭubh	syllable-heuristic	adeśakāle yaddānamapātrebhyaśca dīyate
200	Saying 200	0.4565	0.7763	0.0909	10	11	4	0.444	32	anuṣṭubh	syllable-heuristic	adeśastho hi ripuṇā svalpakenāpi hanyate
201	Saying 201	0.43	0.5875	0.25	9	12	1	0.818	32	anuṣṭubh	syllable-heuristic	adbhirgātrāṇi śudhyanti manaḥ satyena śudhyati
202	Saying 202	0.4203	0.6005	0.2143	11	14	0	0.833	32	anuṣṭubh	syllable-heuristic	adbhiḥ śudhyanti vastrāṇi manaḥ satyena śudhyati
203	Saying 203	0.5543	0.8551	0.2105	15	19	5	0.308	56		unresolved	adyāpi nojjhati haraḥ kila kālakūṭaṃ kūrmo bibharti dharaṇīṃ
204	Saying 204	0.491	0.8533	0.0769	12	13	6	0.4	44	indravajrā	vidyut-chandas	adyāpi śītadyutirātmabimbaṃ nirmāya nirmāya punarbhunakti
205	Saying 205	0.4971	0.5917	0.3889	11	18	3	0.667	32	anuṣṭubh	syllable-heuristic	adyaiva kuru yacchreyo mā tvāṃ kālo 'tyagādayam
206	Saying 206	0.4743	0.5805	0.3529	11	17	1	0.917	32	anuṣṭubh	syllable-heuristic	adrohasamayaṃ kṛtvā ciccheda namuceḥ śiraḥ
207	Saying 207	0.4622	0.6479	0.25	9	12	3	0.7	32	anuṣṭubh	syllable-heuristic	adrohasamayaṃ kṛtvā munīnāmagrato hariḥ
208	Saying 208	0.5182	0.6627	0.3529	11	17	2	0.75	32	anuṣṭubh	syllable-heuristic	adrohaḥ sarvabhūteṣu karmaṇā manasā girā
209	Saying 209	0.4901	0.7001	0.25	12	16	4	0.636	32	anuṣṭubh	syllable-heuristic	adhaḥ karoti yadratnaṃ mūrdhnā dhārayate tṛṇam
210	Saying 210	0.4332	0.8122	0.0	15	15	6	0.4	32	anuṣṭubh	syllable-heuristic	adhaḥ paśyasi kiṃ bāle patitaṃ tava kiṃ bhuvi
211	Saying 211	0.5454	0.6399	0.4375	9	16	1	0.727	32	anuṣṭubh	syllable-heuristic	adhanā dhanamicchanti vācaṃ caiva catuṣpadāḥ
212	Saying 212	0.5591	0.8734	0.2	8	10	3	0.333	32	anuṣṭubh	syllable-heuristic	adhanenārthakāmena nārthaḥ śakyo vidhitsitum
213	Saying 213	0.5304	0.7371	0.2941	12	17	5	0.455	32	anuṣṭubh	syllable-heuristic	adhano dātukāmo 'pi saṃprāpto dhanināṃ gṛham
214	Saying 214	0.5247	0.8491	0.1538	11	13	5	0.333	32	anuṣṭubh	syllable-heuristic	adhamaṃ bādhate bhūyo duḥkhavego na tūttamam
215	Saying 215	0.4876	0.6642	0.2857	10	14	2	0.667	32	anuṣṭubh	syllable-heuristic	adhamāḥ kalimicchanti sandhimicchanti madhyamāḥ
216	Saying 216	0.4631	0.595	0.3125	11	16	1	0.778	32	anuṣṭubh	syllable-heuristic	adhamā dhanamicchanti dhanamānau ca madhyamāḥ
217	Saying 217	0.5522	0.7438	0.3333	8	12	3	0.625	39	āryā	vidyut-chandas	adharaḥ kisalayarāgaḥ komalaviṭapānukāriṇau bāhū
218	Saying 218	0.4098	0.6955	0.0833	11	12	2	0.625	32	anuṣṭubh	syllable-heuristic	adharmaḥ sumahānnātha bhavettasya tu bhūpateḥ
219	Saying 219	0.5309	0.6673	0.375	10	16	1	0.833	32	anuṣṭubh	syllable-heuristic	adharmeṇa ca yaḥ prāha yaścādharmeṇa pṛcchati
220	Saying 220	0.4991	0.5993	0.3846	8	13	0	0.875	32	anuṣṭubh	syllable-heuristic	adharmeṇaidhate tāvattato bhadrāṇi paśyati
221	Saying 221	0.6528	0.699	0.6	6	15	2	0.636	32	anuṣṭubh	syllable-heuristic	adharmopacitaṃ vittaṃ harantyanye 'lpamedhasaḥ
222	Saying 222	0.4836	0.7047	0.2308	10	13	2	0.444	32	anuṣṭubh	syllable-heuristic	adharmopārjitairarthairyaḥ karotyaurdhvadehikam
223	Saying 223	0.5005	0.9385	0.0	7	7	5	0.167	32	anuṣṭubh	syllable-heuristic	adhastācchidritaṃ carma durgandhaparipūritam
224	Saying 224	0.5797	0.7745	0.3571	9	14	4	0.4	32	anuṣṭubh	syllable-heuristic	adhaḥsthā ramate nārī uparisthastu kāmukaḥ
225	Saying 225	0.5554	0.7497	0.3333	12	18	3	0.727	32	anuṣṭubh	syllable-heuristic	adhārmiko naro yo hi yasya cāpyanṛtaṃ dhanam
226	Saying 226	0.4605	0.8635	0.0	9	9	6	0.333	32	anuṣṭubh	syllable-heuristic	adhikāra ṛṇaṃ garbhaścaturthaṃ śvānamaithunam
227	Saying 227	0.4529	0.7617	0.1	9	10	4	0.444	60	malinī	vidyut-chandas	adhigataparamārthānpaṇḍitānmāvamaṃsthāstṛṇamiva laghu lakṣmī
228	Saying 228	0.5775	0.7225	0.4118	10	17	2	0.6	32	anuṣṭubh	syllable-heuristic	adhi dharmādbalaṃ manye balāddharmaḥ pravartate
229	Saying 229	0.4835	0.7607	0.1667	10	12	2	0.375	32	anuṣṭubh	syllable-heuristic	adhītya nītiśāstrāṇi nītiyukto na dṛśyate
230	Saying 230	0.5872	0.8823	0.25	6	8	3	0.167	32	anuṣṭubh	syllable-heuristic	adhodṛṣṭirnaikṛtikaḥ svārthasādhanatatparaḥ
231	Saying 231	0.4819	0.6703	0.2667	11	15	1	0.778	32	anuṣṭubh	syllable-heuristic	adho 'dhaḥ paśyataḥ kasya mahimā nopajāyate
232	Saying 232	0.5161	0.8085	0.1818	9	11	4	0.429	32	anuṣṭubh	syllable-heuristic	adhyardhādyojanaśatādāmiṣaṃ vīkṣate khagaḥ
233	Saying 233	0.4669	0.8754	0.0	9	9	4	0.25	32	anuṣṭubh	syllable-heuristic	adhruveṇa śarīreṇa pratikṣaṇavināśinā
234	Saying 234	0.4439	0.602	0.2632	14	19	1	0.75	32	anuṣṭubh	syllable-heuristic	adhruve hi śarīre yo na karoti tapo 'rjanam
235	Saying 235	0.5109	0.9579	0.0	7	7	4	0.167	32	anuṣṭubh	syllable-heuristic	adhvaśrāntamavijñātamatithiṃ kṣutpipāsitam
236	Saying 236	0.4468	0.7705	0.0769	12	13	6	0.5	32	anuṣṭubh	syllable-heuristic	adhvā jarā dehavatāṃ parvatānāṃ jalaṃ jarā
237	Saying 237	0.5232	0.7936	0.2143	11	14	5	0.462	32	anuṣṭubh	syllable-heuristic	adhvā jarā manuṣyāṇāṃ vājināṃ bandhanaṃ jarā
238	Saying 238	0.5695	0.7761	0.3333	8	12	3	0.556	32	anuṣṭubh	syllable-heuristic	anaṅgaḥ pañcabhiḥ puṣpairviśvaṃ vyajayateṣubhiḥ
239	Saying 239	0.6116	0.5807	0.6471	6	17	0	1.0	32	anuṣṭubh	syllable-heuristic	anañjitāsitā dṛṣṭirbhrūranāvarjitā natā
240	Saying 240	0.5267	0.7489	0.2727	8	11	2	0.6	32	anuṣṭubh	syllable-heuristic	anadbhutamidaṃ loke yadvṛddhvā balavattaraiḥ
241	Saying 241	0.3814	0.6637	0.0588	16	17	2	0.5	50	puṣpitāgrā	vidyut-chandas	anadhigatamanorathasya pūrvaṃ śataguṇiteva gatā mama triyāmā
242	Saying 242	0.5072	0.8129	0.1579	16	19	8	0.375	68	śikhariṇī	vidyut-chandas	anadhvanyāḥ kāvyeṣvalasagatayaḥ śāstragahane-
243	Saying 243	0.6035	0.8741	0.2941	12	17	6	0.222	44		unresolved	anantapāraṃ kila śabdaśāstraṃ svalpaṃ tathāyurbahavaśca vigh
244	Saying 244	0.4974	0.8452	0.1	18	20	6	0.25	32	anuṣṭubh	syllable-heuristic	anantaṃ bata me vittaṃ yasya me nāsti kiṃ ca na
245	Saying 245	0.5476	0.8517	0.2	12	15	7	0.3	44		unresolved	anantaśāstraṃ bahulāśca vidyāḥ svalpaśca kālo bahuvighnatā c
246	Saying 246	0.5131	0.8076	0.1765	14	17	4	0.545	32	anuṣṭubh	syllable-heuristic	anabhijño guṇānāṃ yo na bhṛtyaiḥ so 'nugamyate
247	Saying 247	0.5884	0.6658	0.5	9	18	2	0.75	32	anuṣṭubh	syllable-heuristic	anabhidhyā parasveṣu sarvasattveṣu sauhṛdam
248	Saying 248	0.5184	0.6354	0.3846	8	13	2	0.75	32	anuṣṭubh	syllable-heuristic	anabhyāsena vidyānāmasaṃsargeṇa dhīmatām
249	Saying 249	0.5151	0.7471	0.25	9	12	4	0.545	32	anuṣṭubh	syllable-heuristic	anamrākramaṇaṃ śauryaṃ dhanaṃ nijabhujārjitam
250	Saying 250	0.627	0.8256	0.4	6	10	1	0.4	32	anuṣṭubh	syllable-heuristic	anayoranavadyāṅgi stanayorjṛmbhamāṇayoḥ
251	Saying 251	0.5357	0.636	0.4211	11	19	2	0.857	32	anuṣṭubh	syllable-heuristic	anarghyāṇyapi ratnāni labhyante vibhavaiḥ sukham
252	Saying 252	0.5374	0.8234	0.2105	15	19	7	0.4	44		unresolved	anarthakaṃ vipravāsaṃ gṛhebhyaḥ pāpaiḥ sandhiṃ paradārābhima
253	Saying 253	0.5597	0.7128	0.3846	8	13	1	0.556	32	anuṣṭubh	syllable-heuristic	anarthakamanāyuṣyaṃ goviṣāṇasya bhakṣaṇam
254	Saying 254	0.4812	0.9022	0.0	7	7	5	0.167	32	anuṣṭubh	syllable-heuristic	anarthamarthataḥ paśyannarthaṃ caivāpyanarthataḥ
255	Saying 255	0.5675	0.8453	0.25	6	8	3	0.2	32	anuṣṭubh	syllable-heuristic	anarthāścārtharūpeṇa arthāścānartharūpiṇaḥ
256	Saying 256	0.5568	0.694	0.4	6	10	2	0.75	32	anuṣṭubh	syllable-heuristic	anarthitvānmanuṣyāṇāṃ bhayātparijanasya ca
257	Saying 257	0.6202	0.6768	0.5556	8	18	0	0.714	32	anuṣṭubh	syllable-heuristic	analaḥ śītanāśāya viṣanāśāya gāruḍam
258	Saying 258	0.4486	0.7064	0.1538	11	13	2	0.625	32	anuṣṭubh	syllable-heuristic	anavasthitacittasya na jane na vane sukham
259	Saying 259	0.4953	0.6787	0.2857	10	14	2	0.778	32	anuṣṭubh	syllable-heuristic	anavasthitacittānāṃ prasādo 'pi bhayaṅkaraḥ
260	Saying 260	0.5051	0.7284	0.25	12	16	3	0.6	32	anuṣṭubh	syllable-heuristic	anavāpyaṃ ca śokena śarīraṃ copatapyate
261	Saying 261	0.5539	0.6558	0.4375	9	16	1	0.636	32	anuṣṭubh	syllable-heuristic	anasūyaḥ kṛtaprajñaḥ śobhanānyācaransadā
262	Saying 262	0.5054	0.7289	0.25	9	12	3	0.625	32	anuṣṭubh	syllable-heuristic	anasūyārjavaṃ śaucaṃ santoṣaḥ priyavāditā
263	Saying 263	0.3891	0.6201	0.125	21	24	1	0.824	48	vaṃśastha	vidyut-chandas	anāgataṃ yaḥ kurute sa śobhate sa śocate yo na karotyanāgata
264	Saying 264	0.4625	0.7877	0.0909	10	11	3	0.4	32	anuṣṭubh	syllable-heuristic	anāgataṃ hi budhyeta yacca kāryaṃ puraḥ sthitam
265	Saying 265	0.5152	0.7273	0.2727	8	11	4	0.5	32	anuṣṭubh	syllable-heuristic	anāgataṃ bhayaṃ dṛṣṭvā nītiśāstraviśāradaḥ
266	Saying 266	0.4477	0.6375	0.2308	10	13	4	0.6	32	anuṣṭubh	syllable-heuristic	anāgatavatīṃ cintāṃ kṛtvā yastu prahṛṣyati
267	Saying 267	0.3969	0.7442	0.0	10	10	3	0.571	32	anuṣṭubh	syllable-heuristic	anāgatavatīṃ cintāmasaṃbhāvyāṃ karoti yaḥ
268	Saying 268	0.6239	0.7066	0.5294	8	17	0	0.7	32	anuṣṭubh	syllable-heuristic	anāgatavidhātā ca pratyutpannamatiśca yaḥ
269	Saying 269	0.6508	0.7828	0.5	5	10	2	0.571	32	anuṣṭubh	syllable-heuristic	anāgatavidhātāramapramattamakopanam
270	Saying 270	0.445	0.6997	0.1538	11	13	4	0.556	32	anuṣṭubh	syllable-heuristic	anāgatavidhānaṃ ca kartavyaṃ viṣaye nṛpaiḥ
271	Saying 271	0.5854	0.8789	0.25	18	24	11	0.267	68	śikhariṇī	vidyut-chandas	anādhrātaṃ puṣpaṃ kisalayamalūnaṃ kararuhairanāviddhaṃ ratna
272	Saying 272	0.5533	0.7875	0.2857	10	14	4	0.556	48	vaṃśastha	vidyut-chandas	anāturotkaṇṭhitayoḥ prasidhyatā samāgamenāpi ratirna māṃ pra
273	Saying 273	0.5682	0.7009	0.4167	7	12	2	0.75	32	anuṣṭubh	syllable-heuristic	anātmavānnayadveṣī vardhayannatisaṃpadaḥ
274	Saying 274	0.4599	0.7078	0.1765	14	17	2	0.727	32	anuṣṭubh	syllable-heuristic	anādiṣṭo 'pi bhūpasya dṛṣṭvā hānikaraṃ ca yaḥ
277	Saying 277	0.4423	0.6834	0.1667	10	12	1	0.778	32	anuṣṭubh	syllable-heuristic	anādyantā tu sā tṛṣṇā antardehagatā nṛṇām
278	Saying 278	0.5391	0.8516	0.1818	9	11	3	0.222	32	anuṣṭubh	syllable-heuristic	anāmnāyamalā vedā brāhmaṇasyāvrataṃ malam
279	Saying 279	0.5318	0.9176	0.0909	10	11	5	0.167	32	anuṣṭubh	syllable-heuristic	anāyake na vastavyaṃ na vasedbahunāyake
280	Saying 280	0.4522	0.6291	0.25	9	12	2	0.556	32	anuṣṭubh	syllable-heuristic	anārabhyā bhavantyarthāḥ kecinnityaṃ tathāgatāḥ
281	Saying 281	0.5333	1.0	0.0	8	8	5	0.0	32	anuṣṭubh	syllable-heuristic	anārambho hi kāryāṇāṃ prathamaṃ buddhilakṣaṇam
282	Saying 282	0.5105	0.8321	0.1429	6	7	3	0.333	32	anuṣṭubh	syllable-heuristic	anāryavṛttamaprājñamasūyakamadhārmikam
283	Saying 283	0.5233	0.6895	0.3333	14	21	3	0.533	68	śikhariṇī	vidyut-chandas	anālocya premṇaḥ pariṇatimanādṛtya suhṛdastvayā mugdhe mānaḥ
284	Saying 284	0.5203	0.7401	0.2692	19	26	6	0.562	68	śikhariṇī	vidyut-chandas	anāvartī kālo vrajati sa vṛthā tanna gaṇitaṃ
285	Saying 285	0.5827	0.6842	0.4667	8	15	1	0.636	32	anuṣṭubh	syllable-heuristic	anāvṛtanavadvārapañjare vihagānilaḥ
286	Saying 286	0.4682	0.7433	0.1538	11	13	3	0.444	32	anuṣṭubh	syllable-heuristic	anāvṛṣṭihate deśe sasye ca pralayaṃ gate
287	Saying 287	0.5001	0.6685	0.3077	9	13	2	0.7	32	anuṣṭubh	syllable-heuristic	anāhūtaḥ praviśati apṛṣṭo bahu bhāṣate
288	Saying 288	0.5084	0.6444	0.3529	11	17	3	0.692	32	anuṣṭubh	syllable-heuristic	anāhūto viśedyastu apṛṣṭo bahu bhāṣate
289	Saying 289	0.5076	0.7329	0.25	9	12	1	0.444	32	anuṣṭubh	syllable-heuristic	anāhvāne praveśaśca apṛṣṭe paribhāṣaṇam
290	Saying 290	0.625	0.8802	0.3333	10	15	5	0.2	32	upagīti	vidyut-chandas	anityaṃ yauvanaṃ rūpaṃ jīvitaṃ dravyasañcayaḥ
291	Saying 291	0.3106	0.4279	0.1765	14	17	1	0.889	32	anuṣṭubh	syllable-heuristic	anityamiti jānanto na bhavanti bhavanti ca
292	Saying 292	0.6068	0.7488	0.4444	10	18	4	0.5	32	upagīti	vidyut-chandas	anityāni śarīrāṇi vibhavo naiva śāśvataḥ
293	Saying 293	0.5301	0.644	0.4	9	15	0	0.727	32	anuṣṭubh	syllable-heuristic	anitye priyasaṃvāse saṃsāre cakravadgatau
294	Saying 294	0.5824	0.6836	0.4667	8	15	2	0.727	32	anuṣṭubh	syllable-heuristic	anityo vijayo yasmāddṛśyate yudhyamānayoḥ
298	Saying 298	0.5671	0.7352	0.375	10	16	3	0.444	32	anuṣṭubh	syllable-heuristic	anindyamapi nindanti stuvantyastutyamuccakaiḥ
299	Saying 299	0.6	0.7604	0.4167	7	12	1	0.286	32	anuṣṭubh	syllable-heuristic	aniyuktā hi sācivye yadvadanti hitaiṣiṇaḥ
300	Saying 300	0.5333	1.0	0.0	4	4	4	0.0	32	anuṣṭubh	syllable-heuristic	anirvācyamanirbhinnamaparicchinnamavyayam
301	Saying 301	0.5638	0.6969	0.4118	10	17	3	0.571	32	anuṣṭubh	syllable-heuristic	anirvedaḥ śriyo mūlaṃ lābhasya ca śubhasya ca
302	Saying 302	0.5348	0.7292	0.3125	11	16	3	0.667	32	anuṣṭubh	syllable-heuristic	anirvedaḥ śriyo mūlaṃ cañcurme lohasaṃnibhā
303	Saying 303	0.521	0.9769	0.0	9	9	6	0.0	32	anuṣṭubh	syllable-heuristic	anirvedaḥ śriyo mūlamanirvedaḥ paraṃ sukham
304	Saying 304	0.4636	0.6943	0.2	12	15	3	0.6	32	anuṣṭubh	syllable-heuristic	anirvedo hi satataṃ sarvārtheṣu pravartakaḥ
305	Saying 305	0.6016	0.7163	0.4706	9	17	2	0.6	48	vaṃśastha	vidyut-chandas	aniścitairadhyavasāyabhīrubhiḥ pade pade doṣaśatānudarśibhiḥ
306	Saying 306	0.5447	0.7031	0.3636	14	22	2	0.714	32	anuṣṭubh	syllable-heuristic	aniṣṭaḥ kanyakāyā yo varo rūpānvito 'pi yaḥ
307	Saying 307	0.6638	0.6977	0.625	6	16	0	0.6	32	anuṣṭubh	syllable-heuristic	aniṣṭasaṃprayogācca viprayogātpriyasya ca
308	Saying 308	0.4686	0.6287	0.2857	10	14	3	0.625	32	anuṣṭubh	syllable-heuristic	aniṣṭādiṣṭalābhe 'pi na gatirjāyate śubhā
309	Saying 309	0.4677	0.8769	0.0	9	9	6	0.125	32	anuṣṭubh	syllable-heuristic	anīrṣyurguptadāraśca saṃvibhāgī priyaṃvadaḥ
310	Saying 310	0.4572	0.6553	0.2308	10	13	3	0.545	32	anuṣṭubh	syllable-heuristic	anīrṣyurguptadāraḥ syāccokṣaḥ syādaghṛṇī nṛpaḥ
311	Saying 311	0.5575	0.7537	0.3333	6	9	3	0.571	39	āryā	vidyut-chandas	anukurutaḥ khalasujanāvagrimapāścātyabhāgayoḥ sūcyāḥ
312	Saying 312	0.5622	0.7849	0.3077	9	13	6	0.417	37	āryā	vidyut-chandas	anukūlāṃ vimalāṅgīṃ kulajāṃ kuśalāṃ suśīlasaṃpannām
313	Saying 313	0.4714	0.6265	0.2941	12	17	0	0.75	32	anuṣṭubh	syllable-heuristic	anukūlā sadā tuṣṭā dakṣā sādhvī vicakṣaṇā
314	Saying 314	0.5047	0.8668	0.0909	10	11	5	0.25	32	anuṣṭubh	syllable-heuristic	anugantuṃ satāṃ vartma kṛtsnaṃ yadi na śakyate
315	Saying 315	0.4311	0.6064	0.2308	10	13	1	0.889	32	anuṣṭubh	syllable-heuristic	anugamya vināśānte nivartante ha bāndhavāḥ
316	Saying 316	0.6118	0.7825	0.4167	7	12	3	0.5	36	āryā	vidyut-chandas	anucitakarmārambhaḥ svajanavirodho balīyasā spardhā
317	Saying 317	0.4519	0.5556	0.3333	8	12	0	0.75	32	anuṣṭubh	syllable-heuristic	anupāyena karmāṇi viparītāni yāni ca
318	Saying 318	0.4938	0.6034	0.3684	12	19	2	0.75	32	anuṣṭubh	syllable-heuristic	anubandhaṃ ca saṃprekṣya vipākaṃ caiva karmaṇām
319	Saying 319	0.4281	0.6435	0.1818	9	11	0	0.667	32	anuṣṭubh	syllable-heuristic	anubandhānapekṣeta sānubandheṣu karmasu
320	Saying 320	0.5318	0.7346	0.3	7	10	2	0.556	43	udgīti	vidyut-chandas	anubhavata dadata vittaṃ mānyānmānayata sajjanānbhajata
321	Saying 321	0.5474	0.9468	0.0909	10	11	5	0.167	32	anuṣṭubh	syllable-heuristic	anuyāti na bhartāraṃ yadidaivātkathaṃ ca na
322	Saying 322	0.5521	0.7436	0.3333	8	12	1	0.667	32	anuṣṭubh	syllable-heuristic	anurāgavatī sandhyā divasastatpuraḥsaraḥ
323	Saying 323	0.5496	0.9056	0.1429	12	14	5	0.143	32	anuṣṭubh	syllable-heuristic	anurāgo vṛthā strīṇāṃ bhāṣaṇaṃ ca vṛthā vṛthā
324	Saying 324	0.5072	0.7918	0.1818	9	11	3	0.444	32	anuṣṭubh	syllable-heuristic	anulomena balinaṃ pratilomena durjanam
325	Saying 325	0.5722	0.8395	0.2667	11	15	3	0.375	40	āryā	vidyut-chandas	anusarati karikapolaṃ bhramaraḥ śravaṇena tāḍyamāno 'pi
326	Saying 326	0.5418	0.7071	0.3529	11	17	1	0.545	32	anuṣṭubh	syllable-heuristic	anūḍhā mandire yasya rajaḥ prāpneti kanyakā
327	Saying 327	0.5616	0.6847	0.4211	11	19	3	0.643	32	anuṣṭubh	syllable-heuristic	anṛtaṃ satyamityāhuḥ satyaṃ cāpi tathānṛtam
328	Saying 328	0.5827	0.9467	0.1667	10	12	6	0.143	32	anuṣṭubh	syllable-heuristic	anṛtaṃ sāhasaṃ māyā mūrkhatvamatilubdhatā
329	Saying 329	0.5321	0.7789	0.25	9	12	2	0.5	32	anuṣṭubh	syllable-heuristic	anṛtaṃ ca samutkarṣe rājagāmi ca paiśunam
330	Saying 330	0.4906	0.6813	0.2727	8	11	1	0.625	32	anuṣṭubh	syllable-heuristic	anekacittamantrastu dveṣyo bhavati mantriṇām
331	Saying 331	0.511	0.7394	0.25	9	12	2	0.25	32	anuṣṭubh	syllable-heuristic	anekayuddhavijayī sandhānaṃ yasya gacchati
332	Saying 332	0.5427	0.7442	0.3125	11	16	3	0.545	32	anuṣṭubh	syllable-heuristic	anekasaṃśayocchedi paro 'kṣārthasya darśakam
333	Saying 333	0.5806	0.8698	0.25	9	12	3	0.167	32	anuṣṭubh	syllable-heuristic	anena martyadehena yallokadvayaśarmadam
334	Saying 334	0.5139	0.7333	0.2632	14	19	3	0.615	39	āryā	vidyut-chandas	antaḥ kaṭurapi laghurapi sadvṛttaṃ yaḥ pumānna santyajati
335	Saying 335	0.5153	0.7328	0.2667	11	15	2	0.5	32	anuṣṭubh	syllable-heuristic	antaḥ kuṭilatāṃ bibhracchaṅkhaḥ sa khalu niṣṭhuraḥ
336	Saying 336	0.485	0.7636	0.1667	10	12	3	0.444	32	anuṣṭubh	syllable-heuristic	antaḥpuracaraiḥ sārdhaṃ yo na mantraṃ samācaret
337	Saying 337	0.7049	0.7649	0.6364	8	22	3	0.571	56		unresolved	antaḥprataptamarusaikatadahyamānamūlasya campakataroḥ kva vi
338	Saying 338	0.5857	0.8066	0.3333	10	15	5	0.455	32	anuṣṭubh	syllable-heuristic	antakaḥ pavano mṛtyuḥ pātālaṃ vaḍavāmukham
339	Saying 339	0.4769	0.8146	0.0909	10	11	4	0.429	32	anuṣṭubh	syllable-heuristic	antargatamalo duṣṭastīrthasnānaśatairapi
340	Saying 340	0.5504	0.7138	0.3636	14	22	3	0.667	56	vasantatilakā	vidyut-chandas	antargatā madanavahniśikhāvalī yā sā bādhyate kimiti candana
341	Saying 341	0.5661	0.6496	0.4706	9	17	1	0.6	32	anuṣṭubh	syllable-heuristic	antarduṣṭaḥ sadā yuktaḥ sarvānarthakaraḥ kila
342	Saying 342	0.4373	0.6011	0.25	12	16	1	0.889	32	anuṣṭubh	syllable-heuristic	antarbhūya prabhoḥ prāpyo viśeṣaḥ sarvathā budhaiḥ
